HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",605,414,.,573,396,"1,128",.,.,502,.,387,.,769,.,611,.,367,560
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",465,418,.,485,"2,539",395,.,.,376,.,.,.,608,.,502,.,369,662
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,"2,101","1,770",.,.,.,.,356,.,"1,244",.,.,.,"1,366","1,645"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,.,.,.,843,.,.,.,"1,708",.,.,.,"1,395","1,299"
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,103","1,103"
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",.,407,.,.,.,.,.,.,.,.,.,.,716,.,.,.,.,561
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","3,867",452,.,.,"3,172","2,000",.,.,.,.,.,.,"5,752",.,.,.,"1,691","3,049"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18","3,331",.,.,.,"4,654",.,.,.,.,.,.,.,"4,791",.,.,.,"1,621","3,799"
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18","3,331",.,.,.,"1,832","4,914",.,.,.,.,.,.,"4,369",.,.,.,"1,505","2,755"
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",.,.,.,.,"8,181",.,.,.,.,.,"1,141",.,.,.,.,.,"1,527","3,094"
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,"6,567",.,.,.,"1,847","5,387"
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,"7,573",.,.,.,"1,991","4,782"
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29","1,859",.,.,.,.,.,.,.,.,.,.,.,"6,438",.,.,.,.,"5,522"
VA14C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,332","1,332"
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,190","2,190"
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45","1,598",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,598"
WA01Y,"Manifestations of HIV or AIDS, with CC Score of 0",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
WA02Z,Disorders of Immunity without HIV or AIDS,438,395,.,.,.,.,.,.,.,.,.,.,306,.,502,.,.,423
WA03A,Septicaemia with CC Score 4+,.,390,482,.,.,.,.,.,.,.,.,.,.,.,502,.,.,458
WA03B,Septicaemia with CC Score 2-3,441,400,660,454,357,.,.,.,.,.,387,.,460,.,502,.,365,425
WA03C,Septicaemia with CC Score 0-1,446,410,594,454,357,356,528,.,376,.,383,.,422,.,523,.,369,415
WA04Z,Acute Febrile Illness with length of stay 4 days or less,446,404,414,.,421,348,844,.,376,.,369,.,395,.,502,552,369,419
WA06A,Other Viral Illness with CC Score 2+,438,407,.,.,.,.,.,.,376,.,305,.,432,.,.,.,.,414
WA06B,Other Viral Illness with CC Score 1,450,405,404,.,327,301,.,.,376,.,367,.,424,.,502,.,367,407
WA06C,Other Viral Illness with CC Score 0,450,407,445,518,433,314,597,.,376,.,373,.,408,.,509,.,372,411
WA07Z,Complex Infectious Diseases,438,.,.,.,.,.,.,.,.,.,.,.,475,.,.,.,.,466
WA08Z,Malaria,438,.,.,.,.,301,.,.,.,.,.,.,581,.,.,.,.,527
WA09A,Other Non-Viral Infections with CC Score 3+,.,442,.,.,.,.,.,.,.,.,334,.,386,.,.,.,367,377
WA09B,Other Non-Viral Infections with CC Score 1-2,438,381,708,.,.,.,.,.,376,.,352,.,366,.,538,.,370,429
WA09C,Other Non-Viral Infections with CC Score 0,458,407,404,.,327,363,.,.,376,.,412,.,387,.,502,.,367,391
WA10Z,Other Infections (Genito-Urinary Medicine),.,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,730,671
WA11A,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 4+",438,.,.,.,.,.,.,.,.,.,360,.,.,.,.,.,367,374
WA11B,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3",438,406,515,464,489,311,528,.,422,.,352,.,378,.,502,.,367,411
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",439,425,494,465,526,307,528,.,382,.,357,.,349,.,506,552,366,407
WA12A,"Complications of Procedures, with CC Score 3+",457,452,.,.,350,.,.,608,.,.,.,.,.,.,.,.,367,415
WA12B,"Complications of Procedures, with CC Score 2",457,407,404,.,380,406,528,608,.,.,.,.,749,.,.,.,367,467
WA12C,"Complications of Procedures, with CC Score 1",481,430,805,533,544,395,528,"1,474",.,.,305,.,453,.,630,.,429,506
WA12D,"Complications of Procedures, with CC Score 0",495,459,618,621,437,398,.,"1,202",.,.,525,.,443,.,652,.,460,485
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,584,413,514,794,660,394,528,608,.,.,373,.,505,.,647,552,512,532
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,509,622,576,504,574,"1,013",.,.,376,.,426,433,519,.,618,.,507,537
WA15V,Respite Care with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,334,.,.,.,.,.,.,334
WA16W,"Shock or Anaphylaxis, with CC Score of 1+",438,423,.,.,516,301,528,.,.,.,.,.,.,.,502,.,367,450
WA16Y,"Shock or Anaphylaxis, with CC Score of 0",494,448,404,454,611,301,528,.,376,.,324,.,336,.,539,552,367,454
WA17A,Neoplasm Related Admission with CC Score 3+,.,390,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,385
WA17B,Neoplasm Related Admission with CC Score 2,539,395,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,454
WA17C,Neoplasm Related Admission with CC Score 1,438,.,404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,421
WA17D,Neoplasm Related Admission with CC Score 0,438,432,404,454,.,.,528,.,376,.,.,.,388,.,.,.,355,403
WA18D,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4",438,395,451,.,327,352,528,.,.,360,387,.,417,.,502,.,367,407
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",433,397,438,462,342,301,.,.,376,360,375,.,454,.,502,552,367,409
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",437,401,446,478,418,338,528,.,376,.,373,.,448,.,526,552,366,425
WA19Z,Abnormal Findings without Diagnosis,462,407,421,469,426,301,528,.,376,.,352,.,412,.,508,.,367,418
WA20Z,"Examination, Follow-Up or Special Screening",484,493,477,636,595,386,528,.,376,.,289,.,387,.,623,.,498,471
WA21Z,Other Procedures or Health Care Problems,.,.,404,.,.,.,.,.,.,.,.,.,450,.,.,.,.,427
WA22A,"Other Specified Admissions or Counselling, with CC Score 4+",.,.,499,.,327,.,.,608,.,.,.,.,386,407,502,.,367,411
WA22B,"Other Specified Admissions or Counselling, with CC Score 2-3",422,399,474,454,360,333,528,.,376,360,387,.,466,.,502,.,362,396
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1",432,395,451,491,403,301,528,.,376,.,366,.,471,.,567,552,365,405
WA23A,"Falls without Specific Cause, with CC Score 4+",.,.,.,.,327,.,.,.,.,360,.,.,.,.,.,.,367,351
WA23B,"Falls without Specific Cause, with CC Score 2-3",438,.,499,.,327,301,.,.,.,.,.,.,.,.,502,.,350,408
WA23C,"Falls without Specific Cause, with CC Score 0-1",438,390,.,.,327,301,.,.,376,.,388,.,386,.,.,.,367,374
WA24B,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,314",.,.,"2,314"
YQ01A,"Multiple or Revisional, Open Repair of Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"4,921",.,.,.,.,"4,921"
YQ01B,"Multiple or Revisional, Open Repair of Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"6,238",.,.,.,.,"6,238"
YQ02Z,Open Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,"9,644",.,.,.,.,"9,644"
YQ03A,Open Repair of Abdominal Aortic Aneurysm with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,"5,795",.,.,.,.,"5,795"
YQ03B,Open Repair of Abdominal Aortic Aneurysm with CC Score 0-5,.,.,.,.,"4,497",.,.,.,.,.,.,.,"5,620",.,.,.,.,"5,473"
YQ04B,"Multiple Open Procedures on Aorta or Abdominal Blood Vessels, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"2,325",.,.,.,.,"2,325"
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"4,753",.,.,.,.,"4,753"
YQ10D,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,958",.,.,.,.,"4,958"
YQ12C,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,.,.,.,.,"1,870",.,.,.,.,.,.,.,"4,448",.,.,.,.,"3,804"
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"3,854",.,.,.,.,"3,854"
YQ22A,Amputation of Single Limb with CC Score 10+,.,.,"3,152",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,152"
YQ22B,Amputation of Single Limb with CC Score 0-9,.,.,.,.,.,.,.,.,.,.,.,.,"3,456",.,.,.,"1,395","3,044"
YQ26B,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 5-7",.,.,.,.,"1,309",.,.,.,.,.,.,.,.,.,.,.,.,"1,309"
YQ31A,Single Open Procedure on Carotid Artery with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"3,496",.,.,.,.,"3,496"
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"3,845",.,.,.,.,"3,845"
YQ32A,Single Open Procedure on Blood Vessel or Upper Limb with CC Score 5+,"5,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,021"
YQ32B,Single Open Procedure on Blood Vessel or Upper Limb with CC Score 0-4,.,452,.,.,.,.,.,.,.,.,.,.,"2,661",.,.,.,.,"1,925"
YQ41Z,Open Operations on Other or Unspecified Blood Vessels,"2,739",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,056","1,617"
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures",.,.,"2,726",.,"1,904",.,.,.,.,.,.,.,.,.,"4,625",.,383,"2,312"
YQ50A,Peripheral Vascular Disorders with CC Score 15+,.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,368
YQ50B,Peripheral Vascular Disorders with CC Score 11-14,.,.,499,.,.,.,.,.,.,.,.,.,387,.,.,.,.,415
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,403,407,536,454,.,409,528,.,376,.,.,.,386,.,.,.,333,417
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,448,401,428,547,388,406,528,.,.,.,.,.,594,.,.,.,360,447
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,444,417,481,560,429,352,528,.,376,.,420,.,525,.,567,.,367,477
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,444,432,404,543,374,301,.,.,.,.,414,.,522,.,544,552,377,460
YQ51B,Deep Vein Thrombosis with CC Score 9-11,.,407,.,.,.,.,.,.,.,.,.,.,408,.,502,.,367,413
YQ51C,Deep Vein Thrombosis with CC Score 6-8,438,398,404,.,327,301,.,.,.,.,387,.,386,.,502,.,367,381
YQ51D,Deep Vein Thrombosis with CC Score 3-5,458,408,404,500,894,301,.,.,376,.,368,.,450,.,502,552,367,421
YQ51E,Deep Vein Thrombosis with CC Score 0-2,438,418,419,458,622,301,528,.,376,.,366,.,401,.,531,552,387,426
YR01Z,Complex Endovascular Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,"24,050",.,.,.,.,"24,050"
YR02Z,Endovascular Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,"27,260",.,.,.,.,"27,260"
YR03Z,Complex Endovascular Repair of Abdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,"16,096",.,.,.,.,"16,096"
YR04Z,Endovascular Repair of Abdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,"16,513",.,.,.,.,"16,513"
YR10B,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,.,.,.,.,"2,664",.,.,.,.,.,.,.,.,.,.,.,.,"2,664"
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,.,.,"2,664",.,.,.,.,.,.,.,.,.,.,.,.,"2,664"
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,.,.,.,.,.,.,.,.,.,.,"3,548",.,.,.,.,"3,548"
YR20Z,Percutaneous Transluminal Embolisation of Aneurysm of Blood Vessel,.,.,.,.,.,.,.,.,.,.,.,.,"10,790",.,.,.,.,"10,790"
YR22B,Inferior Vena Cava Filter Procedures with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,.,"2,626",.,.,.,.,"2,626"
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,299",.,.,"3,299"
YR23A,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,004",.,.,.,.,"3,004"
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,509",.,.,.,.,"3,509"
YR25Z,Arteriography,689,.,.,.,"1,480",.,.,.,.,.,.,.,.,.,.,.,.,"1,322"
YR26Z,Venography,.,407,.,454,.,.,.,.,.,.,.,.,.,.,.,.,.,430
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",705,.,"3,008",.,"3,574",519,.,.,895,.,980,.,.,.,637,.,.,"1,221"
YR40B,"Insertion of Non-Tunnelled Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,355",.,.,.,.,"2,355"
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",.,.,"1,217",.,"1,406",.,.,.,.,.,.,.,.,.,.,.,383,911
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",.,.,"1,274",.,"1,406",.,.,.,.,.,.,.,.,.,.,.,"1,240","1,307"
YR42B,"Peripheral Insertion of Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,356",.,.,.,.,"1,356"
YR43A,"Attention to Central Venous Catheter, 19 years and over","1,218",.,"1,612",.,.,409,.,.,.,.,.,433,.,.,502,.,"1,123",864
YR43B,"Attention to Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
YR44A,"Removal of Central Venous Catheter, 19 years and over",438,.,"1,152",.,.,409,.,.,.,.,.,.,663,.,.,.,"1,186",773
YR47Z,Removal of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,"3,374",.,.,.,.,"3,374"
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",.,.,"2,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,869"
YZ01Z,Urological Imaging Interventions,455,.,621,.,.,.,.,.,.,.,.,.,"1,063",.,.,.,383,509
YZ02Z,Hepatobiliary Imaging Interventions,"2,169",.,.,.,.,.,.,.,.,.,"1,772",.,"1,917",.,.,.,"3,998","2,190"
YZ03Z,Gastrointestinal Imaging Interventions,.,.,769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,769
YZ06Z,Neurological Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"4,178",.,.,.,.,"4,178"
Total,,685,487,861,662,776,605,893,856,586,360,482,433,735,407,814,552,579,652
