HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
WA06C,110,Other Viral Illness with CC Score 0,.,.,.,.,747,.,.,.,.,.,.,"1,406",.,.,.,.,"2,153"
WA06C,120,Other Viral Illness with CC Score 0,"1,619","1,349",.,.,"4,157",.,.,.,.,.,.,.,.,.,.,.,"7,125"
WA06C,180,Other Viral Illness with CC Score 0,.,"1,370",.,.,.,.,.,.,.,.,.,772,.,.,.,.,"2,142"
WA06C,300,Other Viral Illness with CC Score 0,"25,860","26,836","1,551","17,236","21,566","21,090","11,605",.,"11,649",.,"42,581","44,315",.,"17,073",.,"49,654","291,015"
WA06C,301,Other Viral Illness with CC Score 0,.,"1,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,121"
WA06C,303,Other Viral Illness with CC Score 0,"1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,665"
WA06C,320,Other Viral Illness with CC Score 0,"1,378",845,"2,693",.,"1,540",.,.,.,.,.,.,.,.,.,.,.,"6,456"
WA06C,340,Other Viral Illness with CC Score 0,.,.,"2,782",.,.,.,.,.,.,.,.,"4,551",.,.,.,.,"7,333"
WA06C,350,Other Viral Illness with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"9,340",.,.,.,.,"9,340"
WA06C,361,Other Viral Illness with CC Score 0,.,.,.,.,.,"2,456",.,.,.,.,.,.,.,.,.,.,"2,456"
WA06C,430,Other Viral Illness with CC Score 0,"1,105","2,593","2,404",.,"2,900",.,.,.,.,.,"2,101",.,.,.,.,"1,791","12,894"
WA06C,501,Other Viral Illness with CC Score 0,.,"1,910",.,.,.,.,.,.,.,.,.,"1,420",.,.,.,.,"3,330"
WA06C,823,Other Viral Illness with CC Score 0,.,.,.,.,"3,954",.,.,.,.,.,.,.,.,.,.,.,"3,954"
WA07Z,100,Complex Infectious Diseases,.,.,.,.,"2,628",.,.,.,.,.,.,.,.,.,.,.,"2,628"
WA07Z,300,Complex Infectious Diseases,"12,711",.,.,.,.,.,"9,047",.,.,.,.,"3,415",.,.,.,.,"25,172"
WA07Z,301,Complex Infectious Diseases,.,"3,738",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,738"
WA07Z,350,Complex Infectious Diseases,.,.,.,.,.,.,.,.,.,.,.,"19,397",.,.,.,.,"19,397"
WA07Z,430,Complex Infectious Diseases,"5,157",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,157"
WA08Z,300,Malaria,"2,630",.,.,.,.,"1,808",.,.,.,.,.,"8,191",.,.,.,.,"12,628"
WA08Z,350,Malaria,.,.,.,.,.,.,.,.,.,.,.,"16,194",.,.,.,.,"16,194"
WA09A,300,Other Non-Viral Infections with CC Score 3+,.,.,.,.,"3,921",.,.,.,"4,509",.,"2,748",.,.,.,.,"6,856","18,034"
WA09A,360,Other Non-Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"29,388",.,.,.,.,"29,388"
WA09A,430,Other Non-Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,654","8,654"
WA09B,101,Other Non-Viral Infections with CC Score 1-2,.,.,.,"10,514",.,.,.,.,.,.,.,.,.,.,.,.,"10,514"
WA09B,120,Other Non-Viral Infections with CC Score 1-2,.,.,.,.,"4,157",.,.,.,.,.,.,.,.,.,.,.,"4,157"
WA09B,300,Other Non-Viral Infections with CC Score 1-2,"32,872","2,846",.,"5,897","3,268",.,.,.,"15,031",.,"9,296","10,182",.,"2,511",.,"8,383","90,286"
WA09B,301,Other Non-Viral Infections with CC Score 1-2,.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
WA09B,303,Other Non-Viral Infections with CC Score 1-2,"2,775",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,775"
WA09B,320,Other Non-Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,187",.,.,"15,187"
WA09B,350,Other Non-Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"10,454",.,.,.,.,"10,454"
WA09B,361,Other Non-Viral Infections with CC Score 1-2,.,.,"3,550",.,.,.,.,.,.,.,.,.,.,.,.,767,"4,317"
WA09B,370,Other Non-Viral Infections with CC Score 1-2,.,.,"5,188",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,188"
WA09B,430,Other Non-Viral Infections with CC Score 1-2,.,741,.,.,.,.,.,.,.,.,.,"3,004",.,.,.,"9,848","13,593"
WA09C,100,Other Non-Viral Infections with CC Score 0,.,"2,260",.,.,"4,407","1,271",.,.,.,.,982,.,.,.,.,.,"8,920"
WA09C,101,Other Non-Viral Infections with CC Score 0,"3,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,389"
WA09C,120,Other Non-Viral Infections with CC Score 0,"7,015",.,.,.,.,.,.,.,.,.,.,"3,946",.,.,.,.,"10,961"
WA09C,180,Other Non-Viral Infections with CC Score 0,.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
WA09C,300,Other Non-Viral Infections with CC Score 0,"7,889","8,132","2,697","2,828","7,515","2,410",.,.,"20,603",.,"18,597","2,368",.,"6,026",.,"25,929","104,995"
WA09C,302,Other Non-Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
WA09C,303,Other Non-Viral Infections with CC Score 0,"4,440",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,440"
WA09C,320,Other Non-Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"5,384",.,.,.,.,"5,384"
WA09C,340,Other Non-Viral Infections with CC Score 0,.,.,"3,059",.,.,.,.,.,.,.,.,"5,617",.,.,.,.,"8,675"
WA09C,350,Other Non-Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"19,699",.,.,.,.,"19,699"
WA09C,361,Other Non-Viral Infections with CC Score 0,"14,067","3,977",.,.,.,819,.,.,.,.,.,.,.,.,.,.,"18,863"
WA09C,370,Other Non-Viral Infections with CC Score 0,.,.,"5,188",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,188"
WA09C,430,Other Non-Viral Infections with CC Score 0,.,"2,963","5,307",.,.,.,.,.,.,.,.,.,.,.,.,"4,178","12,448"
WA10Z,360,Other Infections (Genito-Urinary Medicine),.,.,.,.,.,.,.,.,.,.,.,"5,537",.,.,.,.,"5,537"
WA10Z,502,Other Infections (Genito-Urinary Medicine),"2,357","1,550",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,632","5,539"
WA11A,300,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 4+",877,"2,033",.,"3,175",.,"4,218",.,.,.,.,"7,023",.,.,.,.,"6,969","24,295"
WA11A,430,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 4+",.,.,"3,547",.,.,.,.,.,.,.,.,.,"13,843",.,.,.,"17,391"
WA11B,100,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3","3,539","1,808",.,.,"6,225",791,.,.,.,.,.,"1,369",.,.,.,.,"13,731"
WA11B,300,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3","8,328","20,737","1,551","9,072","8,169","3,013","3,165",.,"10,146",.,"5,751","11,742",.,"9,039",.,"7,703","98,415"
WA11B,340,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3",.,.,"1,577",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,577"
WA11B,361,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3",.,.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,819
WA11B,430,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3",.,"1,482","2,903",.,.,.,.,.,"1,463","1,439",.,"2,417",.,.,.,"2,387","12,090"
WA11C,100,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,"1,568",.,573,"1,314",.,.,.,.,.,.,388,.,.,.,.,"3,842"
WA11C,110,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1","1,115",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,115"
WA11C,180,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,"2,284",.,.,.,.,.,.,.,.,898,"8,876",.,.,.,.,"12,058"
WA11C,300,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1","18,847","30,902","6,027","13,607","23,527","9,340","13,715",.,"6,012",.,"18,128","21,622",.,"12,554",.,"17,239","191,520"
WA11C,301,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,"1,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,869"
WA11C,303,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,712
WA11C,320,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,422,.,"3,829",385,358,.,.,655,.,.,.,.,799,.,.,"6,449"
WA11C,340,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,930,.,.,714,.,.,.,.,.,"2,797",.,.,.,.,"4,440"
WA11C,361,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",521,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,930
WA11C,370,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,"3,538",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,538"
WA11C,430,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",368,741,997,.,"1,450",.,.,.,.,.,"2,326","4,576",407,644,.,"1,492","13,001"
WA12A,100,"Complications of Procedures, with CC Score 3+","16,444",.,.,"16,603",.,"5,139",.,.,.,.,.,"7,335",.,"26,580",.,"27,751","99,852"
WA12A,101,"Complications of Procedures, with CC Score 3+",.,.,.,.,"1,259",.,.,.,.,.,.,.,.,.,.,.,"1,259"
WA12A,110,"Complications of Procedures, with CC Score 3+","19,071",.,.,.,"4,334",.,.,"18,436",.,.,.,"24,051",.,.,.,.,"65,892"
WA12A,172,"Complications of Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"2,650",.,.,.,.,"2,650"
WA12A,300,"Complications of Procedures, with CC Score 3+",.,"9,759",.,"40,822","1,961",.,.,.,"3,758",.,.,.,.,.,.,"1,100","57,399"
WA12A,320,"Complications of Procedures, with CC Score 3+",.,"21,113",.,.,"19,251",.,.,.,.,.,.,.,.,.,.,.,"40,364"
WA12A,430,"Complications of Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,"7,552",.,.,"22,394",.,.,.,"29,946"
WA12A,502,"Complications of Procedures, with CC Score 3+",.,"6,199",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,176","8,375"
WA12A,823,"Complications of Procedures, with CC Score 3+",.,.,.,.,"35,587",.,.,.,.,.,.,.,.,.,.,.,"35,587"
WA12B,100,"Complications of Procedures, with CC Score 2","10,964","11,730",928,"11,914","9,638","18,001",.,.,.,.,.,"3,106",.,"28,521",.,"14,544","109,345"
WA12B,101,"Complications of Procedures, with CC Score 2",.,.,"5,703",.,"2,098",.,.,.,.,.,.,.,.,.,.,.,"7,802"
WA12B,110,"Complications of Procedures, with CC Score 2","76,140",.,.,.,"16,442",.,.,"48,393",.,.,.,"18,228",.,.,.,"17,509","176,711"
WA12B,150,"Complications of Procedures, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,"5,317",.,.,.,.,"5,317"
WA12B,160,"Complications of Procedures, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,488","2,488"
WA12B,172,"Complications of Procedures, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,"4,515",.,.,.,.,"4,515"
WA12B,300,"Complications of Procedures, with CC Score 2","7,451","20,737",.,"1,361","3,268","2,712",.,.,"4,134",.,.,"14,380",.,.,.,"4,401","58,443"
WA12B,303,"Complications of Procedures, with CC Score 2",.,.,"8,019",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,019"
WA12B,320,"Complications of Procedures, with CC Score 2",.,.,"13,023",.,"9,625",.,.,.,.,.,.,.,.,.,.,.,"22,648"
WA12B,361,"Complications of Procedures, with CC Score 2",.,.,"8,021",.,.,"4,913",.,.,.,.,.,.,.,.,.,.,"12,933"
WA12B,430,"Complications of Procedures, with CC Score 2",.,.,.,.,"2,175","14,770",.,.,.,"14,386",.,.,.,"34,120",.,.,"65,450"
WA12C,100,"Complications of Procedures, with CC Score 1","8,907","32,331","19,157","20,524","34,566","19,590",.,.,.,.,"3,265","24,155",.,"47,319",.,"19,642","229,457"
WA12C,101,"Complications of Procedures, with CC Score 1","5,220",.,"2,820","3,943","7,973",.,.,.,.,.,.,.,.,.,.,"5,391","25,346"
WA12C,110,"Complications of Procedures, with CC Score 1","49,797",.,.,.,"37,785",.,.,"39,877",.,.,.,"78,110",.,.,.,"34,029","239,598"
WA12C,120,"Complications of Procedures, with CC Score 1","10,782",.,.,.,"5,505",.,.,.,.,.,.,.,.,.,.,.,"16,287"
WA12C,140,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304","3,304"
WA12C,150,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"15,584",.,.,.,.,"15,584"
WA12C,160,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"5,305",.,.,.,"15,458","20,763"
WA12C,170,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"17,906",.,.,.,.,"17,906"
WA12C,172,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"15,884",.,.,.,.,"15,884"
WA12C,300,"Complications of Procedures, with CC Score 1","5,698","1,626","8,413","1,361",.,"4,821",.,.,"1,503",.,.,"6,388",.,.,.,"13,227","43,037"
WA12C,301,"Complications of Procedures, with CC Score 1",.,"2,243",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,243"
WA12C,303,"Complications of Procedures, with CC Score 1","1,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110"
WA12C,320,"Complications of Procedures, with CC Score 1","7,578",.,.,.,"6,160",.,.,.,.,.,.,"8,596",.,.,.,.,"22,334"
WA12C,350,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"10,584",.,.,.,.,"10,584"
WA12C,361,"Complications of Procedures, with CC Score 1",.,"7,071","1,775",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,846"
WA12C,370,"Complications of Procedures, with CC Score 1",.,.,"6,602",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,602"
WA12C,430,"Complications of Procedures, with CC Score 1",.,.,.,.,.,"8,792",.,.,.,.,.,.,.,.,.,.,"8,792"
WA12C,502,"Complications of Procedures, with CC Score 1","2,357","14,537","6,469","14,044","5,108",.,.,.,.,.,.,.,.,.,.,"4,111","46,627"
WA12D,100,"Complications of Procedures, with CC Score 0","52,602","141,985","15,812","51,463","102,736","20,252",.,.,.,.,"32,485","65,314",.,"127,232",.,"70,189","680,071"
WA12D,101,"Complications of Procedures, with CC Score 0","3,389",.,"11,030","10,514","18,044",.,.,.,.,.,.,.,.,.,.,"10,080","53,057"
WA12D,110,"Complications of Procedures, with CC Score 0","38,744",.,.,.,"17,115",.,.,"26,344",.,.,.,"54,761",.,.,.,"32,028","168,992"
WA12D,120,"Complications of Procedures, with CC Score 0","18,436","9,749",.,.,"37,400",.,.,.,.,.,.,"24,382",.,.,.,.,"89,967"
WA12D,130,"Complications of Procedures, with CC Score 0",308,.,.,.,.,.,.,.,.,.,.,"4,452",.,.,.,.,"4,760"
WA12D,140,"Complications of Procedures, with CC Score 0","3,242",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"32,369","35,611"
WA12D,150,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"38,701",.,.,.,.,"38,701"
WA12D,160,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"40,833","40,833"
WA12D,170,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"15,835",.,.,.,.,"15,835"
WA12D,172,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"13,188",.,.,.,.,"13,188"
WA12D,180,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,527,.,.,.,.,527
WA12D,300,"Complications of Procedures, with CC Score 0","15,779","1,220","5,632",907,"8,496","2,712",.,.,"9,330",.,"6,264","5,394",.,"1,004",.,"7,703","64,440"
WA12D,301,"Complications of Procedures, with CC Score 0",.,"1,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,869"
WA12D,320,"Complications of Procedures, with CC Score 0","2,755","1,267",.,.,"5,390",.,.,.,.,.,.,"5,870",.,.,.,"2,095","17,378"
WA12D,361,"Complications of Procedures, with CC Score 0",.,"7,955","2,947",.,.,819,.,.,.,.,.,.,.,.,.,.,"11,721"
WA12D,370,"Complications of Procedures, with CC Score 0",.,.,"12,156",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,156"
WA12D,430,"Complications of Procedures, with CC Score 0","1,105","1,111","3,547",.,"3,263",.,.,.,"1,463",.,.,.,.,.,.,.,"10,490"
WA12D,502,"Complications of Procedures, with CC Score 0","11,810","83,112","1,040","33,777","31,315","3,954",.,.,.,.,.,.,.,"4,729",.,"21,100","190,836"
WA14A,100,Procedure Not Carried Out for Medical or Patient Reasons,.,.,"1,064",573,876,.,.,.,.,.,.,.,.,647,.,455,"3,615"
WA14A,101,Procedure Not Carried Out for Medical or Patient Reasons,.,.,"2,024",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,024"
WA14A,110,Procedure Not Carried Out for Medical or Patient Reasons,"1,039",.,.,.,.,.,.,.,.,.,.,"1,275",.,.,.,.,"2,313"
WA14A,130,Procedure Not Carried Out for Medical or Patient Reasons,103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,103
WA14A,160,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,470","1,470"
WA14A,170,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,932",.,.,.,.,"1,932"
WA14A,172,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,798,.,.,.,.,798
WA14A,300,Procedure Not Carried Out for Medical or Patient Reasons,877,.,404,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,281"
WA14A,303,Procedure Not Carried Out for Medical or Patient Reasons,.,.,"1,424",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,424"
WA14A,320,Procedure Not Carried Out for Medical or Patient Reasons,.,.,"1,136",.,385,.,.,.,.,.,.,.,.,.,.,.,"1,521"
WA14A,340,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
WA14A,361,Procedure Not Carried Out for Medical or Patient Reasons,.,442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,442
WA14B,100,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,573,.,.,.,.,.,.,.,"2,033",.,647,.,.,"3,253"
WA14B,101,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,385
WA14B,110,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,223",.,.,.,801,"2,024"
WA14B,120,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"23,574",.,.,.,.,"23,574"
WA14B,130,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"6,556",.,.,.,.,"6,556"
WA14B,170,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,288",.,.,.,.,"1,288"
WA14B,300,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,327,.,.,.,.,.,.,.,.,502,.,367,"1,196"
WA14B,320,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,385,.,.,.,.,.,.,611,.,.,.,.,996
WA14B,370,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,"1,415",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,415"
WA15V,300,Respite Care with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,734,.,.,.,.,"1,467","2,201"
WA16W,180,"Shock or Anaphylaxis, with CC Score of 1+",.,913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,913
WA16W,300,"Shock or Anaphylaxis, with CC Score of 1+",.,813,.,.,654,"1,808",.,.,.,.,.,.,.,.,.,.,"3,274"
WA16W,430,"Shock or Anaphylaxis, with CC Score of 1+",.,"1,852",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,852"
WA16Y,180,"Shock or Anaphylaxis, with CC Score of 0",.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
WA16Y,300,"Shock or Anaphylaxis, with CC Score of 0",877,.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,"1,330"
WA16Y,320,"Shock or Anaphylaxis, with CC Score of 0",.,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422
WA16Y,502,"Shock or Anaphylaxis, with CC Score of 0",.,775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,775
WA17A,100,Neoplasm Related Admission with CC Score 3+,"3,198",.,"3,695",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,893"
WA17A,300,Neoplasm Related Admission with CC Score 3+,.,"33,498",.,.,"17,972",.,"1,583",.,"5,637",.,.,.,.,.,.,"1,100","59,789"
WA17A,320,Neoplasm Related Admission with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,592","17,592"
WA17A,370,Neoplasm Related Admission with CC Score 3+,.,.,"18,808",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,808"
WA17A,430,Neoplasm Related Admission with CC Score 3+,"13,997",.,.,.,"9,063",.,.,.,.,"11,868",.,.,"2,850",.,.,.,"37,778"
WA17A,502,Neoplasm Related Admission with CC Score 3+,.,.,"15,343",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,343"
WA17B,100,Neoplasm Related Admission with CC Score 2,.,.,.,"11,612","7,885",.,.,.,.,.,"1,439",.,.,.,.,.,"20,936"
WA17B,300,Neoplasm Related Admission with CC Score 2,"55,664","10,978",.,"1,814","3,594",.,"10,304",.,752,.,.,.,.,.,.,"2,882","85,988"
WA17B,301,Neoplasm Related Admission with CC Score 2,.,"1,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,869"
WA17B,340,Neoplasm Related Admission with CC Score 2,.,.,762,.,.,.,.,.,.,.,.,.,.,.,.,.,762
WA17B,370,Neoplasm Related Admission with CC Score 2,.,.,"20,986",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,986"
WA17B,430,Neoplasm Related Admission with CC Score 2,"11,050","8,149","3,547",.,"7,613",.,.,.,.,.,.,.,.,.,.,.,"30,359"
WA17B,502,Neoplasm Related Admission with CC Score 2,.,"6,702","15,119",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,821"
WA17C,100,Neoplasm Related Admission with CC Score 1,"10,619","6,327",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,946"
WA17C,101,Neoplasm Related Admission with CC Score 1,.,.,.,.,"7,161",.,.,.,.,.,.,.,.,.,.,.,"7,161"
WA17C,300,Neoplasm Related Admission with CC Score 1,"12,711",813,"1,933",.,.,.,.,.,"3,629",.,.,.,.,.,.,"6,043","25,128"
WA17C,370,Neoplasm Related Admission with CC Score 1,.,.,"35,370",.,.,.,.,.,.,.,.,.,.,.,.,.,"35,370"
WA17C,430,Neoplasm Related Admission with CC Score 1,.,"5,186","2,785",.,.,.,.,.,.,.,"4,003",.,.,.,.,"3,581","15,555"
WA17C,502,Neoplasm Related Admission with CC Score 1,.,"6,386",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,386"
WA17D,100,Neoplasm Related Admission with CC Score 0,"5,939","8,587",.,.,"11,390",.,.,.,.,.,"4,028","8,116",.,.,.,"1,801","39,861"
WA17D,180,Neoplasm Related Admission with CC Score 0,.,"1,827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,827"
WA17D,300,Neoplasm Related Admission with CC Score 0,"18,847","3,659","12,558","4,370",.,"1,808",.,.,.,.,.,.,.,.,.,"8,523","49,765"
WA17D,303,Neoplasm Related Admission with CC Score 0,.,.,"3,921",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,921"
WA17D,320,Neoplasm Related Admission with CC Score 0,"4,822",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,822"
WA17D,370,Neoplasm Related Admission with CC Score 0,.,.,"36,654",.,.,.,.,.,.,.,.,.,.,.,.,.,"36,654"
WA17D,430,Neoplasm Related Admission with CC Score 0,"5,157",.,"2,141",.,.,"2,462",.,.,.,.,"2,444",.,.,.,.,.,"12,203"
WA17D,502,Neoplasm Related Admission with CC Score 0,.,.,"8,040",.,"1,459",.,.,.,.,.,.,.,.,.,.,"2,858","12,357"
WA18A,300,"Admission for Unexplained Symptoms with Interventions, with CC Score 2+","2,630","1,626","11,069","30,390","5,228","18,378",.,.,"1,439",.,.,"1,770",.,.,.,"3,755","76,285"
WA18A,302,"Admission for Unexplained Symptoms with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"6,219",.,.,.,.,"6,219"
WA18B,100,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,.,.,.,"2,282","6,625",.,.,.,.,.,"1,128",.,.,.,.,"10,035"
WA18B,300,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1","4,925","1,626",.,"8,252",980,"2,109",.,.,"3,693",.,"2,375","7,676",.,"1,370",.,"6,130","39,137"
WA18B,301,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,"5,607",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,607"
WA18B,320,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,198","6,198"
WA18B,430,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1","2,578",.,"3,500",.,.,"2,462",.,.,.,.,.,.,.,.,.,.,"8,540"
WA18C,300,"Admission for Unexplained Symptoms without Interventions, with CC Score 5+","4,383",.,"4,226","30,390",.,.,.,.,.,.,.,.,.,"24,103",.,"10,637","73,739"
WA18C,430,"Admission for Unexplained Symptoms without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,"15,824",.,.,"26,872",.,.,.,"42,696"
WA18D,100,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4","14,162","5,423",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,585"
WA18D,300,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4","12,711","18,704","3,462","19,957","20,912",.,.,.,"10,146",.,"3,359","8,095",.,"15,567",.,"12,104","125,017"
WA18D,303,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4","17,205","4,286",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,491"
WA18D,320,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4",.,.,.,"10,392",.,.,.,.,.,.,.,.,.,.,.,.,"10,392"
