Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Dec-2014,South Eastern,Dermatology,Acute Services,75,57,2,0,0,,,--,--,--,--,--,134,,
31-Dec-2014,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Dec-2014,South Eastern,Neurology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Dec-2014,South Eastern,Rheumatology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
31-Dec-2014,South Eastern,Geriatric Medicine,Elderly Care,5,1,0,0,0,,,--,--,--,--,--,6,,
31-Dec-2014,South Eastern,Gynaecology,Acute Services,89,58,38,5,19,,,--,--,--,--,--,209,,
31-Dec-2014,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
31-Dec-2014,Southern,General Surgery,Acute Services,843,702,489,139,148,,,--,--,--,--,--,"2,321",,
31-Dec-2014,Southern,Urology,Acute Services,152,133,98,17,90,,,--,--,--,--,--,490,,
31-Dec-2014,Southern,T & O Surgery,Acute Services,85,103,88,32,203,,,--,--,--,--,--,511,,
31-Dec-2014,Southern,ENT,Acute Services,196,139,20,1,0,,,--,--,--,--,--,356,,
31-Dec-2014,Southern,Ophthalmology,Acute Services,69,71,7,0,3,,,--,--,--,--,--,150,,
31-Dec-2014,Southern,Oral Surgery,Acute Services,18,14,13,5,13,,,--,--,--,--,--,63,,
31-Dec-2014,Southern,Pain Management,Acute Services,63,139,134,51,147,,,--,--,--,--,--,534,,
31-Dec-2014,Southern,General Medicine,Acute Services,1,4,9,0,1,,,--,--,--,--,--,15,,
31-Dec-2014,Southern,Gastroenterology,Acute Services,296,222,100,2,3,,,--,--,--,--,--,623,,
31-Dec-2014,Southern,Haematology (Clinical),Acute Services,41,2,0,0,0,,,--,--,--,--,--,43,,
31-Dec-2014,Southern,Cardiology,Acute Services,221,239,88,3,0,,,--,--,--,--,--,551,,
31-Dec-2014,Southern,Dermatology,Acute Services,134,121,16,0,0,,,--,--,--,--,--,271,,
31-Dec-2014,Southern,Thoracic Medicine,Acute Services,20,0,0,0,0,,,--,--,--,--,--,20,,
31-Dec-2014,Southern,Medical Oncology,Acute Services,6,1,0,0,0,,,--,--,--,--,--,7,,
31-Dec-2014,Southern,Neurology,Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,,
31-Dec-2014,Southern,Rheumatology,Acute Services,92,94,25,2,0,,,--,--,--,--,--,213,,
31-Dec-2014,Southern,Gynaecology,Acute Services,97,57,1,0,0,,,--,--,--,--,--,155,,
31-Dec-2014,Southern,GP Other,Acute Services,83,18,0,0,0,,,--,--,--,--,--,101,,
31-Dec-2014,Southern,Clinical Oncology,Acute Services,31,8,1,0,0,,,--,--,--,--,--,40,,
31-Dec-2014,Southern,Other,Acute Services,34,70,31,2,1,,,--,--,--,--,--,138,,
31-Dec-2014,Western,General Surgery,Acute Services,442,426,364,70,136,,,--,--,--,--,--,"1,438",,
31-Dec-2014,Western,Urology,Acute Services,165,178,56,1,1,,,--,--,--,--,--,401,,
31-Dec-2014,Western,T & O Surgery,Acute Services,162,196,198,93,305,,,--,--,--,--,--,954,,
31-Dec-2014,Western,ENT,Acute Services,58,60,61,19,13,,,--,--,--,--,--,211,,
31-Dec-2014,Western,Ophthalmology,Acute Services,412,395,137,12,3,,,--,--,--,--,--,959,,
31-Dec-2014,Western,Oral Surgery,Acute Services,137,43,30,19,1,,,--,--,--,--,--,230,,
31-Dec-2014,Western,Pain Management,Acute Services,76,126,94,29,0,,,--,--,--,--,--,325,,
31-Dec-2014,Western,General Medicine,Acute Services,813,229,1,0,0,,,--,--,--,--,--,"1,043",,
31-Dec-2014,Western,Cardiology,Acute Services,34,43,2,0,0,,,--,--,--,--,--,79,,
31-Dec-2014,Western,Gynaecology,Acute Services,124,131,88,12,12,,,--,--,--,--,--,367,,
31-Dec-2014,Western,GP Other,Acute Services,77,1,0,0,0,,,--,--,--,--,--,78,,
31-Mar-2015,Belfast,Cardiac Surgery,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2015,Belfast,Cardiology,Acute Services,139,108,64,21,15,,,--,--,--,--,--,347,,
31-Mar-2015,Belfast,Dermatology,Acute Services,34,15,24,18,7,,,--,--,--,--,--,98,,
31-Mar-2015,Belfast,Endocrinology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
31-Mar-2015,Belfast,ENT,Acute Services,234,199,217,126,419,,,--,--,--,--,--,1195,,
31-Mar-2015,Belfast,Gastroenterology,Acute Services,648,458,374,91,47,,,--,--,--,--,--,1618,,
31-Mar-2015,Belfast,General Medicine,Acute Services,7,5,7,1,0,,,--,--,--,--,--,20,,
31-Mar-2015,Belfast,General Surgery,Acute Services,512,498,455,238,1033,,,--,--,--,--,--,2736,,
31-Mar-2015,Belfast,GP Other,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
31-Mar-2015,Belfast,Gynaecology,Acute Services,171,199,183,69,77,,,--,--,--,--,--,699,,
31-Mar-2015,Belfast,Nephrology,Acute Services,24,2,0,0,0,,,--,--,--,--,--,26,,
31-Mar-2015,Belfast,Neurology,Acute Services,28,4,0,1,0,,,--,--,--,--,--,33,,
31-Mar-2015,Belfast,Neurosurgery,Acute Services,13,18,9,2,17,,,--,--,--,--,--,59,,
31-Mar-2015,Belfast,Ophthalmology,Acute Services,821,772,430,232,360,,,--,--,--,--,--,2615,,
31-Mar-2015,Belfast,Oral Surgery,Acute Services,117,112,81,22,4,,,--,--,--,--,--,336,,
31-Mar-2015,Belfast,Paediatric Dentistry,Acute Services,55,30,17,1,3,,,--,--,--,--,--,106,,
31-Mar-2015,Belfast,Paediatric Surgery,Acute Services,18,75,102,61,74,,,--,--,--,--,--,330,,
31-Mar-2015,Belfast,Paediatrics,Acute Services,22,53,63,34,30,,,--,--,--,--,--,202,,
31-Mar-2015,Belfast,Pain Management,Acute Services,149,231,222,146,536,,,--,--,--,--,--,1284,,
31-Mar-2015,Belfast,Plastic Surgery,Acute Services,55,52,54,36,115,,,--,--,--,--,--,312,,
31-Mar-2015,Belfast,Radiology,Acute Services,15,19,15,4,1,,,--,--,--,--,--,54,,
31-Mar-2015,Belfast,Restorative Dentistry,Acute Services,36,17,11,2,11,,,--,--,--,--,--,77,,
31-Mar-2015,Belfast,Rheumatology,Acute Services,2,0,0,1,9,,,--,--,--,--,--,12,,
31-Mar-2015,Belfast,T & O Surgery,Acute Services,95,283,253,119,194,,,--,--,--,--,--,944,,
31-Mar-2015,Belfast,Thoracic Medicine,Acute Services,1,1,0,0,0,,,--,--,--,--,--,2,,
31-Mar-2015,Belfast,Thoracic Surgery,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2015,Belfast,Urology,Acute Services,667,239,202,134,917,,,--,--,--,--,--,2159,,
31-Mar-2015,Northern,Cardiology,Acute Services,90,77,76,0,0,,,--,--,--,--,--,243,,
31-Mar-2015,Northern,Dermatology,Acute Services,65,23,0,0,0,,,--,--,--,--,--,88,,
31-Mar-2015,Northern,ENT,Acute Services,143,67,79,11,26,,,--,--,--,--,--,326,,
31-Mar-2015,Northern,Gastroenterology,Acute Services,679,257,1,0,0,,,--,--,--,--,--,937,,
31-Mar-2015,Northern,General Surgery,Acute Services,875,373,100,52,18,,,--,--,--,--,--,1418,,
31-Mar-2015,Northern,GP Other,Acute Services,129,130,71,12,1,,,--,--,--,--,--,343,,
31-Mar-2015,Northern,Gynaecology,Acute Services,178,160,84,35,24,,,--,--,--,--,--,481,,
31-Mar-2015,Northern,Pain Management,Acute Services,115,103,86,31,44,,,--,--,--,--,--,379,,
31-Mar-2015,Northern,Thoracic Medicine,Acute Services,5,1,0,0,0,,,--,--,--,--,--,6,,
31-Mar-2015,Northern,Urology,Acute Services,237,66,63,42,15,,,--,--,--,--,--,423,,
31-Mar-2015,South Eastern,Cardiology,Acute Services,120,37,16,1,0,,,--,--,--,--,--,174,,
31-Mar-2015,South Eastern,Clinical Oncology,Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,,
31-Mar-2015,South Eastern,Dermatology,Acute Services,93,44,2,0,0,,,--,--,--,--,--,139,,
31-Mar-2015,South Eastern,ENT,Acute Services,61,31,18,5,15,,,--,--,--,--,--,130,,
31-Mar-2015,South Eastern,Gastroenterology,Acute Services,18,9,12,6,1,,,--,--,--,--,--,46,,
31-Mar-2015,South Eastern,General Medicine,Acute Services,431,229,235,102,154,,,--,--,--,--,--,1151,,
31-Mar-2015,South Eastern,General Surgery,Acute Services,542,449,344,121,164,,,--,--,--,--,--,1620,,
31-Mar-2015,South Eastern,Geriatric Medicine,Elderly Care,12,0,0,0,0,,,--,--,--,--,--,12,,
31-Mar-2015,South Eastern,Gynaecology,Acute Services,97,59,18,6,28,,,--,--,--,--,--,208,,
31-Mar-2015,South Eastern,Haematology (Clinical),Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2015,South Eastern,Neurology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2015,South Eastern,Ophthalmology,Acute Services,162,181,44,2,64,,,--,--,--,--,--,453,,
31-Mar-2015,South Eastern,Oral Surgery,Acute Services,25,20,21,9,40,,,--,--,--,--,--,115,,
31-Mar-2015,South Eastern,Paediatric Surgery,Acute Services,14,37,24,5,37,,,--,--,--,--,--,117,,
31-Mar-2015,South Eastern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
31-Mar-2015,South Eastern,Pain Management,Acute Services,36,31,0,0,0,,,--,--,--,--,--,67,,
31-Mar-2015,South Eastern,Plastic Surgery,Acute Services,145,125,97,77,245,,,--,--,--,--,--,689,,
31-Mar-2015,South Eastern,Rheumatology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
31-Mar-2015,South Eastern,T & O Surgery,Acute Services,3,4,1,0,0,,,--,--,--,--,--,8,,
31-Mar-2015,South Eastern,Urology,Acute Services,216,147,41,21,104,,,--,--,--,--,--,529,,
31-Mar-2015,Southern,Cardiology,Acute Services,206,277,206,26,1,,,--,--,--,--,--,716,,
31-Mar-2015,Southern,Clinical Oncology,Acute Services,17,0,0,0,0,,,--,--,--,--,--,17,,
31-Mar-2015,Southern,Dermatology,Acute Services,127,125,20,0,0,,,--,--,--,--,--,272,,
31-Mar-2015,Southern,ENT,Acute Services,215,93,5,0,0,,,--,--,--,--,--,313,,
31-Mar-2015,Southern,Gastroenterology,Acute Services,379,261,10,3,1,,,--,--,--,--,--,654,,
31-Mar-2015,Southern,General Medicine,Acute Services,5,1,0,0,0,,,--,--,--,--,--,6,,
31-Mar-2015,Southern,General Surgery,Acute Services,857,698,214,61,223,,,--,--,--,--,--,2053,,
31-Mar-2015,Southern,GP Other,Acute Services,85,14,1,0,1,,,--,--,--,--,--,101,,
31-Mar-2015,Southern,Gynaecology,Acute Services,106,22,0,0,0,,,--,--,--,--,--,128,,
31-Mar-2015,Southern,Haematology (Clinical),Acute Services,21,1,0,0,0,,,--,--,--,--,--,22,,
31-Mar-2015,Southern,Medical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
31-Mar-2015,Southern,Neurology,Acute Services,7,2,0,0,0,,,--,--,--,--,--,9,,
31-Mar-2015,Southern,Ophthalmology,Acute Services,78,38,0,0,0,,,--,--,--,--,--,116,,
31-Mar-2015,Southern,Oral Surgery,Acute Services,6,15,13,5,8,,,--,--,--,--,--,47,,
31-Mar-2015,Southern,Other,Acute Services,48,88,12,0,1,,,--,--,--,--,--,149,,
31-Mar-2015,Southern,Pain Management,Acute Services,63,104,107,84,192,,,--,--,--,--,--,550,,
31-Mar-2015,Southern,Rheumatology,Acute Services,98,133,25,0,0,,,--,--,--,--,--,256,,
31-Mar-2015,Southern,T & O Surgery,Acute Services,116,89,90,33,134,,,--,--,--,--,--,462,,
31-Mar-2015,Southern,Thoracic Medicine,Acute Services,12,1,0,0,0,,,--,--,--,--,--,13,,
31-Mar-2015,Southern,Urology,Acute Services,117,133,76,35,74,,,--,--,--,--,--,435,,
31-Mar-2015,Western,Cardiology,Acute Services,59,52,5,0,0,,,--,--,--,--,--,116,,
31-Mar-2015,Western,ENT,Acute Services,87,82,49,20,26,,,--,--,--,--,--,264,,
31-Mar-2015,Western,General Medicine,Acute Services,891,211,0,0,0,,,--,--,--,--,--,1102,,
31-Mar-2015,Western,General Surgery,Acute Services,346,252,235,165,396,,,--,--,--,--,--,1394,,
31-Mar-2015,Western,GP Other,Acute Services,79,22,0,0,0,,,--,--,--,--,--,101,,
31-Mar-2015,Western,Gynaecology,Acute Services,155,136,82,33,9,,,--,--,--,--,--,415,,
31-Mar-2015,Western,Ophthalmology,Acute Services,412,440,159,31,8,,,--,--,--,--,--,1050,,
31-Mar-2015,Western,Oral Surgery,Acute Services,126,89,29,8,48,,,--,--,--,--,--,300,,
31-Mar-2015,Western,Pain Management,Acute Services,111,107,107,27,1,,,--,--,--,--,--,353,,
31-Mar-2015,Western,T & O Surgery,Acute Services,157,166,204,130,486,,,--,--,--,--,--,1143,,
31-Mar-2015,Western,Urology,Acute Services,170,97,75,35,7,,,--,--,--,--,--,384,,
30-Jun-2015,Belfast,General Surgery,Acute Services,584,485,445,169,1089,,,--,--,--,--,--,2772,,
30-Jun-2015,Belfast,Urology,Acute Services,740,208,215,110,1063,,,--,--,--,--,--,2336,,
30-Jun-2015,Belfast,T & O Surgery,Acute Services,70,242,208,116,307,,,--,--,--,--,--,943,,
30-Jun-2015,Belfast,ENT,Acute Services,232,196,211,93,532,,,--,--,--,--,--,1264,,
30-Jun-2015,Belfast,Ophthalmology,Acute Services,706,752,492,109,303,,,--,--,--,--,--,2362,,
30-Jun-2015,Belfast,Oral Surgery,Acute Services,104,109,98,46,14,,,--,--,--,--,--,371,,
30-Jun-2015,Belfast,Restorative Dentistry,Acute Services,36,30,6,4,11,,,--,--,--,--,--,87,,
30-Jun-2015,Belfast,Paediatric Dentistry,Acute Services,58,33,22,6,4,,,--,--,--,--,--,123,,
30-Jun-2015,Belfast,Neurosurgery,Acute Services,22,24,6,5,3,,,--,--,--,--,--,60,,
30-Jun-2015,Belfast,Plastic Surgery,Acute Services,86,58,48,25,104,,,--,--,--,--,--,321,,
30-Jun-2015,Belfast,Paediatric Surgery,Acute Services,39,82,117,54,128,,,--,--,--,--,--,420,,
30-Jun-2015,Belfast,Anaesthetics,Acute Services,28,18,18,9,87,,,--,--,--,--,--,160,,
30-Jun-2015,Belfast,Pain Management,Acute Services,141,164,168,86,464,,,--,--,--,--,--,1023,,
30-Jun-2015,Belfast,General Medicine,Acute Services,3,0,4,0,3,,,--,--,--,--,--,10,,
30-Jun-2015,Belfast,Gastroenterology,Acute Services,543,550,505,125,56,,,--,--,--,--,--,1779,,
30-Jun-2015,Belfast,Endocrinology,Acute Services,5,1,0,0,0,,,--,--,--,--,--,6,,
30-Jun-2015,Belfast,Cardiology,Acute Services,137,95,56,16,31,,,--,--,--,--,--,335,,
30-Jun-2015,Belfast,Dermatology,Acute Services,23,22,25,13,19,,,--,--,--,--,--,102,,
30-Jun-2015,Belfast,Thoracic Medicine,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2015,Belfast,Nephrology,Acute Services,32,3,0,0,0,,,--,--,--,--,--,35,,
30-Jun-2015,Belfast,Neurology,Acute Services,36,11,2,0,0,,,--,--,--,--,--,49,,
30-Jun-2015,Belfast,Rheumatology,Acute Services,0,3,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2015,Belfast,Paediatrics,Acute Services,4,25,65,32,44,,,--,--,--,--,--,170,,
30-Jun-2015,Belfast,Gynaecology,Acute Services,223,231,186,68,107,,,--,--,--,--,--,815,,
30-Jun-2015,Belfast,GP Other,Acute Services,0,3,1,0,0,,,--,--,--,--,--,4,,
30-Jun-2015,Belfast,Radiology,Acute Services,13,7,11,8,9,,,--,--,--,--,--,48,,
30-Jun-2015,Northern,General Surgery,Acute Services,929,460,256,24,27,,,--,--,--,--,--,1696,,
30-Jun-2015,Northern,Urology,Acute Services,187,158,116,23,28,,,--,--,--,--,--,512,,
30-Jun-2015,Northern,ENT,Acute Services,119,84,38,6,15,,,--,--,--,--,--,262,,
30-Jun-2015,Northern,Pain Management,Acute Services,102,149,110,22,13,,,--,--,--,--,--,396,,
30-Jun-2015,Northern,Gastroenterology,Acute Services,651,558,199,0,1,,,--,--,--,--,--,1409,,
30-Jun-2015,Northern,Cardiology,Acute Services,78,94,66,5,0,,,--,--,--,--,--,243,,
30-Jun-2015,Northern,Dermatology,Acute Services,102,17,0,0,0,,,--,--,--,--,--,119,,
30-Jun-2015,Northern,Thoracic Medicine,Acute Services,14,0,0,0,0,,,--,--,--,--,--,14,,
30-Jun-2015,Northern,Gynaecology,Acute Services,258,144,54,18,9,,,--,--,--,--,--,483,,
30-Jun-2015,Northern,GP Other,Acute Services,125,92,97,7,4,,,--,--,--,--,--,325,,
30-Jun-2015,South Eastern,General Surgery,Acute Services,559,414,355,201,405,,,--,--,--,--,--,1934,,
30-Jun-2015,South Eastern,Urology,Acute Services,252,155,39,26,81,,,--,--,--,--,--,553,,
30-Jun-2015,South Eastern,T & O Surgery,Acute Services,5,1,0,1,0,,,--,--,--,--,--,7,,
30-Jun-2015,South Eastern,ENT,Acute Services,57,25,12,11,12,,,--,--,--,--,--,117,,
30-Jun-2015,South Eastern,Ophthalmology,Acute Services,180,131,90,29,3,,,--,--,--,--,--,433,,
30-Jun-2015,South Eastern,Oral Surgery,Acute Services,23,19,10,4,30,,,--,--,--,--,--,86,,
30-Jun-2015,South Eastern,Plastic Surgery,Acute Services,219,130,92,50,345,,,--,--,--,--,--,836,,
30-Jun-2015,South Eastern,Paediatric Surgery,Acute Services,23,49,30,13,14,,,--,--,--,--,--,129,,
30-Jun-2015,South Eastern,Pain Management,Acute Services,44,47,11,4,0,,,--,--,--,--,--,106,,
30-Jun-2015,South Eastern,General Medicine,Acute Services,439,258,206,99,345,,,--,--,--,--,--,1347,,
30-Jun-2015,South Eastern,Gastroenterology,Acute Services,30,21,10,4,18,,,--,--,--,--,--,83,,
30-Jun-2015,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,0,,,--,--,--,--,--,5,,
30-Jun-2015,South Eastern,Cardiology,Acute Services,114,83,18,0,0,,,--,--,--,--,--,215,,
30-Jun-2015,South Eastern,Dermatology,Acute Services,81,41,1,0,0,,,--,--,--,--,--,123,,
30-Jun-2015,South Eastern,Thoracic Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,,
30-Jun-2015,South Eastern,Nephrology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Jun-2015,South Eastern,Rheumatology,Acute Services,3,0,0,0,0,,,--,--,--,--,--,3,,
30-Jun-2015,South Eastern,Geriatric Medicine,Elderly Care,6,0,0,0,0,,,--,--,--,--,--,6,,
30-Jun-2015,South Eastern,Gynaecology,Acute Services,134,54,28,14,8,,,--,--,--,--,--,238,,
30-Jun-2015,South Eastern,Clinical Oncology,Acute Services,9,0,0,0,0,,,--,--,--,--,--,9,,
30-Jun-2015,Southern,General Surgery,Acute Services,962,503,328,169,185,,,--,--,--,--,--,2147,,
30-Jun-2015,Southern,Urology,Acute Services,120,113,87,19,60,,,--,--,--,--,--,399,,
30-Jun-2015,Southern,T & O Surgery,Acute Services,120,117,99,24,143,,,--,--,--,--,--,503,,
30-Jun-2015,Southern,ENT,Acute Services,238,115,13,0,0,,,--,--,--,--,--,366,,
30-Jun-2015,Southern,Ophthalmology,Acute Services,89,54,10,0,0,,,--,--,--,--,--,153,,
30-Jun-2015,Southern,Oral Surgery,Acute Services,5,15,7,1,7,,,--,--,--,--,--,35,,
30-Jun-2015,Southern,Pain Management,Acute Services,62,92,103,72,298,,,--,--,--,--,--,627,,
30-Jun-2015,Southern,General Medicine,Acute Services,2,0,2,0,0,,,--,--,--,--,--,4,,
30-Jun-2015,Southern,Gastroenterology,Acute Services,415,186,153,49,3,,,--,--,--,--,--,806,,
30-Jun-2015,Southern,Haematology (Clinical),Acute Services,11,2,1,0,0,,,--,--,--,--,--,14,,
30-Jun-2015,Southern,Cardiology,Acute Services,212,195,194,70,50,,,--,--,--,--,--,721,,
30-Jun-2015,Southern,Dermatology,Acute Services,157,106,85,0,0,,,--,--,--,--,--,348,,
30-Jun-2015,Southern,Thoracic Medicine,Acute Services,19,1,0,0,0,,,--,--,--,--,--,20,,
30-Jun-2015,Southern,Medical Oncology,Acute Services,9,2,0,0,0,,,--,--,--,--,--,11,,
30-Jun-2015,Southern,Neurology,Acute Services,7,3,0,0,0,,,--,--,--,--,--,10,,
30-Jun-2015,Southern,Rheumatology,Acute Services,127,119,41,2,0,,,--,--,--,--,--,289,,
30-Jun-2015,Southern,Gynaecology,Acute Services,173,39,0,0,0,,,--,--,--,--,--,212,,
30-Jun-2015,Southern,GP Other,Acute Services,93,10,0,0,0,,,--,--,--,--,--,103,,
30-Jun-2015,Southern,Clinical Oncology,Acute Services,26,1,0,0,0,,,--,--,--,--,--,27,,
30-Jun-2015,Southern,Other,Acute Services,46,74,9,0,0,,,--,--,--,--,--,129,,
30-Jun-2015,Western,General Surgery,Acute Services,349,300,140,87,427,,,--,--,--,--,--,1303,,
30-Jun-2015,Western,Urology,Acute Services,201,109,77,53,81,,,--,--,--,--,--,521,,
30-Jun-2015,Western,T & O Surgery,Acute Services,137,170,147,85,543,,,--,--,--,--,--,1082,,
30-Jun-2015,Western,ENT,Acute Services,59,88,93,35,23,,,--,--,--,--,--,298,,
30-Jun-2015,Western,Ophthalmology,Acute Services,434,361,181,27,8,,,--,--,--,--,--,1011,,
30-Jun-2015,Western,Oral Surgery,Acute Services,177,47,7,8,25,,,--,--,--,--,--,264,,
30-Jun-2015,Western,Pain Management,Acute Services,84,126,87,68,22,,,--,--,--,--,--,387,,
30-Jun-2015,Western,General Medicine,Acute Services,913,287,14,0,0,,,--,--,--,--,--,1214,,
30-Jun-2015,Western,Cardiology,Acute Services,45,55,11,1,0,,,--,--,--,--,--,112,,
30-Jun-2015,Western,Gynaecology,Acute Services,131,115,82,36,31,,,--,--,--,--,--,395,,
30-Jun-2015,Western,GP Other,Acute Services,112,29,2,0,0,,,--,--,--,--,--,143,,
30-Sep-2015,Belfast,Anaesthetics,Acute Services,19,16,28,11,77,,,--,--,--,--,--,151,,
30-Sep-2015,Belfast,Cardiac Surgery,Acute Services,0,3,0,0,0,,,--,--,--,--,--,3,,
30-Sep-2015,Belfast,Cardiology,Acute Services,134,105,70,19,40,,,--,--,--,--,--,368,,
30-Sep-2015,Belfast,Dermatology,Acute Services,15,34,28,11,40,,,--,--,--,--,--,128,,
30-Sep-2015,Belfast,Endocrinology,Acute Services,3,1,1,0,0,,,--,--,--,--,--,5,,
30-Sep-2015,Belfast,ENT,Acute Services,193,178,205,96,687,,,--,--,--,--,--,1359,,
30-Sep-2015,Belfast,Gastroenterology,Acute Services,687,425,476,173,203,,,--,--,--,--,--,1964,,
30-Sep-2015,Belfast,General Medicine,Acute Services,5,5,6,0,1,,,--,--,--,--,--,17,,
30-Sep-2015,Belfast,General Surgery,Acute Services,552,441,480,203,1209,,,--,--,--,--,--,2885,,
30-Sep-2015,Belfast,GP Other,Acute Services,0,0,0,2,0,,,--,--,--,--,--,2,,
30-Sep-2015,Belfast,Gynaecology,Acute Services,245,205,166,97,134,,,--,--,--,--,--,847,,
30-Sep-2015,Belfast,Nephrology,Acute Services,16,7,4,0,0,,,--,--,--,--,--,27,,
30-Sep-2015,Belfast,Neurology,Acute Services,56,23,4,1,0,,,--,--,--,--,--,84,,
30-Sep-2015,Belfast,Neurosurgery,Acute Services,22,16,10,4,4,,,--,--,--,--,--,56,,
30-Sep-2015,Belfast,Ophthalmology,Acute Services,789,677,531,111,376,,,--,--,--,--,--,2484,,
30-Sep-2015,Belfast,Oral Surgery,Acute Services,108,103,102,34,14,,,--,--,--,--,--,361,,
30-Sep-2015,Belfast,Paediatric Dentistry,Acute Services,70,54,45,8,5,,,--,--,--,--,--,182,,
30-Sep-2015,Belfast,Paediatric Surgery,Acute Services,79,66,105,63,243,,,--,--,--,--,--,556,,
30-Sep-2015,Belfast,Paediatrics,Acute Services,52,43,24,11,36,,,--,--,--,--,--,166,,
30-Sep-2015,Belfast,Pain Management,Acute Services,179,183,180,67,494,,,--,--,--,--,--,1103,,
30-Sep-2015,Belfast,Plastic Surgery,Acute Services,75,39,75,23,114,,,--,--,--,--,--,326,,
30-Sep-2015,Belfast,Radiology,Acute Services,21,1,11,2,5,,,--,--,--,--,--,40,,
30-Sep-2015,Belfast,Restorative Dentistry,Acute Services,51,14,11,4,12,,,--,--,--,--,--,92,,
30-Sep-2015,Belfast,Rheumatology,Acute Services,2,0,0,0,0,,,--,--,--,--,--,2,,
30-Sep-2015,Belfast,T & O Surgery,Acute Services,51,297,247,93,351,,,--,--,--,--,--,1039,,
30-Sep-2015,Belfast,Thoracic Medicine,Acute Services,1,1,0,0,0,,,--,--,--,--,--,2,,
30-Sep-2015,Belfast,Urology,Acute Services,682,201,212,88,1148,,,--,--,--,--,--,2331,,
30-Sep-2015,Northern,Cardiology,Acute Services,102,74,57,13,1,,,--,--,--,--,--,247,,
30-Sep-2015,Northern,Dermatology,Acute Services,102,42,1,0,0,,,--,--,--,--,--,145,,
30-Sep-2015,Northern,ENT,Acute Services,106,65,31,14,4,,,--,--,--,--,--,220,,
30-Sep-2015,Northern,Gastroenterology,Acute Services,775,577,218,1,0,,,--,--,--,--,--,1571,,
30-Sep-2015,Northern,General Medicine,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,,
30-Sep-2015,Northern,General Surgery,Acute Services,903,583,287,26,23,,,--,--,--,--,--,1822,,
30-Sep-2015,Northern,GP Other,Acute Services,115,138,60,7,6,,,--,--,--,--,--,326,,
30-Sep-2015,Northern,Gynaecology,Acute Services,267,126,102,17,11,,,--,--,--,--,--,523,,
30-Sep-2015,Northern,Pain Management,Acute Services,128,125,128,61,10,,,--,--,--,--,--,452,,
30-Sep-2015,Northern,Thoracic Medicine,Acute Services,13,0,0,0,0,,,--,--,--,--,--,13,,
30-Sep-2015,Northern,Urology,Acute Services,239,114,110,48,72,,,--,--,--,--,--,583,,
30-Sep-2015,South Eastern,Cardiology,Acute Services,71,54,29,9,3,,,--,--,--,--,--,166,,
30-Sep-2015,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,,
30-Sep-2015,South Eastern,Dermatology,Acute Services,65,47,2,0,0,,,--,--,--,--,--,114,,
30-Sep-2015,South Eastern,ENT,Acute Services,64,20,6,7,12,,,--,--,--,--,--,109,,
30-Sep-2015,South Eastern,Gastroenterology,Acute Services,6,5,8,16,18,,,--,--,--,--,--,53,,
30-Sep-2015,South Eastern,General Medicine,Acute Services,455,192,176,94,505,,,--,--,--,--,--,1422,,
