HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
PN49B,823,Paediatric Coagulation Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PP64A,370,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PP64A,420,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,809,.,.,.,.,.,.,.,.,.,.,.,.,809
PP64B,130,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,.,466
PP64B,410,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PP64B,420,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,402
PR01A,110,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR01B,110,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR01B,410,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PR01C,110,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,290,.,.,.,432,.,.,.,.,.,295
PR01C,130,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PR01C,150,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PR01C,400,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
PR01C,420,Paediatric Nervous System Disorders with CC Score 2-4,430,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,479
PR01C,823,Paediatric Nervous System Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PR01D,110,Paediatric Nervous System Disorders with CC Score 1,410,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,278
PR01D,150,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,571,.,.,.,.,.,571
PR01D,300,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,136,.,.,.,.,.,136
PR01D,370,Paediatric Nervous System Disorders with CC Score 1,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
PR01D,400,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,233,.,.,.,.,.,233
PR01D,420,Paediatric Nervous System Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,.,.,535
PR01E,110,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,279,.,.,.,.,.,.,.,.,.,279
PR01E,130,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PR01E,150,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,558,.,.,.,.,.,558
PR01E,171,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,.,628
PR01E,400,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,240,.,.,.,.,.,240
PR01E,410,Paediatric Nervous System Disorders with CC Score 0,.,.,.,.,.,.,.,.,180,.,.,.,.,.,.,.,.,.,180
PR01E,420,Paediatric Nervous System Disorders with CC Score 0,436,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,446
PR02C,420,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR03A,420,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PR03B,150,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,520,.,.,.,.,.,520
PR03B,300,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
PR03B,420,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,509
PR03C,420,Paediatric Febrile Convulsions with CC Score 0,507,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,.,.,606
PR04B,420,"Paediatric Headaches or Migraines, with CC Score 1-3",661,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,.,.,671
PR04B,823,"Paediatric Headaches or Migraines, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PR04C,130,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PR04C,400,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,527,.,.,.,.,.,.,.,.,.,.,.,.,527
PR04C,420,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,809,.,.,.,.,.,.,723,472,.,.,.,.,590
PR05A,110,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR05B,420,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR07A,370,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PR07B,823,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PT52A,420,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PT52B,420,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,361
PT53B,420,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PV08B,110,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",410,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PV32B,370,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PV32B,823,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,311,.,.,.,434,.,373
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW16C,420,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,771,.,.,.,.,.,771
PW16D,420,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW16E,420,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW17A,361,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PW17B,370,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PW17B,420,Paediatric Intermediate Infections with CC Score 3-5,430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,430,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,.,.,555
PW17D,100,Paediatric Intermediate Infections with CC Score 0,360,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,360
PW17D,120,Paediatric Intermediate Infections with CC Score 0,.,331,.,.,.,275,.,.,.,.,.,.,.,.,.,.,.,.,303
PW17D,420,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW18C,420,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW19B,420,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW19C,420,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW20B,823,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PW20C,420,Paediatric Fever Unspecified with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,535
PX22B,320,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PX22B,420,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PX29A,301,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,430,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,463
PX29B,823,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PX29C,100,Paediatric Abdominal Pain with CC Score 0,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
PX29C,301,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PX29C,420,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PX30C,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,136,.,.,.,.,.,136
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,545,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,333,.,445
PX50C,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",545,.,.,.,.,809,.,.,.,.,.,.,.,472,.,.,333,.,438
PX55Z,420,Paediatric Respite Care,430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430
PX56A,370,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PX56B,160,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,380,.,.,.,.,.,380
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,488
PX57A,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PX57A,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,748,.,.,.,333,.,609
PX57B,110,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PX57B,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,311,.,.,.,.,.,311
PX57B,130,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452
PX57B,150,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PX57B,300,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
PX57B,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,148,.,.,.,.,.,148
PX57B,361,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PX57B,370,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PX57B,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",545,.,.,.,.,.,.,.,.,.,.,.,967,472,.,.,333,.,457
PX57B,823,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,323,.,.,.,.,.,323
PX57C,120,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,275,.,.,.,.,.,.,311,.,.,.,434,.,362
PX57C,130,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",459,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,459
PX57C,150,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PX57C,171,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,158",.,"1,158"
PX57C,300,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",359,.,.,.,.,614,376,.,.,.,.,.,.,.,.,.,700,.,572
PX57C,302,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
PX57C,303,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
PX57C,320,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,347,.,.,.,.,.,347
PX57C,330,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,.,121
PX57C,340,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,236
PX57C,370,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PX57C,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",551,.,.,.,.,809,.,.,.,.,.,.,"1,088",472,.,.,333,.,453
PX57C,421,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,062",.,.,.,.,.,"2,062"
PX57C,823,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PX59A,420,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PX59B,110,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PX59B,420,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PX59C,110,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PX59C,130,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
PX59C,150,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,596,.,.,.,.,.,596
PX59C,171,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PX59C,420,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,333,.,444
PX59D,110,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,"1,428",.,.,.,425,.,.,.,.,.,926
PX59D,150,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,571,.,.,.,.,.,571
PX59D,171,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,.,599
PX59D,420,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,814,472,.,.,333,.,732
PX59D,421,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,941,.,.,.,.,.,941
PX60A,320,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PX60B,110,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,331,.,.,.,.,.,.,.,.,.,331
PX60B,120,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,311,.,.,.,.,.,311
PX60B,420,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PX60C,110,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,275,.,.,.,432,.,.,.,.,.,353
PX60C,171,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,.,628
PX60C,361,Paediatric Other Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PX60C,420,Paediatric Other Congenital Conditions with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,.,.,652
SA01K,303,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,220,.,262,.,.,.,.,.,.,.,.,.,.,.,.,511,.,316
SA02H,303,Coagulation Defect with CC Score 2-4,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,244
SA02J,300,Coagulation Defect with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,043",.,.,.,.,.,"1,043"
SA02J,303,Coagulation Defect with CC Score 0-1,323,.,.,243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,261
SA03G,303,Haemolytic Anaemia with CC Score 3+,.,220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,220
SA03G,370,Haemolytic Anaemia with CC Score 3+,.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
SA03H,303,Haemolytic Anaemia with CC Score 0-2,.,220,.,245,.,.,751,.,.,.,.,.,.,.,.,.,511,.,301
SA04G,430,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA04H,101,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,829,.,829
SA04H,430,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA04J,101,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,829,.,829
SA04J,300,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,.,.,552
SA04J,303,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
SA04J,430,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,764,.,764
SA04K,100,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,"1,017",.,.,.,.,.,.,106,"1,117",512,933,205,771
SA04K,101,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,823,.,823
SA04K,300,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,614,376,.,.,550,.,.,148,.,998,.,696,.,551
SA04K,301,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,362,362
SA04K,303,Iron Deficiency Anaemia with CC Score 2-5,.,220,.,251,.,.,.,.,.,.,.,.,.,.,.,.,511,.,252
SA04K,361,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,529,.,.,688,.,.,.,.,.,.,.,.,.,.,.,671
SA04K,430,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,829,.,829
SA04K,823,Iron Deficiency Anaemia with CC Score 2-5,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA04L,100,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,404,646,.,.,.,.,.,.,.,.,512,935,375,736
SA04L,101,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,820,.,820
SA04L,110,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,261,.,.,.,.,.,.,.,.,.,.,.,.,261
SA04L,300,Iron Deficiency Anaemia with CC Score 0-1,359,.,.,182,.,614,376,.,.,550,.,.,138,.,.,270,699,.,470
SA04L,301,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,243,.,.,.,.,.,.,.,.,.,.,.,.,243
SA04L,303,Iron Deficiency Anaemia with CC Score 0-1,323,220,.,251,314,.,.,.,.,.,.,.,.,.,.,.,511,.,275
SA04L,361,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
SA04L,410,Iron Deficiency Anaemia with CC Score 0-1,.,87,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,158
SA04L,430,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,861,.,861
SA04L,502,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,.,834,.,.,.,.,.,.,.,.,.,"1,233",.,"1,134"
SA04L,823,Iron Deficiency Anaemia with CC Score 0-1,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA05J,300,Megaloblastic Anaemia with CC Score 0-3,344,.,.,.,.,.,.,.,.,.,.,.,136,.,.,.,696,.,380
SA05J,303,Megaloblastic Anaemia with CC Score 0-3,323,220,.,.,314,.,.,.,.,.,.,.,.,.,.,.,.,.,300
SA06H,303,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
SA06J,303,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,241
SA06K,300,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,.,.,614
SA06K,303,Myelodysplastic Syndrome with CC Score 0-1,323,220,.,241,.,.,.,.,.,.,.,.,.,.,.,.,511,.,260
SA06K,823,Myelodysplastic Syndrome with CC Score 0-1,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA07H,303,Myeloproliferative Disorder with CC Score 4-6,.,220,.,246,.,.,.,.,.,.,.,.,.,.,.,.,511,.,314
SA07H,823,Myeloproliferative Disorder with CC Score 4-6,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA07J,100,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205,205
SA07J,300,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,701,.,701
SA07J,303,Myeloproliferative Disorder with CC Score 0-3,323,220,.,250,314,.,.,.,.,.,.,.,.,.,.,.,511,.,337
SA07J,361,Myeloproliferative Disorder with CC Score 0-3,.,.,.,529,.,.,688,.,.,.,.,.,.,.,.,.,.,.,582
SA07J,823,Myeloproliferative Disorder with CC Score 0-3,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA08H,100,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,188
SA08H,303,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,314,.,.,.,.,.,.,.,.,.,.,.,.,.,314
SA08J,100,"Other Haematological or Splenic Disorders, with CC Score 0-2",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
SA08J,303,"Other Haematological or Splenic Disorders, with CC Score 0-2",323,220,.,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,250
SA08J,800,"Other Haematological or Splenic Disorders, with CC Score 0-2",335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
SA09H,430,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA09J,301,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,280,280
SA09J,303,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,511,.,468
SA09J,823,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA09K,100,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,"1,017",.,.,863,.,.,.,.,"1,117",.,933,.,983
SA09K,300,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,376,.,.,.,.,.,137,.,.,.,700,.,211
SA09K,301,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,474,474
SA09K,303,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,247,.,.,.,.,.,.,.,.,.,.,.,.,511,.,432
SA09K,361,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,518,.,.,688,.,.,.,.,.,.,.,.,.,.,.,603
SA09K,430,Other Red Blood Cell Disorders with CC Score 2-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA09K,800,Other Red Blood Cell Disorders with CC Score 2-5,335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
