HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
WA06C,300,Other Viral Illness with CC Score 0,.,.,"1,931",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,931"
WA06C,303,Other Viral Illness with CC Score 0,"1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,665"
WA06C,361,Other Viral Illness with CC Score 0,.,.,"3,009",.,.,.,.,.,.,.,.,.,.,.,.,"1,533","4,543"
WA06C,823,Other Viral Illness with CC Score 0,.,.,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,"1,977"
WA08Z,350,Malaria,.,.,.,.,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,035"
WA09B,330,Other Non-Viral Infections with CC Score 1-2,.,.,"3,779",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,779"
WA09B,420,Other Non-Viral Infections with CC Score 1-2,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
WA09B,823,Other Non-Viral Infections with CC Score 1-2,.,.,.,.,"4,613",.,.,.,.,.,.,.,.,.,.,.,"4,613"
WA09C,300,Other Non-Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,"3,518",.,.,.,.,.,.,"3,518"
WA09C,301,Other Non-Viral Infections with CC Score 0,.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
WA09C,330,Other Non-Viral Infections with CC Score 0,"1,311",.,"3,779",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,090"
WA09C,361,Other Non-Viral Infections with CC Score 0,.,.,"13,610",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,610"
WA10Z,100,Other Infections (Genito-Urinary Medicine),.,"1,854",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,339","5,193"
WA11C,300,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,367,694
WA11C,370,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
WA11C,823,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,"1,977"
WA12A,110,"Complications of Procedures, with CC Score 3+",.,.,.,.,.,.,.,"34,594",.,.,.,.,.,.,.,.,"34,594"
WA12A,303,"Complications of Procedures, with CC Score 3+",.,.,"1,794",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,794"
WA12A,330,"Complications of Procedures, with CC Score 3+",.,.,"4,843",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,843"
WA12A,361,"Complications of Procedures, with CC Score 3+",.,.,"9,442",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,442"
WA12B,100,"Complications of Procedures, with CC Score 2",457,452,.,.,876,"3,749",.,.,.,.,.,.,.,.,.,.,"5,534"
WA12B,110,"Complications of Procedures, with CC Score 2",.,.,.,.,.,.,.,"23,322",.,.,.,.,.,.,.,.,"23,322"
WA12B,160,"Complications of Procedures, with CC Score 2",.,.,.,.,.,.,.,.,.,.,.,"9,594",.,.,.,.,"9,594"
WA12B,300,"Complications of Procedures, with CC Score 2",.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813
WA12B,303,"Complications of Procedures, with CC Score 2",.,"3,572",728,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,300"
WA12B,330,"Complications of Procedures, with CC Score 2",.,.,394,.,.,.,.,.,.,.,.,.,.,.,.,.,394
WA12B,361,"Complications of Procedures, with CC Score 2",.,.,"19,299",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,299"
WA12C,100,"Complications of Procedures, with CC Score 1",.,"1,597","3,009",.,"4,634","5,355",.,.,.,.,.,.,.,"9,887",.,"2,430","26,911"
WA12C,101,"Complications of Procedures, with CC Score 1",.,.,"1,512",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,512"
WA12C,110,"Complications of Procedures, with CC Score 1",.,.,.,.,374,.,.,"25,378",.,.,.,.,.,.,.,.,"25,751"
WA12C,120,"Complications of Procedures, with CC Score 1",.,.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,378
WA12C,150,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"10,513",.,.,.,.,"10,513"
WA12C,170,"Complications of Procedures, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,"7,569",.,.,.,.,"7,569"
WA12C,172,"Complications of Procedures, with CC Score 1",.,.,"5,304",.,.,.,.,.,.,.,.,"7,247",.,.,.,.,"12,552"
WA12C,300,"Complications of Procedures, with CC Score 1",.,.,577,.,.,.,.,.,376,.,.,.,.,.,.,.,952
WA12C,320,"Complications of Procedures, with CC Score 1",.,.,.,.,.,358,.,.,.,.,.,"3,423",.,.,.,.,"3,781"
WA12C,361,"Complications of Procedures, with CC Score 1",.,442,"25,424",.,.,.,.,.,.,.,.,.,.,.,.,.,"25,866"
WA12C,502,"Complications of Procedures, with CC Score 1",.,.,"9,772",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,772"
WA12D,100,"Complications of Procedures, with CC Score 0","8,560","21,702","2,522","8,588","13,296","4,334",.,.,.,"1,448",.,"6,820",.,"13,769",.,"10,157","91,196"
WA12D,101,"Complications of Procedures, with CC Score 0","3,674",.,"10,584",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,258"
WA12D,110,"Complications of Procedures, with CC Score 0","5,573",.,.,.,.,.,.,"23,110",.,.,.,.,.,.,.,"22,076","50,759"
WA12D,120,"Complications of Procedures, with CC Score 0","1,619",.,.,.,.,.,.,.,.,.,.,"1,033",.,.,.,.,"2,652"
WA12D,140,"Complications of Procedures, with CC Score 0","2,446",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,062","6,508"
WA12D,150,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"55,844",.,.,.,.,"55,844"
WA12D,160,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"22,328",.,.,.,"8,672","31,000"
WA12D,170,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"16,756",.,.,.,.,"16,756"
WA12D,172,"Complications of Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,071",.,.,.,.,"2,071"
WA12D,300,"Complications of Procedures, with CC Score 0",.,"7,319",288,.,.,"1,205",.,.,.,305,.,463,.,.,.,.,"9,581"
WA12D,303,"Complications of Procedures, with CC Score 0",.,.,"1,893",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,893"
WA12D,320,"Complications of Procedures, with CC Score 0",689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
WA12D,340,"Complications of Procedures, with CC Score 0",.,.,461,.,.,"2,142",.,.,.,.,.,.,.,.,.,.,"2,604"
WA12D,361,"Complications of Procedures, with CC Score 0",.,.,"22,382",.,.,.,.,.,.,.,.,.,.,.,.,.,"22,382"
WA12D,370,"Complications of Procedures, with CC Score 0",.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
WA12D,502,"Complications of Procedures, with CC Score 0","2,616","1,550","2,678",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,843"
WA14A,100,Procedure Not Carried Out for Medical or Patient Reasons,"10,050","4,971","14,909","2,863","1,314","3,953",.,.,.,"6,946",.,"15,290",.,"21,043",.,"8,604","89,944"
WA14A,101,Procedure Not Carried Out for Medical or Patient Reasons,"8,812",.,"36,046","4,714","3,777",.,.,.,.,.,.,.,.,.,.,"3,080","56,429"
WA14A,110,Procedure Not Carried Out for Medical or Patient Reasons,"16,101",.,.,.,"7,100",.,.,"55,284",.,.,.,"1,980",.,.,.,400,"80,866"
WA14A,120,Procedure Not Carried Out for Medical or Patient Reasons,"14,029","1,349",.,.,378,.,.,.,.,.,.,"2,361",.,.,.,"1,324","19,441"
WA14A,130,Procedure Not Carried Out for Medical or Patient Reasons,103,.,.,.,.,.,.,.,.,593,.,767,.,.,.,.,"1,463"
WA14A,140,Procedure Not Carried Out for Medical or Patient Reasons,"3,069",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,395","5,464"
WA14A,150,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"8,609",.,.,.,.,"8,609"
WA14A,160,Procedure Not Carried Out for Medical or Patient Reasons,.,.,451,.,.,.,.,.,.,.,.,650,.,.,.,"2,843","3,944"
WA14A,170,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"4,517",.,.,.,.,"4,517"
WA14A,171,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"4,069",.,.,.,.,"4,069"
WA14A,172,Procedure Not Carried Out for Medical or Patient Reasons,.,.,534,.,.,.,.,.,.,.,.,"12,810",.,.,.,.,"13,345"
WA14A,300,Procedure Not Carried Out for Medical or Patient Reasons,877,"1,220","2,306",454,.,.,"1,583",.,376,"1,126",.,463,.,502,.,734,"9,639"
WA14A,301,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,785,.,.,.,.,.,.,.,.,.,.,785
WA14A,302,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
WA14A,303,Procedure Not Carried Out for Medical or Patient Reasons,555,"1,429",728,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,712"
WA14A,320,Procedure Not Carried Out for Medical or Patient Reasons,689,.,"1,070","1,641",.,.,.,.,.,.,.,"14,332",.,.,.,.,"17,732"
WA14A,330,Procedure Not Carried Out for Medical or Patient Reasons,328,.,.,.,342,.,.,.,.,.,.,.,.,.,.,.,669
WA14A,340,Procedure Not Carried Out for Medical or Patient Reasons,.,.,922,.,.,.,.,.,.,.,.,.,.,.,.,.,922
WA14A,361,Procedure Not Carried Out for Medical or Patient Reasons,.,884,"17,621",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,505"
WA14A,370,Procedure Not Carried Out for Medical or Patient Reasons,.,.,"2,997",.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"4,183"
WA14A,400,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,613",.,.,.,.,"1,613"
WA14A,420,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
WA14A,421,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
WA14A,502,Procedure Not Carried Out for Medical or Patient Reasons,"7,661","5,424","15,220","3,177","10,215",363,.,.,.,.,.,.,.,.,.,"4,352","46,413"
WA14A,823,Procedure Not Carried Out for Medical or Patient Reasons,.,.,.,.,"1,318",.,.,.,.,.,.,"1,023",.,.,.,.,"2,342"
WA14B,100,Procedure Not Carried Out for Other or Unspecified Reasons,"24,669","3,164","15,839","2,863","11,828","8,301",.,.,.,"13,893",.,"21,491",.,"9,060",.,"10,454","121,560"
WA14B,101,Procedure Not Carried Out for Other or Unspecified Reasons,"8,472",.,"42,054","2,629","12,169",.,.,.,.,.,.,.,.,.,.,"5,776","71,099"
WA14B,110,Procedure Not Carried Out for Other or Unspecified Reasons,"9,349",.,.,.,"8,221",.,.,"60,609",.,.,.,"19,467",.,.,.,"5,205","102,851"
WA14B,120,Procedure Not Carried Out for Other or Unspecified Reasons,"8,634",.,.,.,"6,047",.,.,.,.,.,.,"15,276",.,.,.,"1,986","31,943"
WA14B,130,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,593,.,"1,918",.,.,.,.,"2,511"
WA14B,140,Procedure Not Carried Out for Other or Unspecified Reasons,"2,455",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198","3,653"
WA14B,150,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"18,180",.,.,.,.,"18,180"
WA14B,160,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,451,.,.,.,.,.,.,.,.,"1,457",.,.,.,"11,272","13,179"
WA14B,170,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"38,071",.,.,.,.,"38,071"
WA14B,171,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"7,323",.,.,.,.,"7,323"
WA14B,172,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,534,.,.,.,.,.,.,.,.,"20,016",.,.,.,.,"20,551"
WA14B,300,Procedure Not Carried Out for Other or Unspecified Reasons,877,407,288,.,327,.,528,.,.,375,.,"1,852",.,502,.,734,"5,889"
WA14B,301,Procedure Not Carried Out for Other or Unspecified Reasons,.,"1,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,121"
WA14B,302,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
WA14B,303,Procedure Not Carried Out for Other or Unspecified Reasons,.,357,728,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,085"
WA14B,320,Procedure Not Carried Out for Other or Unspecified Reasons,"8,266",.,"1,605",547,385,358,.,.,.,.,.,"23,875",.,.,.,.,"35,037"
WA14B,340,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,461,.,.,714,.,.,.,.,.,.,.,.,.,.,"1,175"
WA14B,361,Procedure Not Carried Out for Other or Unspecified Reasons,.,442,"10,534",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,976"
WA14B,370,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,"1,413",.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"2,598"
WA14B,410,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,"4,852",.,.,648,.,.,.,.,.,.,.,.,"5,500"
WA14B,420,Procedure Not Carried Out for Other or Unspecified Reasons,762,.,.,.,.,734,.,.,.,.,.,"1,505",.,.,.,.,"3,001"
WA14B,421,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"1,262"
WA14B,430,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,363
WA14B,502,Procedure Not Carried Out for Other or Unspecified Reasons,"5,304","3,099","43,969",.,"15,571","1,090",.,.,.,"1,275",.,.,.,"9,457",.,"3,808","83,574"
WA14B,823,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,.,.,"1,318",.,.,.,.,.,.,"1,023",.,.,.,.,"2,342"
WA16W,110,"Shock or Anaphylaxis, with CC Score of 1+",.,.,.,.,.,.,.,.,.,.,.,"2,776",.,.,.,.,"2,776"
WA16W,502,"Shock or Anaphylaxis, with CC Score of 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,544,544
WA17A,302,Neoplasm Related Admission with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"1,795",.,.,.,.,"1,795"
WA17B,100,Neoplasm Related Admission with CC Score 2,"1,311",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,311"
WA17B,300,Neoplasm Related Admission with CC Score 2,.,"1,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,220"
WA17B,302,Neoplasm Related Admission with CC Score 2,.,.,.,.,.,.,.,.,.,.,.,"1,795",.,.,.,.,"1,795"
WA17B,502,Neoplasm Related Admission with CC Score 2,.,.,.,.,"1,862",.,.,.,.,.,.,.,.,.,.,.,"1,862"
WA17C,100,Neoplasm Related Admission with CC Score 1,"5,362",.,"2,218",.,.,.,.,.,.,.,.,.,.,"1,294",.,.,"8,875"
WA17C,101,Neoplasm Related Admission with CC Score 1,"13,172",.,"6,260",.,.,.,.,.,.,.,.,.,.,.,.,"1,664","21,095"
WA17C,160,Neoplasm Related Admission with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"14,439",.,.,.,.,"14,439"
WA17C,300,Neoplasm Related Admission with CC Score 1,438,813,577,.,.,603,.,.,.,.,.,.,.,.,.,.,"2,431"
WA17C,302,Neoplasm Related Admission with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"7,667",.,.,.,.,"7,667"
WA17C,370,Neoplasm Related Admission with CC Score 1,.,.,"8,878",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,878"
WA17C,502,Neoplasm Related Admission with CC Score 1,.,.,"4,298",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,298"
WA17D,100,Neoplasm Related Admission with CC Score 0,"5,362",.,"2,067",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,429"
WA17D,101,Neoplasm Related Admission with CC Score 0,"65,974",.,"10,002","1,915","4,125",.,.,.,.,.,.,.,.,.,.,"2,298","84,313"
WA17D,172,Neoplasm Related Admission with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"7,928",.,.,.,.,"7,928"
WA17D,300,Neoplasm Related Admission with CC Score 0,.,.,"4,870",.,.,.,.,.,.,.,.,.,.,.,.,"1,187","6,057"
WA17D,301,Neoplasm Related Admission with CC Score 0,.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
WA17D,302,Neoplasm Related Admission with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"4,731",.,.,.,.,"4,731"
WA17D,361,Neoplasm Related Admission with CC Score 0,.,.,"5,484",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,484"
WA17D,370,Neoplasm Related Admission with CC Score 0,.,.,"24,125",.,.,.,.,.,.,.,.,.,.,.,.,.,"24,125"
WA17D,502,Neoplasm Related Admission with CC Score 0,.,.,"3,312",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,312"
WA18A,400,"Admission for Unexplained Symptoms with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"3,896",.,.,.,.,"3,896"
WA18B,100,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,.,.,.,"3,596",.,.,.,.,.,.,.,.,.,.,.,"3,596"
WA18B,101,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,.,"1,208",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,208"
WA18B,320,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,"7,601",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,601"
WA18D,300,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4",.,.,.,"1,361",.,.,.,.,"1,879",.,.,.,.,.,.,734,"3,973"
WA18E,100,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,395
WA18E,300,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2","1,315","5,286",.,454,.,.,.,.,.,.,.,.,.,"6,026",.,.,"13,080"
WA18E,301,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,"4,112",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,112"
WA18E,302,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
WA18E,361,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,442,"16,685",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,127"
WA18E,400,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"3,547",.,.,.,.,"3,547"
WA18E,410,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,"6,357",.,.,.,.,.,.,.,.,"6,357"
WA18E,430,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
WA18F,101,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
WA18F,150,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,723",.,.,.,.,"2,723"
WA18F,300,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",877,"7,319","4,114",.,.,301,.,.,.,.,.,.,.,"1,506",.,"4,035","18,152"
WA18F,301,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
WA18F,302,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,601",.,.,.,.,"3,601"
WA18F,320,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,"3,014",.,770,.,.,.,.,.,.,.,.,.,.,456,"4,240"
WA18F,340,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,461,.,.,.,.,.,.,.,.,.,.,.,.,.,461
WA18F,361,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,442,"11,135",.,.,409,.,.,.,.,.,.,.,.,.,.,"11,987"
WA18F,370,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,"3,039",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,039"
WA18F,410,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,.,.,.,.,.,"2,361",.,.,.,.,.,.,.,.,"2,361"
WA18F,502,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,.,"3,206",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,206"
WA19Z,100,Abnormal Findings without Diagnosis,.,.,.,.,"4,381",.,.,.,.,.,.,.,.,.,.,.,"4,381"
WA19Z,101,Abnormal Findings without Diagnosis,"9,968",.,"1,968","6,489",.,.,.,.,.,.,.,.,.,.,.,.,"18,425"
WA19Z,170,Abnormal Findings without Diagnosis,.,.,.,.,.,.,.,.,.,.,.,645,.,.,.,.,645
WA19Z,300,Abnormal Findings without Diagnosis,438,.,559,.,.,.,.,.,.,.,.,.,.,.,.,"1,467","2,465"
WA19Z,302,Abnormal Findings without Diagnosis,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
WA19Z,361,Abnormal Findings without Diagnosis,.,.,"2,809",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,809"
WA19Z,502,Abnormal Findings without Diagnosis,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,051",.,.,"1,051"
WA20Z,100,"Examination, Follow-Up or Special Screening","3,198","4,971","15,468","1,419","2,628",.,.,.,.,.,.,"2,374",.,"1,294",.,.,"31,353"
WA20Z,101,"Examination, Follow-Up or Special Screening","13,682",.,"21,762",.,"6,767",.,.,.,.,.,.,.,.,.,.,.,"42,211"
WA20Z,172,"Examination, Follow-Up or Special Screening",.,.,.,.,.,.,.,.,.,.,.,"2,918",.,.,.,.,"2,918"
WA20Z,300,"Examination, Follow-Up or Special Screening","6,782",.,"1,245","7,257",327,.,528,.,"2,012",.,.,.,.,"1,004",.,"1,100","20,255"
WA20Z,301,"Examination, Follow-Up or Special Screening",.,.,.,.,"2,026",.,.,.,.,.,.,.,.,.,.,.,"2,026"
WA20Z,302,"Examination, Follow-Up or Special Screening",.,.,.,.,.,.,.,.,.,.,.,"22,784",.,.,.,.,"22,784"
WA20Z,320,"Examination, Follow-Up or Special Screening",.,.,"1,536",.,"1,155",.,.,.,.,.,.,.,.,.,.,.,"2,691"
WA20Z,340,"Examination, Follow-Up or Special Screening",.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,.,438
WA20Z,361,"Examination, Follow-Up or Special Screening",.,.,"1,237",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,237"
WA20Z,400,"Examination, Follow-Up or Special Screening",.,.,.,.,.,.,.,.,.,.,.,806,.,.,.,.,806
WA20Z,430,"Examination, Follow-Up or Special Screening",.,.,.,.,.,.,.,.,.,.,.,599,.,.,.,.,599
WA20Z,502,"Examination, Follow-Up or Special Screening","3,205",.,"3,898",.,"2,399",.,.,.,.,.,.,.,.,"2,477",.,544,"12,523"
WA21Z,100,Other Procedures or Health Care Problems,"1,827",.,525,"8,654",.,"1,467",.,.,.,.,.,.,.,.,.,.,"12,474"
WA21Z,101,Other Procedures or Health Care Problems,"57,532",.,"2,180","4,897",.,.,.,.,.,.,.,.,.,.,.,"1,664","66,273"
WA21Z,110,Other Procedures or Health Care Problems,.,.,.,.,.,.,.,"30,399",.,.,.,.,.,.,.,.,"30,399"
WA21Z,140,Other Procedures or Health Care Problems,.,.,.,.,.,.,.,.,.,.,.,"1,344",.,.,.,.,"1,344"
WA21Z,160,Other Procedures or Health Care Problems,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,875","11,875"
WA21Z,300,Other Procedures or Health Care Problems,.,.,.,"1,361",.,.,.,.,.,.,.,.,.,.,.,"3,173","4,533"
WA21Z,361,Other Procedures or Health Care Problems,.,.,"35,375",.,.,.,.,.,.,.,.,.,.,.,.,.,"35,375"
WA21Z,502,Other Procedures or Health Care Problems,"2,027",.,"5,089",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,116"
WA22C,101,"Other Specified Admissions or Counselling, with CC Score 0-1",565,.,"2,003",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,567"
WA22C,430,"Other Specified Admissions or Counselling, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,813",.,"7,081",.,.,"10,894"
WA23C,100,"Falls without Specific Cause, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,414,.,.,.,.,414
WA24A,100,Procedures on the Lymphatic System with CC Score 1+,"1,652",.,"3,455",.,.,"3,017",.,.,.,.,.,.,.,.,.,"1,113","9,236"
WA24A,300,Procedures on the Lymphatic System with CC Score 1+,.,.,968,.,.,.,.,.,.,.,.,.,.,.,.,"3,982","4,950"
WA24A,370,Procedures on the Lymphatic System with CC Score 1+,.,.,"1,877",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,877"
WA24B,100,Procedures on the Lymphatic System with CC Score 0,.,.,"2,979",.,"1,670",.,.,.,.,"4,848",.,.,.,"2,774",.,.,"12,271"
WA24B,101,Procedures on the Lymphatic System with CC Score 0,.,.,"37,975",.,"5,019",.,.,.,.,.,.,.,.,.,.,.,"42,994"
WA24B,120,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,"1,542",.,.,.,.,.,.,.,.,.,.,.,"1,542"
WA24B,160,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,412",.,.,.,"1,659","5,071"
WA24B,300,Procedures on the Lymphatic System with CC Score 0,.,.,"5,245",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,245"
WA24B,303,Procedures on the Lymphatic System with CC Score 0,.,"2,857","7,474",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,331"
WA24B,370,Procedures on the Lymphatic System with CC Score 0,.,.,"3,754",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,754"
WA24B,502,Procedures on the Lymphatic System with CC Score 0,.,.,"40,975",.,.,.,.,.,.,.,.,.,.,.,.,.,"40,975"
WA24B,823,Procedures on the Lymphatic System with CC Score 0,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,659
YQ01B,100,"Multiple or Revisional, Open Repair of Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"29,637",.,.,.,.,"29,637"
YQ02Z,170,Open Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"39,982",.,.,.,.,"39,982"
YQ03A,100,Open Repair of Abdominal Aortic Aneurysm with CC Score 6+,.,.,.,.,"4,890",.,.,.,.,.,.,"71,849",.,.,.,.,"76,739"
