HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
PE62A,150,"Paediatric, Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PE62A,180,"Paediatric, Syncope and Collapse, with CC Score 2+",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
PE62A,300,"Paediatric, Syncope and Collapse, with CC Score 2+",446,401,.,.,376,.,.,.,370,.,.,.,366,.,.,.,364,397
PE62A,320,"Paediatric, Syncope and Collapse, with CC Score 2+",580,392,.,.,429,.,.,.,.,.,.,.,814,.,.,498,.,523
PE62A,340,"Paediatric, Syncope and Collapse, with CC Score 2+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PE62A,420,"Paediatric, Syncope and Collapse, with CC Score 2+",745,558,.,714,902,818,.,.,.,.,.,.,688,.,"1,166",.,570,730
PE62A,430,"Paediatric, Syncope and Collapse, with CC Score 2+",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
PE62B,300,"Paediatric, Syncope and Collapse, with CC Score 1",446,401,.,468,376,291,.,.,.,.,344,.,367,.,514,.,364,400
PE62B,302,"Paediatric, Syncope and Collapse, with CC Score 1",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PE62B,320,"Paediatric, Syncope and Collapse, with CC Score 1",.,392,.,.,429,.,.,.,.,.,.,.,613,.,808,498,.,548
PE62B,340,"Paediatric, Syncope and Collapse, with CC Score 1",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PE62B,420,"Paediatric, Syncope and Collapse, with CC Score 1",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,744
PE62B,430,"Paediatric, Syncope and Collapse, with CC Score 1",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
PE62C,180,"Paediatric, Syncope and Collapse, with CC Score 0",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
PE62C,300,"Paediatric, Syncope and Collapse, with CC Score 0",446,401,.,468,.,.,515,.,.,.,.,.,366,.,514,.,364,412
PE62C,320,"Paediatric, Syncope and Collapse, with CC Score 0",580,392,.,.,.,.,.,.,.,.,471,.,.,.,.,498,.,485
PE62C,340,"Paediatric, Syncope and Collapse, with CC Score 0",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PE62C,350,"Paediatric, Syncope and Collapse, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PE62C,420,"Paediatric, Syncope and Collapse, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,704
PE62C,501,"Paediatric, Syncope and Collapse, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,509,.,.,.,.,509
PF21A,100,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",446,.,.,.,439,.,.,.,.,.,.,.,.,.,656,.,443,513
PF21A,120,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,735,735
PF21A,171,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF21A,180,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,280
PF21A,300,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",446,401,.,.,376,.,.,.,370,.,.,.,366,.,514,.,364,411
PF21A,350,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PF21A,370,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,015",.,.,.,.,"1,015"
PF21A,420,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,770
PF21A,430,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PF21A,501,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,729,729
PF21B,100,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",446,.,.,549,439,389,.,.,.,.,.,.,390,.,656,.,443,487
PF21B,171,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,779,.,.,.,.,779
PF21B,300,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",446,.,.,.,.,291,.,.,370,.,345,.,367,.,514,.,364,372
PF21B,350,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PF21B,420,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,690,.,"1,166",.,570,760
PF21B,430,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PF25A,171,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF25A,420,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
PF25B,300,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PF25B,420,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,.,.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,403
PF25C,100,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,389
PF25C,171,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,780,.,.,.,.,780
PF25C,300,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
PF25C,302,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PF25C,340,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
PF25C,420,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,570,610
PF25D,100,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,.,.,.,439,.,.,.,.,.,.,.,392,.,.,.,.,398
PF25D,171,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF25D,300,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,367,.,.,.,.,367
PF25D,420,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,745,558,.,.,902,818,.,.,.,.,.,.,.,.,"1,166",.,570,848
PF25E,100,Paediatric Major Gastrointestinal Disorders with CC Score 0,446,444,.,549,439,389,.,.,.,.,.,.,390,.,.,.,.,422
PF25E,171,Paediatric Major Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,784,.,.,.,.,784
PF25E,300,Paediatric Major Gastrointestinal Disorders with CC Score 0,446,.,429,.,.,.,.,.,.,.,.,.,.,.,.,.,364,413
PF25E,420,Paediatric Major Gastrointestinal Disorders with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,.,688,.,.,.,570,721
PF26A,100,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,444,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,441
PF26A,150,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PF26A,171,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF26A,300,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,401,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,383
PF26A,320,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,812
PF26A,420,Paediatric Other Gastrointestinal Disorders with CC Score 4+,745,558,.,.,902,.,.,.,.,.,.,.,688,.,.,.,570,727
PF26B,100,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,446,444,.,.,439,389,.,.,.,.,.,.,390,.,656,.,443,458
PF26B,150,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PF26B,171,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF26B,180,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,280
PF26B,300,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,446,401,.,.,376,.,.,.,.,.,344,.,374,.,514,.,364,388
PF26B,340,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,351,.,.,.,.,.,.,.,.,329,.,.,.,.,.,.,336
PF26B,350,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,653,.,.,.,.,653
PF26B,420,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,696
PF26B,430,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PF26B,502,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,.,.,.,.,.,387,.,.,.,.,.,.,.,.,708,.,.,547
PF26C,100,Paediatric Other Gastrointestinal Disorders with CC Score 0,446,444,.,549,439,389,.,.,.,.,.,.,391,.,656,.,443,497
PF26C,120,Paediatric Other Gastrointestinal Disorders with CC Score 0,577,464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,735,592
PF26C,171,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,.,.,782
PF26C,300,Paediatric Other Gastrointestinal Disorders with CC Score 0,446,.,.,.,.,291,.,.,370,.,.,.,372,.,514,.,364,381
PF26C,302,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,330,.,474,.,.,.,.,378
PF26C,350,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,652,.,.,.,.,652
PF26C,420,Paediatric Other Gastrointestinal Disorders with CC Score 0,745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,698
PF26C,502,Paediatric Other Gastrointestinal Disorders with CC Score 0,.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
PF27A,100,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,411,.,.,.,.,411
PF27A,300,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,401,469,.,376,.,.,.,.,.,.,.,366,.,.,.,364,390
PF27A,301,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
PF27A,340,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
PF27A,350,Paediatric Inflammatory Bowel Disease with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,771,.,.,.,.,771
PF27A,420,Paediatric Inflammatory Bowel Disease with CC Score 1+,745,.,.,.,.,.,.,.,.,.,.,403,.,.,.,.,.,574
PF27B,100,Paediatric Inflammatory Bowel Disease with CC Score 0,.,444,.,549,439,.,.,.,.,.,.,.,390,.,.,.,443,430
PF27B,300,Paediatric Inflammatory Bowel Disease with CC Score 0,446,.,429,.,.,.,.,.,370,.,.,.,375,.,.,.,.,414
PF27B,301,Paediatric Inflammatory Bowel Disease with CC Score 0,.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
PF27B,420,Paediatric Inflammatory Bowel Disease with CC Score 0,.,.,.,714,.,.,.,.,.,.,.,403,688,.,.,.,.,658
PF27B,502,Paediatric Inflammatory Bowel Disease with CC Score 0,.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
PF28A,420,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 6+",745,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,570,619
PF28B,300,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 4-5",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
PF28B,420,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 4-5",745,.,.,.,902,.,.,.,.,.,.,.,688,.,"1,166",.,.,801
PF28C,100,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PF28C,150,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,112",.,.,.,.,"1,112"
PF28C,300,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",446,401,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,406
PF28C,350,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,652,.,.,.,.,652
PF28C,420,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,663
PF28D,100,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",446,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,443,479
PF28D,171,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,.,.,782
PF28D,300,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",446,401,.,.,.,.,.,.,370,.,.,.,366,.,.,.,.,405
PF28D,350,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,655
PF28D,420,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,691
PF28D,421,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"1,117",.,.,.,.,"1,117"
PF28D,430,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,.,.,.,.,340,.,.,.,.,.,.,340
PF28E,100,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PF28E,120,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,408,.,.,.,.,.,.,.,624,.,.,.,.,552
PF28E,130,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,440
PF28E,150,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PF28E,171,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PF28E,180,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",.,367,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,309
PF28E,300,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",446,401,.,.,.,.,.,.,.,.,.,.,370,.,514,.,364,393
PF28E,350,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PF28E,420,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,689,.,"1,166",.,570,699
PG71A,100,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,444
PG71A,171,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,.,.,782
PG71A,300,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
PG71A,420,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,688,.,"1,166",.,.,927
PG71A,502,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,827
PG71B,100,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",446,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,443,443
PG71B,300,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
PG71C,100,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,549,.,.,.,.,.,.,.,.,391,.,.,.,443,461
PG71C,171,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PG71C,300,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,376,.,.,.,.,.,.,.,366,.,.,.,.,371
PG71C,420,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,714,902,.,.,.,.,.,.,.,.,.,"1,166",.,570,838
PH34A,150,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PH34A,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,714
PH34B,100,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,389
PH34B,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,655,.,.,.,.,655
PH34B,300,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,344,.,.,.,.,.,.,344
PH34B,302,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PH34B,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",745,558,.,.,902,.,.,.,.,.,.,.,.,.,"1,166",.,.,823
PH34C,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",525,.,.,.,.,.,.,.,.,.,.,.,656,.,.,.,.,623
PH34C,150,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PH34C,300,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",446,.,.,.,376,.,.,.,.,.,.,.,.,.,514,.,364,409
PH34C,320,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498
PH34C,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,708
PH34C,430,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
PH34D,100,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",446,.,.,549,.,.,.,.,.,.,.,.,.,.,656,.,.,524
PH34D,110,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",525,.,.,.,.,.,.,623,.,.,.,.,651,.,.,.,414,553
PH34D,180,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,223,.,282,.,.,.,.,267
PH34D,300,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",446,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,364,399
PH34D,320,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498
PH34D,420,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,697
PH34D,501,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",.,.,.,.,906,.,.,.,.,.,.,.,.,.,.,.,.,906
PJ35A,150,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"1,097",.,.,.,.,"1,097"
PJ35A,420,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,717,.,.,.,570,644
PJ35B,330,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,385,.,.,.,.,.,.,.,.,.,.,.,.,385
PJ35B,420,Paediatric Skin Disorders with CC Score 2-3,745,558,.,714,.,.,.,.,.,.,.,403,697,.,"1,166",.,570,686
PJ35C,300,Paediatric Skin Disorders with CC Score 1,446,.,.,.,376,.,.,.,.,.,344,.,.,.,.,.,.,389
PJ35C,420,Paediatric Skin Disorders with CC Score 1,745,558,.,.,902,818,.,.,.,.,.,.,688,.,.,.,570,695
PJ35D,120,Paediatric Skin Disorders with CC Score 0,.,.,.,.,408,.,.,.,.,.,.,.,.,.,.,.,.,408
PJ35D,140,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,628,628
PJ35D,171,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
PJ35D,300,Paediatric Skin Disorders with CC Score 0,.,.,.,.,376,291,.,.,.,.,.,.,366,.,514,.,364,381
PJ35D,330,Paediatric Skin Disorders with CC Score 0,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
PJ35D,350,Paediatric Skin Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,690,.,.,.,.,690
PJ35D,420,Paediatric Skin Disorders with CC Score 0,745,558,.,.,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,664
PJ66A,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 3+",.,558,.,714,.,.,.,.,.,.,.,403,688,.,"1,166",.,570,688
PJ66B,300,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",446,.,.,.,.,.,.,.,.,.,.,.,366,.,514,.,.,423
PJ66B,350,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,650,.,.,.,.,650
PJ66B,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",745,558,.,714,.,818,.,.,.,.,.,.,688,.,"1,166",.,570,711
PJ66C,300,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",446,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,423
PJ66C,420,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,403,688,.,"1,166",.,570,715
PK36A,300,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
PK36A,350,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
PK36B,300,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",446,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,386
PK36B,302,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,474,.,.,.,.,474
PK36B,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,558,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,730
PK36C,120,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,598,.,.,.,.,598
PK36C,300,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
PK36C,420,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,166",.,570,868
PK67A,300,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",.,401,.,.,376,291,.,.,.,.,.,.,370,.,.,.,364,377
PK67A,340,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
PK67A,420,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",745,.,.,714,.,818,.,.,.,.,.,.,688,.,.,.,570,709
PK67B,300,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",446,401,.,.,376,291,.,.,.,.,344,.,366,.,.,.,364,377
PK67B,302,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
PK67B,420,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",.,558,.,.,902,.,.,.,.,.,.,.,.,.,"1,166",.,570,760
PK68A,300,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
PK68A,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,902,.,.,.,.,.,.,.,688,.,.,.,.,816
PK68B,300,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",.,401,.,.,.,.,515,.,.,.,.,.,.,.,.,.,364,404
PK68B,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",745,558,.,714,902,.,.,.,.,.,.,.,688,.,"1,166",.,570,715
PK68C,300,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",446,.,.,.,376,.,.,.,.,.,358,.,371,.,514,.,364,402
PK68C,302,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",.,.,.,.,.,.,.,.,.,.,330,.,498,.,.,.,.,456
PK68C,420,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",745,558,.,714,902,818,.,.,.,.,.,.,694,.,"1,166",.,570,681
