Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
30-Jun-2015,Southern,T & O Surgery,Acute Services,230,269,233,77,378,,,--,--,--,--,--,1187,
30-Jun-2015,Southern,ENT,Acute Services,300,142,18,0,0,,,--,--,--,--,--,460,
30-Jun-2015,Southern,Ophthalmology,Acute Services,89,54,10,0,0,,,--,--,--,--,--,153,
30-Jun-2015,Southern,Oral Surgery,Acute Services,7,23,9,1,9,,,--,--,--,--,--,49,
30-Jun-2015,Southern,Pain Management,Acute Services,62,92,103,72,298,,,--,--,--,--,--,627,
30-Jun-2015,Southern,General Medicine,Acute Services,2,0,2,0,0,,,--,--,--,--,--,4,
30-Jun-2015,Southern,Gastroenterology,Acute Services,415,188,153,49,3,,,--,--,--,--,--,808,
30-Jun-2015,Southern,Haematology (Clinical),Acute Services,11,2,1,0,0,,,--,--,--,--,--,14,
30-Jun-2015,Southern,Cardiology,Acute Services,212,195,194,70,50,,,--,--,--,--,--,721,
30-Jun-2015,Southern,Dermatology,Acute Services,157,106,85,0,0,,,--,--,--,--,--,348,
30-Jun-2015,Southern,Thoracic Medicine,Acute Services,19,1,0,0,0,,,--,--,--,--,--,20,
30-Jun-2015,Southern,Medical Oncology,Acute Services,9,2,0,0,0,,,--,--,--,--,--,11,
30-Jun-2015,Southern,Neurology,Acute Services,7,3,0,0,0,,,--,--,--,--,--,10,
30-Jun-2015,Southern,Rheumatology,Acute Services,127,119,41,2,0,,,--,--,--,--,--,289,
30-Jun-2015,Southern,Gynaecology,Acute Services,308,136,47,20,22,,,--,--,--,--,--,533,
30-Jun-2015,Southern,GP Other,Acute Services,93,10,0,0,0,,,--,--,--,--,--,103,
30-Jun-2015,Southern,Clinical Oncology,Acute Services,26,1,0,0,0,,,--,--,--,--,--,27,
30-Jun-2015,Southern,Other,Acute Services,46,74,9,0,0,,,--,--,--,--,--,129,
30-Jun-2015,Western,General Surgery,Acute Services,473,431,238,148,713,,,--,--,--,--,--,2003,
30-Jun-2015,Western,Urology,Acute Services,277,164,105,74,114,,,--,--,--,--,--,734,
30-Jun-2015,Western,T & O Surgery,Acute Services,267,356,329,195,1319,,,--,--,--,--,--,2466,
30-Jun-2015,Western,ENT,Acute Services,188,219,224,88,286,,,--,--,--,--,--,1005,
30-Jun-2015,Western,Ophthalmology,Acute Services,435,362,182,27,8,,,--,--,--,--,--,1014,
30-Jun-2015,Western,Oral Surgery,Acute Services,190,54,12,14,34,,,--,--,--,--,--,304,
30-Jun-2015,Western,Pain Management,Acute Services,84,126,87,68,22,,,--,--,--,--,--,387,
30-Jun-2015,Western,General Medicine,Acute Services,913,288,14,0,0,,,--,--,--,--,--,1215,
30-Jun-2015,Western,Cardiology,Acute Services,76,57,11,1,0,,,--,--,--,--,--,145,
30-Jun-2015,Western,Gynaecology,Acute Services,218,213,157,70,92,,,--,--,--,--,--,750,
30-Jun-2015,Western,GP Other,Acute Services,112,29,2,0,0,,,--,--,--,--,--,143,
30-Sep-2015,Belfast,Anaesthetics,Acute Services,19,17,28,11,77,,,--,--,--,--,--,152,
30-Sep-2015,Belfast,Cardiac Surgery,Acute Services,76,84,75,27,51,,,--,--,--,--,--,313,
30-Sep-2015,Belfast,Cardiology,Acute Services,230,188,150,45,164,,,--,--,--,--,--,777,
30-Sep-2015,Belfast,Dermatology,Acute Services,15,34,29,11,44,,,--,--,--,--,--,133,
30-Sep-2015,Belfast,Endocrinology,Acute Services,11,3,2,2,2,,,--,--,--,--,--,20,
30-Sep-2015,Belfast,ENT,Acute Services,287,263,314,150,1168,,,--,--,--,--,--,2182,
30-Sep-2015,Belfast,Gastroenterology,Acute Services,702,431,487,173,204,,,--,--,--,--,--,1997,
30-Sep-2015,Belfast,General Medicine,Acute Services,5,5,6,0,1,,,--,--,--,--,--,17,
30-Sep-2015,Belfast,General Surgery,Acute Services,722,554,620,268,1727,,,--,--,--,--,--,3891,
30-Sep-2015,Belfast,GP Other,Acute Services,0,0,0,2,0,,,--,--,--,--,--,2,
30-Sep-2015,Belfast,Gynaecology,Acute Services,357,290,259,154,403,,,--,--,--,--,--,1463,
30-Sep-2015,Belfast,Nephrology,Acute Services,40,20,6,1,4,,,--,--,--,--,--,71,
30-Sep-2015,Belfast,Neurology,Acute Services,86,49,14,1,4,,,--,--,--,--,--,154,
30-Sep-2015,Belfast,Neurosurgery,Acute Services,80,52,22,8,7,,,--,--,--,--,--,169,
30-Sep-2015,Belfast,Ophthalmology,Acute Services,831,690,558,121,408,,,--,--,--,--,--,2608,
30-Sep-2015,Belfast,Oral Surgery,Acute Services,108,105,102,34,14,,,--,--,--,--,--,363,
30-Sep-2015,Belfast,Paediatric Dentistry,Acute Services,70,54,46,8,6,,,--,--,--,--,--,184,
30-Sep-2015,Belfast,Paediatric Surgery,Acute Services,96,77,125,78,264,,,--,--,--,--,--,640,
30-Sep-2015,Belfast,Paediatrics,Acute Services,54,44,28,15,42,,,--,--,--,--,--,183,
30-Sep-2015,Belfast,Pain Management,Acute Services,181,184,180,67,495,,,--,--,--,--,--,1107,
30-Sep-2015,Belfast,Plastic Surgery,Acute Services,100,69,110,32,357,,,--,--,--,--,--,668,
30-Sep-2015,Belfast,Radiology,Acute Services,21,1,11,2,6,,,--,--,--,--,--,41,
30-Sep-2015,Belfast,Restorative Dentistry,Acute Services,51,14,11,4,12,,,--,--,--,--,--,92,
30-Sep-2015,Belfast,Rheumatology,Acute Services,8,1,4,0,0,,,--,--,--,--,--,13,
30-Sep-2015,Belfast,T & O Surgery,Acute Services,357,1455,1605,719,3296,,,--,--,--,--,--,7432,
30-Sep-2015,Belfast,Thoracic Medicine,Acute Services,7,2,0,0,0,,,--,--,--,--,--,9,
30-Sep-2015,Belfast,Thoracic Surgery,Acute Services,24,9,3,1,4,,,--,--,--,--,--,41,
30-Sep-2015,Belfast,Urology,Acute Services,780,254,246,115,1344,,,--,--,--,--,--,2739,
30-Sep-2015,Northern,Cardiology,Acute Services,102,76,59,13,1,,,--,--,--,--,--,251,
30-Sep-2015,Northern,Dermatology,Acute Services,103,42,1,0,0,,,--,--,--,--,--,146,
30-Sep-2015,Northern,ENT,Acute Services,213,161,86,37,32,,,--,--,--,--,--,529,
30-Sep-2015,Northern,Gastroenterology,Acute Services,796,582,219,1,0,,,--,--,--,--,--,1598,
30-Sep-2015,Northern,General Medicine,Acute Services,0,1,0,0,0,,,--,--,--,--,--,1,
30-Sep-2015,Northern,General Surgery,Acute Services,1056,678,383,70,142,,,--,--,--,--,--,2329,
30-Sep-2015,Northern,GP Other,Acute Services,115,138,60,7,6,,,--,--,--,--,--,326,
30-Sep-2015,Northern,Gynaecology,Acute Services,395,225,206,45,63,,,--,--,--,--,--,934,
30-Sep-2015,Northern,Pain Management,Acute Services,128,125,129,61,10,,,--,--,--,--,--,453,
30-Sep-2015,Northern,Thoracic Medicine,Acute Services,13,0,0,0,0,,,--,--,--,--,--,13,
30-Sep-2015,Northern,Urology,Acute Services,243,114,110,48,72,,,--,--,--,--,--,587,
30-Sep-2015,South Eastern,Cardiology,Acute Services,71,55,29,9,3,,,--,--,--,--,--,167,
30-Sep-2015,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,0,,,--,--,--,--,--,4,
30-Sep-2015,South Eastern,Dermatology,Acute Services,65,47,2,0,0,,,--,--,--,--,--,114,
30-Sep-2015,South Eastern,ENT,Acute Services,77,21,6,7,12,,,--,--,--,--,--,123,
30-Sep-2015,South Eastern,Gastroenterology,Acute Services,6,5,8,16,18,,,--,--,--,--,--,53,
30-Sep-2015,South Eastern,General Medicine,Acute Services,457,196,180,94,514,,,--,--,--,--,--,1441,
30-Sep-2015,South Eastern,General Surgery,Acute Services,625,385,394,190,891,,,--,--,--,--,--,2485,
30-Sep-2015,South Eastern,Geriatric Medicine,Elderly Care,8,0,0,0,0,,,--,--,--,--,--,8,
30-Sep-2015,South Eastern,Gynaecology,Acute Services,220,136,188,49,326,,,--,--,--,--,--,919,
30-Sep-2015,South Eastern,Neurology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Sep-2015,South Eastern,Ophthalmology,Acute Services,194,108,101,43,29,,,--,--,--,--,--,475,
30-Sep-2015,South Eastern,Oral Surgery,Acute Services,66,26,29,13,35,,,--,--,--,--,--,169,
30-Sep-2015,South Eastern,Paediatric Surgery,Acute Services,10,32,30,13,9,,,--,--,--,--,--,94,
30-Sep-2015,South Eastern,Pain Management,Acute Services,50,32,24,4,1,,,--,--,--,--,--,111,
30-Sep-2015,South Eastern,Plastic Surgery,Acute Services,234,164,176,62,627,,,--,--,--,--,--,1263,
30-Sep-2015,South Eastern,Rheumatology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
30-Sep-2015,South Eastern,T & O Surgery,Acute Services,19,5,3,1,1,,,--,--,--,--,--,29,
30-Sep-2015,South Eastern,Urology,Acute Services,237,90,55,23,148,,,--,--,--,--,--,553,
30-Sep-2015,Southern,Cardiology,Acute Services,166,175,191,63,58,,,--,--,--,--,--,653,
30-Sep-2015,Southern,Clinical Oncology,Acute Services,42,3,0,0,0,,,--,--,--,--,--,45,
30-Sep-2015,Southern,Dermatology,Acute Services,156,129,130,3,1,,,--,--,--,--,--,419,
30-Sep-2015,Southern,ENT,Acute Services,316,118,38,1,0,,,--,--,--,--,--,473,
30-Sep-2015,Southern,Gastroenterology,Acute Services,418,200,121,64,151,,,--,--,--,--,--,954,
30-Sep-2015,Southern,General Medicine,Acute Services,3,2,1,0,2,,,--,--,--,--,--,8,
30-Sep-2015,Southern,General Surgery,Acute Services,1058,493,398,193,455,,,--,--,--,--,--,2597,
30-Sep-2015,Southern,GP Other,Acute Services,97,13,1,0,0,,,--,--,--,--,--,111,
30-Sep-2015,Southern,Gynaecology,Acute Services,223,132,80,19,29,,,--,--,--,--,--,483,
30-Sep-2015,Southern,Haematology (Clinical),Acute Services,16,0,0,0,0,,,--,--,--,--,--,16,
30-Sep-2015,Southern,Medical Oncology,Acute Services,7,0,0,0,0,,,--,--,--,--,--,7,
30-Sep-2015,Southern,Neurology,Acute Services,3,1,0,0,0,,,--,--,--,--,--,4,
30-Sep-2015,Southern,Ophthalmology,Acute Services,106,60,6,0,0,,,--,--,--,--,--,172,
30-Sep-2015,Southern,Oral Surgery,Acute Services,4,11,8,8,5,,,--,--,--,--,--,36,
30-Sep-2015,Southern,Other,Acute Services,44,27,2,4,5,,,--,--,--,--,--,82,
30-Sep-2015,Southern,Pain Management,Acute Services,68,71,101,54,398,,,--,--,--,--,--,692,
30-Sep-2015,Southern,Rheumatology,Acute Services,113,127,84,0,0,,,--,--,--,--,--,324,
30-Sep-2015,Southern,T & O Surgery,Acute Services,204,197,255,135,427,,,--,--,--,--,--,1218,
30-Sep-2015,Southern,Thoracic Medicine,Acute Services,11,0,0,0,0,,,--,--,--,--,--,11,
30-Sep-2015,Southern,Urology,Acute Services,210,132,108,67,325,,,--,--,--,--,--,842,
30-Sep-2015,Western,Cardiology,Acute Services,76,50,11,1,0,,,--,--,--,--,--,138,
30-Sep-2015,Western,ENT,Acute Services,143,134,227,100,380,,,--,--,--,--,--,984,
30-Sep-2015,Western,General Medicine,Acute Services,917,403,24,2,1,,,--,--,--,--,--,1347,
30-Sep-2015,Western,General Surgery,Acute Services,507,322,352,184,796,,,--,--,--,--,--,2161,
30-Sep-2015,Western,GP Other,Acute Services,102,47,0,0,0,,,--,--,--,--,--,149,
30-Sep-2015,Western,Gynaecology,Acute Services,255,156,167,76,182,,,--,--,--,--,--,836,
30-Sep-2015,Western,Ophthalmology,Acute Services,381,413,236,22,1,,,--,--,--,--,--,1053,
30-Sep-2015,Western,Oral Surgery,Acute Services,165,84,30,8,21,,,--,--,--,--,--,308,
30-Sep-2015,Western,Pain Management,Acute Services,93,68,93,68,82,,,--,--,--,--,--,404,
30-Sep-2015,Western,T & O Surgery,Acute Services,275,331,360,187,1552,,,--,--,--,--,--,2705,
30-Sep-2015,Western,Urology,Acute Services,287,131,114,73,222,,,--,--,--,--,--,827,
31-Dec-2015,Belfast,General Surgery,Acute Services,706,634,503,250,1974,,,--,--,--,--,--,4067,
31-Dec-2015,Belfast,Urology,Acute Services,764,293,265,94,1283,,,--,--,--,--,--,2699,
31-Dec-2015,Belfast,T & O Surgery,Acute Services,467,1627,1459,864,4671,,,--,--,--,--,--,9088,
31-Dec-2015,Belfast,ENT,Acute Services,322,330,272,121,1206,,,--,--,--,--,--,2251,
31-Dec-2015,Belfast,Ophthalmology,Acute Services,749,917,495,188,399,,,--,--,--,--,--,2748,
31-Dec-2015,Belfast,Oral Surgery,Acute Services,80,123,87,37,56,,,--,--,--,--,--,383,
31-Dec-2015,Belfast,Restorative Dentistry,Acute Services,31,34,8,0,9,,,--,--,--,--,--,82,
31-Dec-2015,Belfast,Paediatric Dentistry,Acute Services,47,69,52,13,12,,,--,--,--,--,--,193,
31-Dec-2015,Belfast,Neurosurgery,Acute Services,98,67,19,3,2,,,--,--,--,--,--,189,
31-Dec-2015,Belfast,Plastic Surgery,Acute Services,105,113,97,38,384,,,--,--,--,--,--,737,
31-Dec-2015,Belfast,Cardiac Surgery,Acute Services,94,83,63,44,52,,,--,--,--,--,--,336,
31-Dec-2015,Belfast,Paediatric Surgery,Acute Services,76,130,109,45,317,,,--,--,--,--,--,677,
31-Dec-2015,Belfast,Thoracic Surgery,Acute Services,36,10,3,2,2,,,--,--,--,--,--,53,
31-Dec-2015,Belfast,Anaesthetics,Acute Services,27,24,12,8,58,,,--,--,--,--,--,129,
31-Dec-2015,Belfast,Pain Management,Acute Services,161,234,191,100,526,,,--,--,--,--,--,1212,
31-Dec-2015,Belfast,General Medicine,Acute Services,7,1,1,1,3,,,--,--,--,--,--,13,
31-Dec-2015,Belfast,Gastroenterology,Acute Services,632,479,423,92,286,,,--,--,--,--,--,1912,
31-Dec-2015,Belfast,Endocrinology,Acute Services,9,1,2,1,3,,,--,--,--,--,--,16,
31-Dec-2015,Belfast,Cardiology,Acute Services,336,328,158,51,150,,,--,--,--,--,--,1023,
31-Dec-2015,Belfast,Dermatology,Acute Services,24,25,29,19,68,,,--,--,--,--,--,165,
31-Dec-2015,Belfast,Thoracic Medicine,Acute Services,5,1,1,0,0,,,--,--,--,--,--,7,
31-Dec-2015,Belfast,Nephrology,Acute Services,47,31,1,0,1,,,--,--,--,--,--,80,
31-Dec-2015,Belfast,Neurology,Acute Services,87,50,21,1,1,,,--,--,--,--,--,160,
31-Dec-2015,Belfast,Rheumatology,Acute Services,1,3,1,0,3,,,--,--,--,--,--,8,
31-Dec-2015,Belfast,Paediatrics,Acute Services,56,61,34,5,2,,,--,--,--,--,--,158,
31-Dec-2015,Belfast,Paediatric Neurology,Acute Services,26,14,2,9,6,,,--,--,--,--,--,57,
31-Dec-2015,Belfast,Gynaecology,Acute Services,260,353,280,118,467,,,--,--,--,--,--,1478,
31-Dec-2015,Belfast,GP Other,Acute Services,3,3,0,0,1,,,--,--,--,--,--,7,
31-Dec-2015,Belfast,Forensic Psychiatry,Mental Health,2,0,0,0,0,,,--,--,--,--,--,2,
31-Dec-2015,Belfast,Radiology,Acute Services,11,6,2,0,12,,,--,--,--,--,--,31,
31-Dec-2015,Northern,General Surgery,Acute Services,1127,729,394,65,181,,,--,--,--,--,--,2496,
31-Dec-2015,Northern,Urology,Acute Services,184,142,142,39,98,,,--,--,--,--,--,605,
31-Dec-2015,Northern,ENT,Acute Services,234,218,129,37,39,,,--,--,--,--,--,657,
31-Dec-2015,Northern,Pain Management,Acute Services,127,84,132,61,60,,,--,--,--,--,--,464,
31-Dec-2015,Northern,General Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,Northern,Gastroenterology,Acute Services,715,543,424,7,1,,,--,--,--,--,--,1690,
31-Dec-2015,Northern,Cardiology,Acute Services,87,91,67,5,0,,,--,--,--,--,--,250,
31-Dec-2015,Northern,Dermatology,Acute Services,114,46,1,0,0,,,--,--,--,--,--,161,
31-Dec-2015,Northern,Thoracic Medicine,Acute Services,35,3,0,0,0,,,--,--,--,--,--,38,
31-Dec-2015,Northern,Gynaecology,Acute Services,341,254,154,68,116,,,--,--,--,--,--,933,
31-Dec-2015,Northern,GP Other,Acute Services,92,163,88,7,6,,,--,--,--,--,--,356,
31-Dec-2015,South Eastern,General Surgery,Acute Services,818,464,368,137,1115,,,--,--,--,--,--,2902,
31-Dec-2015,South Eastern,Urology,Acute Services,246,132,43,19,137,,,--,--,--,--,--,577,
31-Dec-2015,South Eastern,T & O Surgery,Acute Services,17,11,6,3,0,,,--,--,--,--,--,37,
31-Dec-2015,South Eastern,ENT,Acute Services,75,46,12,2,18,,,--,--,--,--,--,153,
31-Dec-2015,South Eastern,Ophthalmology,Acute Services,157,215,127,29,15,,,--,--,--,--,--,543,
31-Dec-2015,South Eastern,Oral Surgery,Acute Services,55,32,14,3,37,,,--,--,--,--,--,141,
31-Dec-2015,South Eastern,Plastic Surgery,Acute Services,171,211,151,83,687,,,--,--,--,--,--,1303,
31-Dec-2015,South Eastern,Paediatric Surgery,Acute Services,18,41,35,5,5,,,--,--,--,--,--,104,
31-Dec-2015,South Eastern,Pain Management,Acute Services,51,67,27,1,2,,,--,--,--,--,--,148,
31-Dec-2015,South Eastern,General Medicine,Acute Services,495,248,160,93,633,,,--,--,--,--,--,1629,
31-Dec-2015,South Eastern,Gastroenterology,Acute Services,0,1,4,1,33,,,--,--,--,--,--,39,
31-Dec-2015,South Eastern,Haematology (Clinical),Acute Services,8,1,0,0,0,,,--,--,--,--,--,9,
31-Dec-2015,South Eastern,Cardiology,Acute Services,72,59,13,8,7,,,--,--,--,--,--,159,
31-Dec-2015,South Eastern,Dermatology,Acute Services,65,42,1,0,0,,,--,--,--,--,--,108,
31-Dec-2015,South Eastern,Thoracic Medicine,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,South Eastern,Neurology,Acute Services,2,0,1,0,0,,,--,--,--,--,--,3,
31-Dec-2015,South Eastern,Rheumatology,Acute Services,2,1,0,0,0,,,--,--,--,--,--,3,
31-Dec-2015,South Eastern,Paediatrics,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,South Eastern,Geriatric Medicine,Elderly Care,27,1,0,0,0,,,--,--,--,--,--,28,
31-Dec-2015,South Eastern,Gynaecology,Acute Services,172,156,117,79,454,,,--,--,--,--,--,978,
31-Dec-2015,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,Southern,General Surgery,Acute Services,958,581,269,50,354,,,--,--,--,--,--,2212,
31-Dec-2015,Southern,Urology,Acute Services,195,183,117,31,365,,,--,--,--,--,--,891,
31-Dec-2015,Southern,T & O Surgery,Acute Services,243,271,190,87,486,,,--,--,--,--,--,1277,
31-Dec-2015,Southern,ENT,Acute Services,318,160,42,3,0,,,--,--,--,--,--,523,
31-Dec-2015,Southern,Ophthalmology,Acute Services,73,104,68,0,0,,,--,--,--,--,--,245,
31-Dec-2015,Southern,Oral Surgery,Acute Services,11,5,1,1,2,,,--,--,--,--,--,20,
31-Dec-2015,Southern,Pain Management,Acute Services,29,105,97,40,470,,,--,--,--,--,--,741,
31-Dec-2015,Southern,General Medicine,Acute Services,4,2,1,0,0,,,--,--,--,--,--,7,
31-Dec-2015,Southern,Gastroenterology,Acute Services,401,285,101,7,46,,,--,--,--,--,--,840,
31-Dec-2015,Southern,Haematology (Clinical),Acute Services,30,0,0,0,0,,,--,--,--,--,--,30,
31-Dec-2015,Southern,Cardiology,Acute Services,206,186,147,73,105,,,--,--,--,--,--,717,
31-Dec-2015,Southern,Dermatology,Acute Services,185,184,91,4,2,,,--,--,--,--,--,466,
31-Dec-2015,Southern,Thoracic Medicine,Acute Services,14,0,0,0,0,,,--,--,--,--,--,14,
31-Dec-2015,Southern,Medical Oncology,Acute Services,6,0,0,0,0,,,--,--,--,--,--,6,
31-Dec-2015,Southern,Neurology,Acute Services,10,3,1,0,0,,,--,--,--,--,--,14,
31-Dec-2015,Southern,Rheumatology,Acute Services,122,104,70,1,0,,,--,--,--,--,--,297,
31-Dec-2015,Southern,Gynaecology,Acute Services,233,153,68,24,24,,,--,--,--,--,--,502,
31-Dec-2015,Southern,Obstetrics (Ante Natal),Acute Services,1,0,0,0,0,,,--,--,--,--,--,1,
31-Dec-2015,Southern,GP Other,Acute Services,72,15,2,0,0,,,--,--,--,--,--,89,
31-Dec-2015,Southern,Clinical Oncology,Acute Services,31,0,0,0,0,,,--,--,--,--,--,31,
31-Dec-2015,Southern,Other,Acute Services,23,42,5,0,1,,,--,--,--,--,--,71,
31-Dec-2015,Western,General Surgery,Acute Services,514,386,304,125,999,,,--,--,--,--,--,2328,
31-Dec-2015,Western,Urology,Acute Services,282,165,141,63,226,,,--,--,--,--,--,877,
31-Dec-2015,Western,T & O Surgery,Acute Services,297,397,326,210,1767,,,--,--,--,--,--,2997,
31-Dec-2015,Western,ENT,Acute Services,166,193,142,65,468,,,--,--,--,--,--,1034,
31-Dec-2015,Western,Ophthalmology,Acute Services,380,472,232,48,57,,,--,--,--,--,--,1189,
31-Dec-2015,Western,Oral Surgery,Acute Services,198,102,26,7,25,,,--,--,--,--,--,358,
31-Dec-2015,Western,Pain Management,Acute Services,73,73,98,55,139,,,--,--,--,--,--,438,
31-Dec-2015,Western,General Medicine,Acute Services,836,326,18,2,0,,,--,--,--,--,--,1182,
31-Dec-2015,Western,Cardiology,Acute Services,66,38,8,5,1,,,--,--,--,--,--,118,
31-Dec-2015,Western,Gynaecology,Acute Services,220,211,125,46,278,,,--,--,--,--,--,880,
31-Dec-2015,Western,GP Other,Acute Services,85,59,7,0,0,,,--,--,--,--,--,151,
31-Mar-2016,Belfast,General Surgery,Acute Services,969,626,512,301,1920,,,--,--,--,--,--,4328,
31-Mar-2016,Belfast,Urology,Acute Services,683,347,275,96,1152,,,--,--,--,--,--,2553,
31-Mar-2016,Belfast,T & O Surgery,Acute Services,611,1568,1432,786,2640,,,--,--,--,--,--,7037,
31-Mar-2016,Belfast,ENT,Acute Services,406,351,296,166,1188,,,--,--,--,--,--,2407,
31-Mar-2016,Belfast,Ophthalmology,Acute Services,1003,1000,508,205,383,,,--,--,--,--,--,3099,
31-Mar-2016,Belfast,Oral Surgery,Acute Services,99,107,85,51,105,,,--,--,--,--,--,447,
31-Mar-2016,Belfast,Restorative Dentistry,Acute Services,31,52,4,2,2,,,--,--,--,--,--,91,
31-Mar-2016,Belfast,Paediatric Dentistry,Acute Services,41,67,41,30,21,,,--,--,--,--,--,200,
31-Mar-2016,Belfast,Neurosurgery,Acute Services,90,81,46,9,3,,,--,--,--,--,--,229,
31-Mar-2016,Belfast,Plastic Surgery,Acute Services,84,87,114,58,196,,,--,--,--,--,--,539,
31-Mar-2016,Belfast,Cardiac Surgery,Acute Services,72,75,63,18,5,,,--,--,--,--,--,233,
31-Mar-2016,Belfast,Paediatric Surgery,Acute Services,117,121,115,81,232,,,--,--,--,--,--,666,
31-Mar-2016,Belfast,Thoracic Surgery,Acute Services,35,15,7,1,0,,,--,--,--,--,--,58,
31-Mar-2016,Belfast,Anaesthetics,Acute Services,18,34,27,7,41,,,--,--,--,--,--,127,
31-Mar-2016,Belfast,Pain Management,Acute Services,82,183,228,116,429,,,--,--,--,--,--,1038,
31-Mar-2016,Belfast,General Medicine,Acute Services,5,0,3,0,2,,,--,--,--,--,--,10,
31-Mar-2016,Belfast,Gastroenterology,Acute Services,981,764,421,191,318,,,--,--,--,--,--,2675,
31-Mar-2016,Belfast,Endocrinology,Acute Services,6,1,0,0,0,,,--,--,--,--,--,7,
31-Mar-2016,Belfast,Cardiology,Acute Services,260,267,236,101,86,,,--,--,--,--,--,950,
31-Mar-2016,Belfast,Dermatology,Acute Services,31,33,19,8,88,,,--,--,--,--,--,179,
31-Mar-2016,Belfast,Thoracic Medicine,Acute Services,10,3,0,0,0,,,--,--,--,--,--,13,
31-Mar-2016,Belfast,Nephrology,Acute Services,42,23,0,1,0,,,--,--,--,--,--,66,
31-Mar-2016,Belfast,Neurology,Acute Services,108,98,87,24,2,,,--,--,--,--,--,319,
31-Mar-2016,Belfast,Rheumatology,Acute Services,5,9,3,0,4,,,--,--,--,--,--,21,
31-Mar-2016,Belfast,Paediatrics,Acute Services,63,58,20,2,1,,,--,--,--,--,--,144,
31-Mar-2016,Belfast,Paediatric Neurology,Acute Services,14,11,17,5,16,,,--,--,--,--,--,63,
31-Mar-2016,Belfast,Gynaecology,Acute Services,267,364,255,160,462,,,--,--,--,--,--,1508,
31-Mar-2016,Belfast,GP Other,Acute Services,5,0,0,2,1,,,--,--,--,--,--,8,
31-Mar-2016,Belfast,Forensic Psychiatry,Mental Health,1,1,1,0,0,,,--,--,--,--,--,3,
31-Mar-2016,Belfast,Radiology,Acute Services,16,8,3,0,6,,,--,--,--,--,--,33,
31-Mar-2016,Northern,General Surgery,Acute Services,1352,1120,414,92,215,,,--,--,--,--,--,3193,
31-Mar-2016,Northern,Urology,Acute Services,247,105,97,79,128,,,--,--,--,--,--,656,
31-Mar-2016,Northern,ENT,Acute Services,212,274,185,77,107,,,--,--,--,--,--,855,
31-Mar-2016,Northern,Pain Management,Acute Services,179,252,103,51,135,,,--,--,--,--,--,720,
31-Mar-2016,Northern,Gastroenterology,Acute Services,738,853,422,1,0,,,--,--,--,--,--,2014,
31-Mar-2016,Northern,Cardiology,Acute Services,80,69,63,7,1,,,--,--,--,--,--,220,
31-Mar-2016,Northern,Dermatology,Acute Services,81,43,0,0,0,,,--,--,--,--,--,124,
31-Mar-2016,Northern,Thoracic Medicine,Acute Services,11,0,0,0,0,,,--,--,--,--,--,11,
31-Mar-2016,Northern,Gynaecology,Acute Services,287,264,179,72,138,,,--,--,--,--,--,940,
31-Mar-2016,Northern,GP Other,Acute Services,90,165,104,10,4,,,--,--,--,--,--,373,
