HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
SA06J,Myelodysplastic Syndrome with CC Score 2-4,"6,845",813,"3,659",.,.,"1,440",.,.,.,.,.,.,.,.,.,"1,956","3,313"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,"1,220","4,824",.,"3,295",715,.,.,.,.,.,.,.,.,.,"1,100","4,061"
SA07G,Myeloproliferative Disorder with CC Score 7+,"4,995",.,.,.,"5,438","4,584",.,.,.,.,.,.,.,.,.,.,"4,795"
SA07H,Myeloproliferative Disorder with CC Score 4-6,"2,849","1,663","9,804",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,415"
SA07J,Myeloproliferative Disorder with CC Score 0-3,"4,420",764,"6,685",.,"3,295",.,.,.,.,.,"4,406",.,.,.,.,"1,651","4,820"
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+","1,405","2,814",.,.,"7,698",.,.,.,"2,255",.,"7,030","1,047",.,"5,177",.,"2,201","3,629"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5","1,271","2,235","1,580","1,718","1,856",.,.,.,.,.,"3,652","1,696",.,"2,511",.,"2,175","2,042"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2","2,490","1,013","3,428",.,"2,268","2,143",.,.,.,.,"1,833","1,481",.,.,.,"1,752","1,846"
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,.,"6,118",.,"4,084","10,846","3,693",.,"4,321",.,.,.,.,.,.,"1,859","4,395"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,"1,815","3,863","3,995","4,369","1,644","1,838","2,374",.,"2,255",.,"1,428","2,637",.,"3,348",.,"2,295","2,610"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,"2,214","1,585","1,427","2,597","2,031","2,234","4,748",.,"1,973","1,439","1,797","1,121",.,"3,586",.,"1,689","1,876"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,"1,417","1,396","1,646","2,112","1,418","1,430","1,583",.,"1,167",.,"1,191","1,084","2,443","2,127",.,"1,343","1,467"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,"1,399",795,"1,733","1,814","1,077",904,.,.,752,.,"1,054","1,057",.,"2,009",.,"1,401","1,313"
SA12G,Thrombocytopenia with CC Score 8+,"5,501",.,"6,956",.,"10,209",.,.,.,"4,134",.,.,.,.,.,.,"1,467","6,339"
SA12H,Thrombocytopenia with CC Score 5-7,.,"1,072","1,601","4,536","7,908",.,.,.,.,.,"1,081",.,814,.,.,"1,100","2,464"
SA12J,Thrombocytopenia with CC Score 2-4,"2,630","2,248","2,316",.,"1,149","1,497",.,.,.,.,.,.,.,"2,260",.,"1,100","1,955"
SA12K,Thrombocytopenia with CC Score 0-1,.,"2,026","2,362",.,"3,295","2,026",.,.,.,.,.,"1,047",.,"1,004",.,856,"1,998"
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","2,160",.,"1,622","2,033","1,104",644,"1,055",.,742,.,.,"1,057",814,"1,871",.,890,"1,295"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,701,.,.,.,.,701
SA14Z,"Plasma Exchanges, 2 to 9","10,420",.,"4,535",.,.,.,.,.,.,.,.,"7,740",.,.,.,.,"6,613"
SA15Z,"Plasma Exchanges, 10 to 19","14,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,067"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+","2,191",.,"3,800","3,629","4,608",.,.,.,.,.,.,"2,350",.,"2,511",.,.,"3,438"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2","3,045",.,"2,545",.,.,.,.,.,.,.,"3,858","1,966",.,.,.,.,"2,824"
SA18Z,Bone Marrow Harvest,.,.,.,.,.,.,.,.,.,.,.,"13,270",.,.,.,.,"13,270"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,"9,859",.,"3,594",.,.,.,.,.,.,.,.,.,.,"2,029","7,667"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,"15,861",.,.,.,.,.,.,.,.,.,.,.,.,"1,100","14,016"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"2,869",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,869"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,"1,479",.,.,.,.,.,.,.,.,.,.,"2,934","1,964"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,.,"25,580",.,.,.,"6,330",.,.,.,"3,858",.,.,.,.,"1,834","16,335"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,.,"3,835","11,286",.,"1,318",.,.,.,.,.,.,.,.,"12,943",.,"9,781","9,332"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,"2,497",813,"10,780",.,.,.,"1,583",.,752,.,.,.,.,"2,511",.,"5,717","7,331"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,"3,330","1,146","16,982","9,525","9,226",.,.,.,.,.,.,.,.,"1,506",.,"4,528","10,986"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,"1,942",714,"10,243",.,"10,024",.,.,.,.,.,.,.,.,.,.,.,"9,180"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"10,258",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,258"
SA30A,Plasma Cell Disorders with CC Score 11+,"6,105","6,382","9,285","8,164","10,215",.,"10,703",.,.,.,.,.,.,.,.,"2,201","7,739"
SA30B,Plasma Cell Disorders with CC Score 8-10,"6,660",.,"6,673",.,"20,100",.,"5,763",.,"1,503",.,.,"1,632",.,.,.,"2,089","7,022"
SA30C,Plasma Cell Disorders with CC Score 5-7,"3,746","3,215","5,614","4,536","11,313",.,.,.,.,.,.,.,.,.,.,"3,973","5,602"
SA30D,Plasma Cell Disorders with CC Score 2-4,"2,220","3,136","4,622",.,"3,099",.,.,.,"2,630","2,517",.,.,.,.,.,"2,090","3,746"
SA30E,Plasma Cell Disorders with CC Score 0-1,"13,320","8,929","4,998",.,"2,793","1,939",.,.,.,.,.,.,.,.,.,"1,559","4,619"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","7,955","9,411",.,.,"13,447",.,"17,285",.,.,.,.,.,.,.,.,.,"11,385"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14","4,383","15,001","6,708",.,"6,261",.,.,.,"15,783",.,"13,211","2,022",.,.,.,"4,720","6,970"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9","2,754","5,500","6,855","13,127","10,191","3,747","12,212",.,.,.,.,"2,075",.,.,.,"3,819","5,455"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5","1,879","4,948","6,317","6,804","6,344","4,821",.,.,"6,855",.,"1,439",.,.,.,.,"2,997","5,477"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","2,173","2,997","4,393",.,"5,198","3,570",.,.,.,.,.,"5,712",.,.,.,"1,520","3,844"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","1,568","4,788","4,067","1,718","3,448","4,821",.,.,.,.,.,"2,254",.,"3,481",.,"2,384","3,618"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+","2,775",.,.,.,"1,634",.,.,.,.,.,.,.,.,.,.,"1,467","1,959"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","7,770",.,.,907,.,.,.,.,.,.,.,.,.,.,.,"1,100","3,259"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","4,717","3,253","4,670",.,"1,318","1,506",.,.,.,.,.,.,.,.,.,.,"3,828"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","1,665",.,"5,020",.,"3,295",603,.,.,.,.,.,.,.,.,.,734,"3,815"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"1,969",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,969"
SA35A,Agranulocytosis with CC Score 13+,"4,995",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,995"
SA35B,Agranulocytosis with CC Score 9-12,"2,497",.,.,"7,030","12,521",.,.,.,.,.,.,.,.,.,.,"1,467","5,507"
SA35C,Agranulocytosis with CC Score 5-8,"2,550","1,220","1,860","3,271","3,295","1,318",.,.,.,.,.,"2,038",.,"2,511",.,"2,189","2,341"
SA35D,Agranulocytosis with CC Score 2-4,"2,714","1,349","3,084","4,277","1,762","2,260","3,165",.,.,.,"3,858","1,287",.,"6,026",.,"2,048","2,514"
SA35E,Agranulocytosis with CC Score 0-1,"1,761","2,427","2,732","2,188",.,603,.,.,.,.,.,.,.,"2,511",.,"1,630","1,999"
SA37Z,Sickle Cell Anaemia without Crisis,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
UZ01Z,Data Invalid for Grouping,"5,321","3,918","3,956","2,752","3,116","3,004",.,"8,416",.,"8,272","3,062","4,310","16,693","5,952",.,"3,695","3,946"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions","2,028","1,516","1,751","2,683","1,588","1,385",.,"2,063",.,"2,158","1,895","1,942","2,443","3,602",.,"1,541","1,848"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions","3,804","2,551","4,579","4,271","2,408","2,650","6,986","3,312","2,896","6,258","1,760","3,657","3,664","6,504",.,"2,662","3,368"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions","3,088","3,057","2,023","5,539","2,372","3,162","8,066","6,164","2,915","6,869",.,"4,402","9,636","10,189",.,"2,555","3,909"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions","4,321","2,182","6,572","4,869","2,224","4,757","4,760","4,841","5,675","10,654",848,"6,082","8,448",.,.,"3,808","4,998"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8","3,842","1,356",.,.,"3,219",603,.,.,.,.,.,"5,361",.,"5,919",.,"3,546","3,783"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8","5,048","4,971",.,.,"3,889","4,215",.,.,"4,225",.,.,"8,587",.,.,.,"4,874","5,510"
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8","6,215","3,462",.,.,"2,983",.,.,"13,485","1,594",.,.,"6,746",.,"5,872",.,"4,052","5,140"
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8","9,130",.,.,"21,756",.,.,.,.,"13,583",.,"2,038","10,520",.,.,.,.,"11,012"
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","6,226",.,.,"10,613","5,056",.,.,.,.,.,.,"6,848",.,"4,562",.,"4,331","5,861"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18","5,483",.,.,"3,028","5,081",.,.,.,.,.,.,"7,340",.,.,.,"4,674","6,127"
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18","6,564",.,.,.,"5,635",603,.,.,.,.,.,"8,594",.,.,.,"7,701","7,768"
VA12D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18","7,963",.,.,.,"5,907",.,.,.,.,.,.,"7,556",.,.,.,"5,804","6,954"
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29","7,101",.,.,.,"4,712",.,.,.,.,.,.,"8,203",.,.,.,"2,826","6,408"
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29","8,049",.,.,.,"5,653",.,.,.,.,.,.,"9,519",.,.,.,"2,833","7,840"
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29","5,721",.,.,.,"9,092",.,.,.,.,.,.,"10,842",.,.,.,"6,517","8,691"
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,"13,923",.,.,.,"4,685","10,228"
VA14A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,378","4,378"
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44","6,460",.,.,.,.,.,.,.,.,.,.,"9,480",.,.,.,"2,434","7,467"
VA14D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,"10,467",.,.,.,.,"10,467"
VA15A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,063","6,063"
VA15B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,727","9,727"
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",.,.,.,.,.,.,.,.,.,.,.,"20,132",.,.,.,.,"20,132"
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45","4,963",.,.,.,.,.,.,.,.,.,.,"54,183",.,.,.,.,"37,776"
WA01W,"Manifestations of HIV or AIDS, with CC Score of 1+",.,.,.,.,"1,634",.,.,.,.,.,.,.,.,.,.,.,"1,634"
WA02Z,Disorders of Immunity without HIV or AIDS,.,"1,084",.,.,.,.,.,.,.,.,.,.,.,"1,506",.,.,"1,190"
WA03A,Septicaemia with CC Score 4+,"14,430","1,766",858,"2,721","4,738",.,"6,269",.,"3,102","7,552",.,"12,508","3,257","18,531",.,"5,352","5,024"
WA03B,Septicaemia with CC Score 2-3,"4,086","3,476","3,148","4,425","3,506","3,578","3,591",.,"4,336","7,552",.,"2,239","5,836","4,243",.,"2,635","3,393"
WA03C,Septicaemia with CC Score 0-1,"2,531","2,390","3,148","3,591","2,678","2,094","3,052","3,578","2,738","4,855","1,433","2,058","5,700","4,291",.,"2,127","2,572"
WA04Z,Acute Febrile Illness with length of stay 4 days or less,"1,233",942,"1,967","3,177","1,414",861,"2,110",.,"1,127",.,"1,081","1,399","1,425","1,553",.,899,"1,226"
WA05Z,Pyrexia of Unknown Origin with length of stay 5 days or more,"4,541","3,113","3,741","3,175","2,646","2,260","5,508",.,.,"5,395","2,138","5,025","4,072","6,862",.,"3,819","3,850"
WA06A,Other Viral Illness with CC Score 2+,"2,220","1,572",.,"4,989","2,287",.,"2,638",.,"2,405",.,"2,122","2,907",.,"1,004",.,.,"2,499"
WA06B,Other Viral Illness with CC Score 1,"2,092","1,452","1,851","2,721","1,585","1,443","3,429",.,"1,315",.,"2,326","1,375",.,"4,796",.,"1,705","1,816"
WA06C,Other Viral Illness with CC Score 0,"1,438","1,211","1,572","1,915","1,264",987,"1,658",.,"1,059",.,"1,719","1,276",.,"1,897",.,"1,390","1,364"
WA07Z,Complex Infectious Diseases,"3,573","3,738",.,.,"2,628",.,"9,047",.,.,.,.,"7,604",.,.,.,.,"5,099"
WA08Z,Malaria,"2,630",.,.,.,.,904,.,.,.,.,.,"2,438",.,.,.,.,"2,217"
WA09A,Other Non-Viral Infections with CC Score 3+,.,.,.,.,"3,921",.,.,.,"4,509",.,"2,748","29,388",.,.,.,"3,877","7,010"
WA09B,Other Non-Viral Infections with CC Score 1-2,"3,565","1,271","1,456","8,205","1,856",.,.,.,"3,758",.,"3,099","3,940",.,"8,849",.,"2,714","3,291"
WA09C,Other Non-Viral Infections with CC Score 0,"2,629","1,926","2,322","2,828","1,959","1,125",.,.,"4,121",.,"3,263","4,729",.,"2,009",.,"2,737","2,741"
WA10Z,Other Infections (Genito-Urinary Medicine),"2,357","1,550",.,.,.,.,.,.,.,.,.,"5,537",.,.,.,"1,632","2,769"
WA11A,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 4+",877,"2,033","3,547","3,175",.,"4,218",.,.,.,.,"7,023",.,"13,843",.,.,"3,484","4,632"
WA11B,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 2-3","1,695","1,265","1,507","1,512","1,439",770,"1,583",.,"1,161","1,439","1,150","1,294",.,"1,291",.,"1,009","1,279"
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",453,415,531,474,333,318,528,.,392,.,368,386,407,518,.,360,405
WA12A,"Complications of Procedures, with CC Score 3+","8,879","6,178",.,"9,571","6,932","2,569",.,"4,609","3,758","7,552",.,"11,345","7,465","8,860",.,"7,757","7,420"
WA12B,"Complications of Procedures, with CC Score 2","5,910","4,638","4,462","4,425","4,325","2,525",.,"12,098","4,134","7,193",.,"3,795",.,"10,440",.,"2,996","4,833"
WA12C,"Complications of Procedures, with CC Score 1","3,810","2,753","3,231","4,984","2,856","2,372",.,"5,697",752,.,"3,265","4,056",.,"4,732",.,"2,884","3,447"
WA12D,"Complications of Procedures, with CC Score 0","2,087","2,458","2,174","2,478","2,034","1,849",.,"5,269","2,698",.,"2,279","2,307",.,"3,243",.,"2,081","2,302"
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,404,442,605,573,420,.,.,.,.,.,.,639,.,647,.,481,543
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,.,.,708,573,356,.,.,.,.,.,.,519,.,575,.,388,515
WA15V,Respite Care with length of stay 4 days or less,.,.,.,.,.,.,.,.,.,.,734,.,.,.,.,"1,467","1,100"
WA16W,"Shock or Anaphylaxis, with CC Score of 1+",.,"1,193",.,.,654,"1,808",.,.,.,.,.,.,.,.,.,.,"1,208"
WA16Y,"Shock or Anaphylaxis, with CC Score of 0",438,599,.,454,.,.,.,.,.,.,.,306,.,.,.,.,472
WA17A,Neoplasm Related Admission with CC Score 3+,"8,597","4,187","12,615",.,"6,759",.,"1,583",.,"5,637","11,868",.,.,"2,850",.,.,"9,346","6,791"
WA17B,Neoplasm Related Admission with CC Score 2,"4,765","4,616","6,736","4,476","3,182",.,"10,304",.,752,.,"1,439",.,.,.,.,"2,882","4,685"
WA17C,Neoplasm Related Admission with CC Score 1,"2,916","3,743","4,009",.,"7,161",.,.,.,"3,629",.,"4,003",.,.,.,.,"3,208","3,674"
WA17D,Neoplasm Related Admission with CC Score 0,"2,173","2,346","2,435","2,185","2,142","2,135",.,.,.,.,"2,157","1,623",.,.,.,"1,883","2,211"
WA18A,"Admission for Unexplained Symptoms with Interventions, with CC Score 2+","2,630","1,626","11,069","10,130","5,228","4,595",.,.,"1,439",.,.,"3,994",.,.,.,"3,755","5,500"
WA18B,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1","1,876","3,617","3,500","4,126","1,631","2,799",.,.,"3,693",.,"2,375","2,201",.,"1,370",.,"4,109","2,781"
WA18C,"Admission for Unexplained Symptoms without Interventions, with CC Score 5+","4,383",.,"4,226","30,390",.,.,.,.,.,"7,912",.,.,"26,872","12,052",.,"10,637","12,937"
WA18D,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4","5,786","3,651","4,445","6,070","2,428","10,902",.,.,"3,785","4,984","3,359","2,698","6,514","17,762",.,"2,614","4,868"
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2","2,073","1,955","2,720","2,815","2,019","1,610","2,398",.,"2,209","2,980","2,215","2,107","4,479","3,935",.,"2,015","2,296"
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0","1,654","1,503","1,535","1,741","1,396","1,281","2,704",.,"1,525","2,158","1,129","1,623",.,"3,012",.,"1,375","1,585"
WA19Z,Abnormal Findings without Diagnosis,"2,272","1,431","1,745","2,149","1,432","1,375","1,055",.,"1,127","2,158","1,397","1,654","2,443","2,056",.,"1,449","1,641"
WA20Z,"Examination, Follow-Up or Special Screening","1,996","2,284","1,699","1,638","1,677",.,.,.,.,.,"1,081","1,487",.,"2,575",.,"1,328","1,725"
WA21Z,Other Procedures or Health Care Problems,.,.,"2,724",.,.,.,.,"1,137",.,.,.,"2,418",.,.,.,.,"2,307"
WA22A,"Other Specified Admissions or Counselling, with CC Score 4+","7,183","7,455","12,098","7,874","1,887","1,407",.,.,"4,257","7,768",.,"1,377","9,655","8,878",.,"4,352","6,682"
WA22B,"Other Specified Admissions or Counselling, with CC Score 2-3","4,212","1,937","3,425","8,406","2,512","4,152","2,901",.,"3,393","4,694","2,122","1,879","7,247","5,600",.,"2,606","3,549"
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1","2,419","1,762","2,614","2,578","1,727","1,897","2,696",.,"1,867","3,177","2,532","1,506","4,479","2,685",.,"1,725","2,028"
WA23A,"Falls without Specific Cause, with CC Score 4+",.,.,.,.,"4,350","7,385",.,.,"2,630","15,105",.,"1,377",.,.,.,.,"6,170"
WA23B,"Falls without Specific Cause, with CC Score 2-3",.,.,"1,933",.,"1,634","1,467",.,.,"3,164","3,956",.,.,.,.,.,"1,836","2,130"
WA23C,"Falls without Specific Cause, with CC Score 0-1","2,522",813,"2,754",.,"2,124","2,712",.,.,.,"2,877","2,122",716,.,"5,055",.,"1,446","2,201"
WA24A,Procedures on the Lymphatic System with CC Score 1+,"8,666",.,"7,070",.,"1,634",.,.,.,.,.,"14,982",.,.,"19,139",.,"4,288","8,740"
WA24B,Procedures on the Lymphatic System with CC Score 0,"2,006",.,"7,969",.,"4,613",.,.,.,.,.,.,"6,770",.,.,.,.,"6,504"
YQ01A,"Multiple or Revisional, Open Repair of Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"20,549",.,.,.,.,"20,549"
YQ02Z,Open Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"7,624",.,.,.,.,"7,624"
YQ03A,Open Repair of Abdominal Aortic Aneurysm with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"11,038",.,.,.,.,"11,038"
YQ03B,Open Repair of Abdominal Aortic Aneurysm with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,"9,335",.,.,.,.,"9,335"
YQ04A,"Multiple Open Procedures on Aorta or Abdominal Blood Vessels, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"8,608",.,.,.,.,"8,608"
YQ04B,"Multiple Open Procedures on Aorta or Abdominal Blood Vessels, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"11,001",.,.,.,.,"11,001"
YQ05A,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"11,054",.,.,.,.,"11,054"
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3","14,707",.,.,.,.,.,.,.,.,.,.,"12,023",.,.,.,.,"12,917"
YQ10B,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 7-10,"10,634",.,.,.,.,.,.,.,.,.,.,"8,468",.,.,.,.,"9,190"
YQ10C,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 4-6,"9,655",.,.,.,.,.,.,.,.,.,.,"5,999",.,.,.,.,"7,044"
YQ10D,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 0-3,"14,707",.,.,.,.,.,.,.,.,.,.,"8,132",.,.,.,.,"8,789"
YQ11A,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,"9,707",.,.,.,.,"9,707"
YQ11B,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"9,571",.,.,.,.,"9,571"
YQ11C,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"10,771",.,.,.,.,"10,771"
YQ12A,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,"8,704",.,.,.,.,"8,704"
YQ12B,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 7-10,.,.,.,.,.,.,.,.,.,.,.,"9,263",.,.,.,.,"9,263"
YQ12C,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,"8,741",.,.,.,"7,422",.,.,.,.,.,.,"5,850",.,.,.,.,"6,180"
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,"8,154",.,.,.,"3,760","1,882",.,.,.,.,.,"6,993",.,.,.,.,"6,850"
YQ13B,Bypass to Tibial Arteries with CC Score 0-6,.,.,.,.,.,.,.,.,.,.,.,"12,631",.,.,.,.,"12,631"
YQ20A,Amputation of Multiple Limbs with CC Score 10+,.,.,.,.,"14,356",.,.,.,.,.,.,"14,322",.,.,.,.,"14,339"
YQ20B,Amputation of Multiple Limbs with CC Score 0-9,"11,989",.,.,.,"12,735",.,.,.,.,.,.,"16,944",.,.,.,.,"15,798"
YQ21B,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 0-9",.,.,.,.,.,.,.,.,.,.,.,"10,179",.,.,.,.,"10,179"
YQ22A,Amputation of Single Limb with CC Score 10+,"33,917",.,.,.,.,.,.,"19,797",.,.,.,"16,260",.,.,.,.,"21,558"
YQ22B,Amputation of Single Limb with CC Score 0-9,"14,088",.,.,.,"9,416",.,.,"15,580",.,.,.,"8,663",.,.,.,"3,355","9,338"
YQ23A,"Multiple Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 8+","13,260",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,260"
YQ23B,"Multiple Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"5,806",.,.,.,.,"5,806"
YQ24A,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"9,997",.,.,.,.,"9,997"
YQ24B,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"15,132",.,.,.,.,"15,132"
YQ25A,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"17,456",.,.,.,.,"17,456"
