HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
SA07G,Myeloproliferative Disorder with CC Score 7+,.,.,"3,927",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,927"
SA07J,Myeloproliferative Disorder with CC Score 0-3,.,.,"3,394",.,.,.,.,.,.,.,.,.,.,502,.,.,"2,430"
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"4,119",.,.,.,"6,132","4,790"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,714,707,.,.,.,.,.,.,.,.,"1,258",.,.,.,"3,382","1,784"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2","1,112","2,143",.,.,"3,402",.,.,.,.,.,.,"2,785",.,.,.,"1,879","1,938"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,"1,371",.,.,.,.,.,"3,658",.,.,"1,430",.,.,.,"1,834","1,933"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,667,401,773,.,374,"1,997",.,"2,000","1,098",.,.,"1,053",.,647,.,"1,787","1,071"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,"1,315",721,"1,049",.,"1,314","1,472",.,.,.,"1,003",.,.,.,632,.,"2,882","1,007"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,.,405,.,.,"3,069",603,.,.,.,898,.,438,.,502,.,"1,048",667
SA12G,Thrombocytopenia with CC Score 8+,555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
SA12H,Thrombocytopenia with CC Score 5-7,"3,885",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,857","2,871"
SA12J,Thrombocytopenia with CC Score 2-4,555,.,.,.,.,.,.,.,.,.,.,"1,804",.,.,.,367,820
SA12K,Thrombocytopenia with CC Score 0-1,.,.,"2,328",.,.,.,.,.,.,.,.,.,.,.,.,611,"1,040"
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",438,"1,282","1,546","1,145",595,301,.,697,472,.,.,668,.,502,.,472,785
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",953,.,.,.,.,734,.,.,.,.,.,"1,242",.,.,.,.,"1,063"
SA14Z,"Plasma Exchanges, 2 to 9",.,.,.,.,.,.,.,.,.,.,.,"6,312",.,.,.,.,"6,312"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,"3,095",.,"3,327",.,.,.,.,.,.,"1,801",.,.,.,"4,313","2,952"
SA18Z,Bone Marrow Harvest,.,.,"4,289",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,289"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,"9,899",.,"8,567",.,.,.,.,.,.,.,.,.,.,.,"9,733"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,"19,256",.,.,.,.,.,.,.,.,.,.,.,.,"5,318","14,610"
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,"4,060",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,060"
SA25G,Acute Myeloid Leukaemia with CC Score 12+,.,.,.,.,"25,702",.,"13,715",.,.,.,.,.,.,.,.,.,"19,708"
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,.,"16,033",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,033"
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,.,.,"19,934",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,934"
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,.,"18,209",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,209"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,.,"13,730",.,.,.,.,.,.,.,.,.,.,.,.,"1,345","11,774"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,.,.,"15,380",.,.,.,.,.,.,.,.,.,.,.,.,"2,288","14,811"
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",.,.,"15,285",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,285"
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"26,873",.,.,.,.,"26,873"
SA28A,"Peripheral Blood Stem Cell Transplant, Allogeneic, 19 years and over",.,.,"25,276",.,.,.,.,.,.,.,.,.,.,.,.,.,"25,276"
SA28B,"Peripheral Blood Stem Cell Transplant, Allogeneic, 18 years and under",.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
SA30B,Plasma Cell Disorders with CC Score 8-10,.,.,"7,652",.,"13,180",.,.,.,"5,853",.,.,.,.,.,.,.,"8,398"
SA30C,Plasma Cell Disorders with CC Score 5-7,.,"3,572",.,.,"5,931",.,.,.,.,.,.,.,.,.,.,.,"4,751"
SA30D,Plasma Cell Disorders with CC Score 2-4,"1,110","2,143","2,061",.,.,.,.,"9,055",.,.,.,.,.,.,.,"1,834","2,798"
SA30E,Plasma Cell Disorders with CC Score 0-1,555,.,"4,601",.,.,.,.,.,.,.,.,.,.,.,.,"1,100","3,631"
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+","1,355",.,.,.,"19,111",.,.,.,.,.,.,.,.,.,.,"6,549","3,267"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,"5,715",.,.,"27,679",.,.,.,.,.,.,.,.,.,.,.,"16,697"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",832,"3,945","11,391",.,.,.,.,.,.,.,.,.,.,"1,004",.,"5,895","4,977"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",666,"3,000","10,771",.,"6,631",.,.,.,.,.,.,.,.,"1,506",.,"1,826","4,501"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3","3,191","1,916","4,898",.,"5,009",.,.,.,.,"2,810",.,429,.,.,.,"1,674","3,424"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","2,442","2,308","3,943","9,674","3,903",.,.,.,.,.,.,"3,793",.,.,.,"2,069","3,244"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6","1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,665"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4","2,497",.,"9,495",.,.,.,.,.,.,.,.,.,.,.,.,"2,751","6,059"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","1,110",.,"4,618",.,"2,636",.,.,.,.,.,.,.,.,.,.,"1,100","2,663"
SA33Z,Diagnostic Bone Marrow Extraction,.,.,827,.,.,.,.,.,.,.,.,"1,350",.,.,.,.,"1,088"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"5,176",.,.,.,.,.,.,.,.,"2,040",.,.,.,.,"2,388"
SA35C,Agranulocytosis with CC Score 5-8,.,"1,429",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,467","1,448"
SA35D,Agranulocytosis with CC Score 2-4,.,407,"1,640","1,145",.,.,.,.,.,.,.,.,.,.,.,.,801
SA35E,Agranulocytosis with CC Score 0-1,457,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,586
SB97Z,Same Day Chemotherapy Admission or Attendance,.,357,710,.,.,.,.,.,.,.,.,"1,185",.,.,.,.,713
UZ01Z,Data Invalid for Grouping,"2,384","1,377","2,957","1,522","1,453","1,268",.,"3,478",.,"1,978",.,"2,159",.,906,.,"1,775","2,442"
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",.,.,.,.,.,.,.,588,.,.,.,"2,383",.,.,.,400,"1,423"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",.,.,.,.,.,.,.,588,.,.,.,"5,008",.,.,.,.,"2,798"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with No Interventions",.,.,.,.,"1,752","1,310",.,"5,880",.,.,.,.,.,.,.,"2,402","1,778"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",.,.,.,.,"10,036",.,.,.,.,.,.,"2,727",.,.,.,.,"6,382"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,600","3,600"
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18","5,433",.,.,.,.,.,.,.,.,.,.,"3,728",.,.,.,"2,224","3,167"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"6,189",.,.,.,.,"6,189"
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",.,.,.,.,.,.,.,.,.,.,.,"5,148",.,.,.,"2,633","3,890"
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,"3,139",.,.,.,.,"3,139"
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304","3,304"
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",.,.,.,.,.,.,.,.,.,.,.,"15,545",.,.,.,.,"15,545"
WA02Z,Disorders of Immunity without HIV or AIDS,.,.,"3,441",.,.,.,.,.,.,.,.,"3,489",.,502,.,.,"1,983"
WA03B,Septicaemia with CC Score 2-3,"1,534","1,657","11,490",.,.,.,"3,693",.,.,"2,220",.,"7,643",.,.,.,367,"3,192"
WA03C,Septicaemia with CC Score 0-1,"1,840","1,374","1,637",.,"2,992",.,.,.,.,.,.,.,.,.,.,"1,650","1,700"
WA04Z,Acute Febrile Illness with length of stay 4 days or less,.,493,872,.,.,.,.,.,.,.,.,.,.,.,.,767,602
WA05Z,Pyrexia of Unknown Origin with length of stay 5 days or more,"5,698","2,500",.,.,.,.,.,.,.,.,.,"3,698",.,.,.,.,"3,898"
WA06A,Other Viral Illness with CC Score 2+,555,.,"3,645",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,615"
WA06B,Other Viral Illness with CC Score 1,.,.,"2,575",454,.,.,.,.,.,.,.,.,.,.,.,"3,301","2,342"
WA06C,Other Viral Illness with CC Score 0,"1,665",.,"1,235",.,"1,977",.,.,.,.,.,.,.,.,.,.,"2,663","1,739"
WA08Z,Malaria,.,.,.,.,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,035"
WA09B,Other Non-Viral Infections with CC Score 1-2,762,.,"3,779",.,"4,613",.,.,.,.,.,.,.,.,.,.,.,"3,052"
WA09C,Other Non-Viral Infections with CC Score 0,"1,311",748,"1,449",.,.,.,.,.,.,"1,173",.,.,.,.,.,.,"1,351"
WA10Z,Other Infections (Genito-Urinary Medicine),.,"1,854",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,339","2,597"
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,707,.,576,.,.,.,.,.,.,.,.,.,.,367,563
WA12A,"Complications of Procedures, with CC Score 3+",.,.,"2,010",.,.,.,.,"11,531",.,.,.,.,.,.,.,.,"4,607"
WA12B,"Complications of Procedures, with CC Score 2",457,"1,612","1,702",.,876,"3,749",.,"11,661",.,.,.,"9,594",.,.,.,.,"3,012"
WA12C,"Complications of Procedures, with CC Score 1",.,"1,019","3,040",.,"1,347","1,428",.,"6,344",376,.,.,"3,195",.,"3,296",.,"2,430","2,920"
WA12D,"Complications of Procedures, with CC Score 0","1,798","2,548","1,661","4,294","2,659","1,280",.,"3,301",.,876,.,"3,291",.,"2,754",.,"3,212","2,546"
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,528,509,631,676,499,392,528,608,376,510,433,760,.,718,.,527,602
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,525,505,604,604,497,415,528,589,.,556,.,676,.,656,.,546,587
WA16W,"Shock or Anaphylaxis, with CC Score of 1+",.,.,.,.,.,.,.,.,.,.,.,"2,776",.,.,.,544,"1,660"
WA17A,Neoplasm Related Admission with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"1,795",.,.,.,.,"1,795"
WA17B,Neoplasm Related Admission with CC Score 2,"1,311","1,220",.,.,"1,862",.,.,.,.,.,.,"1,795",.,.,.,.,"1,547"
WA17C,Neoplasm Related Admission with CC Score 1,"1,725",813,"2,779",.,.,603,.,.,.,.,.,"2,763",.,647,.,"1,664","2,115"
WA17D,Neoplasm Related Admission with CC Score 0,"1,829",748,"1,511","1,915","2,063",.,.,.,.,.,.,"1,582",.,.,.,"1,162","1,657"
WA18A,"Admission for Unexplained Symptoms with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"3,896",.,.,.,.,"3,896"
WA18B,"Admission for Unexplained Symptoms with Interventions, with CC Score 0-1",.,"7,601","1,208",.,"3,596",.,.,.,.,.,.,.,.,.,.,.,"4,135"
WA18D,"Admission for Unexplained Symptoms without Interventions, with CC Score 3-4",.,.,.,"1,361",.,.,.,.,"1,879",.,.,.,.,.,.,734,"1,324"
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",657,"1,459","2,384",454,.,395,.,"6,357",.,.,.,"2,344",.,"3,013",.,.,"2,006"
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",438,841,"1,508",.,770,355,.,"2,361",.,.,.,"1,581",.,"1,506",.,"1,497","1,237"
WA19Z,Abnormal Findings without Diagnosis,"1,156",.,889,"2,163","1,095",.,.,.,.,.,.,567,.,"1,051",.,"1,467","1,164"
WA20Z,"Examination, Follow-Up or Special Screening","1,221",994,"1,899",964,"1,530",.,528,.,671,.,.,"1,053",.,"1,194",.,822,"1,295"
WA21Z,Other Procedures or Health Care Problems,"1,980",.,"1,439","1,657",.,"1,467",.,"7,600",.,.,.,"1,344",.,.,.,"4,178","2,117"
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1",565,.,668,.,.,.,.,.,.,.,.,"1,906",.,"7,081",.,.,"1,923"
WA23C,"Falls without Specific Cause, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,414,.,.,.,.,414
WA24A,Procedures on the Lymphatic System with CC Score 1+,"1,652",.,"2,100",.,.,"3,017",.,.,.,.,.,.,.,.,.,"2,547","2,295"
WA24B,Procedures on the Lymphatic System with CC Score 0,.,"1,429","4,473",.,"2,222",.,.,.,.,"2,424",.,"3,412",.,"2,774",.,"1,659","3,722"
YQ01B,"Multiple or Revisional, Open Repair of Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,"9,879",.,.,.,.,"9,879"
YQ02Z,Open Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"19,991",.,.,.,.,"19,991"
YQ03A,Open Repair of Abdominal Aortic Aneurysm with CC Score 6+,.,.,.,.,"4,890",.,.,.,.,.,.,"7,983",.,.,.,.,"7,674"
YQ03B,Open Repair of Abdominal Aortic Aneurysm with CC Score 0-5,.,.,"1,944",.,"4,585",.,.,.,.,.,.,"6,612",.,.,.,"1,279","6,230"
YQ04A,"Multiple Open Procedures on Aorta or Abdominal Blood Vessels, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"9,784",.,.,.,.,"9,784"
YQ04B,"Multiple Open Procedures on Aorta or Abdominal Blood Vessels, with CC Score 0-3",.,.,.,.,"3,380",.,.,.,.,.,.,"8,136",.,.,.,.,"7,607"
YQ05A,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 4+",.,.,.,.,.,.,.,.,.,"4,340",.,"10,104",.,.,.,.,"8,951"
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3",.,.,"5,792",.,.,.,.,.,.,"7,651",.,"7,824",.,.,.,.,"7,136"
YQ10B,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 7-10,.,.,.,.,.,.,.,.,.,.,.,"7,904",.,.,.,.,"7,904"
YQ10C,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"8,734",.,.,.,.,"8,734"
YQ10D,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 0-3,.,.,.,.,"5,815",.,.,.,.,.,.,"7,562",.,.,.,.,"7,500"
YQ11A,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,"20,105",.,.,.,.,"20,105"
YQ11B,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"5,843",.,.,.,.,"5,843"
YQ11C,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 0-3",.,.,.,.,"3,810",.,.,.,.,.,.,"5,768",.,.,.,.,"5,628"
YQ12A,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 11+,.,.,.,.,.,.,.,.,.,.,.,"9,552",.,.,.,.,"9,552"
YQ12B,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 7-10,.,.,.,.,.,.,.,.,.,.,.,"8,210",.,.,.,.,"8,210"
YQ12C,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,"7,232",.,.,.,"6,505",.,.,.,.,.,.,"7,148",.,.,.,.,"7,140"
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,"6,341","1,903","4,267",.,"5,177",.,.,.,.,.,.,"6,395",.,.,.,"3,185","6,148"
YQ13B,Bypass to Tibial Arteries with CC Score 0-6,.,.,.,.,"5,006",.,.,.,.,.,.,"9,148",.,.,.,.,"8,458"
YQ14Z,"Open Treatment of Primary or Recurrent, Bilateral Varicose Veins","2,165",.,.,"1,587","2,122",.,.,.,.,.,.,"2,408",.,"2,705",.,.,"2,227"
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,"2,165",.,.,.,.,.,.,.,.,.,.,"2,157",.,"2,924",.,.,"2,353"
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,"2,165","2,926",.,"1,472","1,623","2,319",.,.,.,.,.,"1,930",.,"2,559",.,.,"2,203"
YQ20A,Amputation of Multiple Limbs with CC Score 10+,.,.,.,.,"15,664",.,.,.,.,.,.,"20,476",.,.,.,.,"18,070"
YQ20B,Amputation of Multiple Limbs with CC Score 0-9,.,.,.,.,"10,586",.,.,.,.,.,.,"14,877",.,.,.,.,"14,447"
YQ21B,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 0-9",.,.,.,.,"21,791",.,.,.,.,.,.,"12,870",.,.,.,.,"13,862"
YQ22A,Amputation of Single Limb with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"4,169",.,.,.,.,"4,169"
YQ22B,Amputation of Single Limb with CC Score 0-9,"9,596",.,.,.,"9,718",.,.,.,.,.,.,"6,752",.,.,.,"4,864","7,134"
YQ23B,"Multiple Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 0-7",.,.,.,.,"6,709",.,.,.,.,.,.,"4,226",.,.,.,.,"4,581"
YQ24B,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"10,329",.,.,.,.,"10,329"
YQ25A,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"7,965",.,.,.,.,"7,965"
YQ25B,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,"6,385",.,.,.,.,"6,385"
YQ26A,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 8+","10,579",.,.,.,.,.,.,"9,272",.,.,.,"5,655",.,.,.,.,"7,069"
YQ26B,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 5-7","7,534",.,.,.,"4,591",.,.,"4,184",.,.,.,"3,772",.,.,.,.,"4,176"
YQ26C,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4","3,928",.,.,.,"3,259",.,.,"3,418",.,.,.,"3,679",.,.,.,"1,985","3,518"
YQ30Z,Multiple Open Procedures on Carotid Artery or Blood Vessels of Upper Limbs,.,.,.,.,.,.,.,.,.,.,.,"4,062",.,.,.,.,"4,062"
YQ31A,Single Open Procedure on Carotid Artery with CC Score 5+,"6,288",.,.,.,"5,198",.,.,.,.,.,.,"5,034",.,.,.,.,"5,117"
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,"5,455",.,.,.,"3,507",.,.,.,.,.,.,"4,690",.,.,.,.,"4,646"
YQ32A,Single Open Procedure on Blood Vessel or Upper Limb with CC Score 5+,.,.,.,.,"1,406",.,.,.,.,.,.,.,.,.,.,.,"1,406"
YQ32B,Single Open Procedure on Blood Vessel or Upper Limb with CC Score 0-4,.,.,.,.,"2,645",.,.,.,.,.,.,"4,480",.,.,.,"5,293","4,054"
YQ40Z,Sympathectomy,.,.,"1,965",.,.,.,.,.,.,.,.,"2,913",.,.,.,.,"2,879"
YQ41Z,Open Operations on Other or Unspecified Blood Vessels,.,.,.,.,"2,490",.,.,.,.,"4,614",.,"6,839",.,.,.,"2,352","4,627"
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures","2,015",.,"3,341",.,"1,851",.,.,.,.,.,.,.,.,"3,812",.,.,"3,077"
YQ50B,Peripheral Vascular Disorders with CC Score 11-14,.,.,.,.,.,.,.,.,.,.,.,"5,025",.,.,.,.,"5,025"
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,935,.,"1,160",.,"5,787","2,410",.,.,.,.,.,"3,855",.,.,.,.,"1,589"
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,"2,264","1,326","1,633",.,.,395,.,"1,790",.,.,.,"3,476",.,.,.,"6,406","2,976"
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,"2,826","2,524","1,235",.,"2,957","1,186",.,"2,277",.,.,.,"2,791",.,"2,037",.,.,"2,524"
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,972,"1,969",702,.,"1,924","1,076",.,"1,504",.,.,.,"2,667",.,"3,192",.,"4,943","1,847"
YQ51C,Deep Vein Thrombosis with CC Score 6-8,.,"4,183",.,.,"5,931",.,.,.,.,.,.,.,.,.,.,.,"4,766"
YQ51D,Deep Vein Thrombosis with CC Score 3-5,877,.,"2,307",.,.,.,.,.,.,.,.,.,.,.,.,"1,100","1,538"
YQ51E,Deep Vein Thrombosis with CC Score 0-2,438,"1,220",730,.,"1,583",.,.,"2,705",.,.,.,.,.,.,.,490,"1,250"
YR01Z,Complex Endovascular Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"28,793",.,.,.,.,"28,793"
YR02Z,Endovascular Repair of Thoracoabdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"31,668",.,.,.,.,"31,668"
YR03Z,Complex Endovascular Repair of Abdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,"17,062",.,.,.,.,"17,062"
YR04Z,Endovascular Repair of Abdominal Aortic Aneurysm,.,.,.,.,"6,369",.,.,.,.,.,.,"16,443",.,.,.,.,"15,382"
YR10B,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"3,634",.,.,.,.,"3,634"
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,.,.,"3,056",.,.,.,.,.,.,.,.,"5,564",.,.,.,.,"4,880"
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,"2,650",.,"5,512",.,.,.,.,.,.,"4,465",.,.,.,.,"4,395"
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,"3,872",.,.,.,"3,540",.,.,.,.,.,.,"3,783",.,.,.,.,"3,770"
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,.,.,.,.,.,.,.,.,.,.,.,"6,606",.,.,.,.,"6,606"
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,"2,900",.,.,.,.,.,.,.,.,"6,243",.,.,.,.,"5,986"
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"9,748",.,.,.,.,"9,748"
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"5,614",.,.,.,.,"5,614"
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+","3,872",.,"3,878",.,.,.,.,.,.,.,.,"7,857",.,.,.,.,"6,264"
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5","4,329",.,"3,730",.,.,.,.,.,.,.,.,"5,525",.,.,.,.,"4,794"
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2","4,101",.,"3,656",.,"1,909",.,.,.,.,.,.,"4,708",.,.,.,.,"4,302"
YR20Z,Percutaneous Transluminal Embolisation of Aneurysm of Blood Vessel,.,.,.,.,.,.,.,.,.,.,.,"13,003",.,.,.,.,"13,003"
YR21A,Percutaneous Transluminal Embolisation of Blood Vessel with CC Score 3+,.,.,"4,472",.,"3,158",.,.,.,.,.,.,"8,617",.,.,.,.,"5,867"
YR21B,Percutaneous Transluminal Embolisation of Blood Vessel with CC Score 0-2,.,.,"4,075",.,.,.,.,.,.,.,.,"5,778",.,.,.,.,"5,516"
YR22B,Inferior Vena Cava Filter Procedures with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,"5,918",.,.,.,.,"5,918"
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,"2,165",.,"2,459",.,.,.,.,.,.,.,.,"6,925",.,.,.,.,"3,293"
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"3,527",.,.,.,.,"3,527"
YR24A,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 2+,.,.,"3,314",.,"1,406",.,.,.,.,.,.,"3,957",.,.,.,.,"3,061"
YR24B,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"6,649",.,.,.,.,"6,649"
YR25Z,Arteriography,"3,872",.,"2,252",.,"1,747",.,.,.,.,.,.,"2,061",.,.,.,"1,179","2,181"
YR26Z,Venography,.,.,"1,836",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,836"
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins","2,165",.,.,.,"1,629",.,.,.,.,.,.,.,.,.,.,.,"1,897"
