QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q2,July to September,2014/15,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,475",0,"1,089",422,"1,511","1,511",33.8,33.8,587,166,16.8,"2,212",49.4,"1,386","6,692","6,900","4,160",0,"1,056",422,"1,479","1,479",35.5,35.5,"1,976",47.5,"15,370",271,"40,048",104,"1,453","4,080",35.6
Q2,July to September,2014/15,NI,Northern Ireland,-,Finalised,"251,771",224,"57,962","55,719","113,681","113,905",45.2,45.2,"29,748","5,987",14.2,"102,044",40.5,"53,177","291,428","291,428","222,700",224,"46,503","55,022","101,525","101,749",45.6,45.7,"88,741",39.8,"724,084",308,"1,840,498",121,"99,159","216,227",45.9
Q3,October to December,2014/15,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,420",12,"2,411","2,022","4,433","4,445",52.7,52.8,476,662,13.5,"2,801",33.3,"1,235","8,430","8,352","7,138",12,"1,534","2,022","3,556","3,568",49.8,50.0,"2,459",34.5,"20,160",354,"54,111",132,"3,360","6,909",48.6
Q3,October to December,2014/15,95BB,Ards,arc21 (pre April 2015),Finalised,"9,864",4,"1,524","1,404","2,928","2,931",29.7,29.7,53,391,4.5,"6,489",65.8,"3,655","13,002","14,020","9,091",4,"1,464","1,404","2,868","2,872",31.6,31.6,"5,795",63.7,"32,431",280,"78,924",115,"2,869","8,709",32.9
Q3,October to December,2014/15,95CC,Armagh,SWaMP2008,Finalised,"6,588",22,"1,566","1,103","2,669","2,691",40.5,40.8,"2,294",0,34.8,"1,584",24.0,914,"9,632","9,632","5,926",22,"1,293",986,"2,278","2,300",38.4,38.8,"1,474",24.9,"21,784",272,"60,820",97,"2,295","5,733",40.0
Q3,October to December,2014/15,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,613",2,"1,576","1,648","3,224","3,226",42.3,42.4,407,83,6.4,"3,898",51.2,"2,204","10,156","10,104","7,036",2,"1,305","1,648","2,953","2,954",42.0,42.0,"3,622",51.5,"25,564",275,"65,221",108,"2,901","6,746",43.0
Q3,October to December,2014/15,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,539",0,659,335,993,993,28.1,28.1,303,72,10.6,"2,171",61.3,"1,260","5,094","5,094","3,182",0,582,335,917,917,28.8,28.8,"1,916",60.2,"11,781",270,"31,922",100,915,"3,085",29.7
Q3,October to December,2014/15,95FF,Banbridge,SWaMP2008,Finalised,"5,771",0,"1,537","1,881","3,418","3,418",59.2,59.2,"1,979",88,35.8,286,5.0,118,"7,915","7,915","5,314",0,"1,325","1,757","3,082","3,082",58.0,58.0,271,5.1,"18,847",282,"49,160",108,"3,081","5,232",58.9
Q3,October to December,2014/15,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"37,205",8,"9,811","3,638","13,448","13,456",36.1,36.2,"9,286",178,25.4,"13,960",37.5,"9,002","43,218","42,858","31,071",8,"8,978","3,495","12,473","12,481",40.1,40.2,"10,894",35.1,"124,130",250,"283,166",110,"11,804","29,926",39.4
Q3,October to December,2014/15,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"4,638",0,"1,009",571,"1,580","1,580",34.1,34.1,100,128,4.9,"2,829",61.0,"1,711","6,691","6,639","4,027",0,734,571,"1,305","1,305",32.4,32.4,"2,505",62.2,"16,490",244,"39,114",103,"1,304","3,930",33.2
Q3,October to December,2014/15,95II,Castlereagh,arc21 (pre April 2015),Finalised,"7,236",7,"1,411","1,289","2,701","2,708",37.3,37.4,26,131,2.2,"4,292",59.3,"2,419","10,900","10,822","6,707",7,"1,165","1,289","2,454","2,461",36.6,36.7,"4,017",59.9,"28,366",236,"68,388",98,"2,459","6,272",39.2
Q3,October to December,2014/15,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,608",0,"1,826",905,"2,731","2,731",35.9,35.9,"1,005",267,16.7,"3,604",47.4,"2,197","9,458","9,900","6,756",0,"1,558",905,"2,463","2,463",36.5,36.5,"3,119",46.2,"24,735",273,"59,217",114,"2,454","6,559",37.4
Q3,October to December,2014/15,95KK,Cookstown,SWaMP2008,Finalised,"5,155",0,"1,194",885,"2,078","2,078",40.3,40.3,913,57,18.8,"2,104",40.8,927,"5,908","5,908","4,196",0,992,885,"1,877","1,877",44.7,44.7,"1,582",37.7,"13,318",315,"37,871",111,"1,834","4,147",44.2
Q3,October to December,2014/15,95LL,Craigavon,SWaMP2008,Finalised,"11,124",0,"2,967","1,628","4,594","4,594",41.3,41.3,"4,106",0,36.9,"2,391",21.5,"1,419","14,365","14,365","10,085",0,"2,552","1,628","4,179","4,179",41.4,41.4,"2,158",21.4,"37,036",272,"96,808",104,"3,715","9,554",38.9
Q3,October to December,2014/15,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,392",30,"3,753",450,"4,203","4,233",31.4,31.6,"4,778",391,38.6,"3,991",29.8,"2,818","18,423","18,215","12,296",30,"3,351",431,"3,781","3,811",30.8,31.0,"3,669",29.8,"42,084",292,"109,150",113,"3,588","11,373",31.5
Q3,October to December,2014/15,95NN,Down,arc21 (pre April 2015),Finalised,"7,663",0,"1,381",637,"2,018","2,018",26.3,26.3,441,253,9.1,"4,952",64.6,"2,942","11,604","11,414","7,271",0,"1,365",631,"1,995","1,995",27.4,27.4,"4,613",63.4,"26,862",271,"70,467",103,"1,984","6,948",28.6
Q3,October to December,2014/15,95OO,Dungannon,SWaMP2008,Finalised,"7,213",0,"1,526","1,096","2,622","2,622",36.4,36.4,39,0,0.5,"4,551",63.1,"2,571","8,536","9,611","6,752",0,"1,514","1,096","2,610","2,610",38.7,38.7,"4,107",60.8,"21,211",318,"60,084",112,"2,610","6,565",39.8
Q3,October to December,2014/15,95PP,Fermanagh,SWaMP2008,Finalised,"6,845",18,"2,076",751,"2,827","2,844",41.3,41.6,39,50,1.3,"3,901",57.0,"2,538","10,144","10,144","6,338",18,"1,723",751,"2,474","2,492",39.0,39.3,"3,757",59.3,"24,977",254,"62,985",101,"2,353","6,162",38.2
Q3,October to December,2014/15,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,551",0,"1,260",728,"1,989","1,989",43.7,43.7,146,200,7.6,"2,196",48.3,"1,210","5,173","5,121","3,857",0,826,728,"1,554","1,555",40.3,40.3,"1,968",51.0,"13,572",284,"32,307",119,"1,504","3,516",42.8
Q3,October to December,2014/15,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,062",27,"1,134",382,"1,515","1,543",37.3,38.0,860,135,24.5,"1,524",37.5,983,"6,050","5,608","3,899",27,"1,027",382,"1,409","1,436",36.1,36.8,"1,489",38.2,"12,542",311,"34,011",115,"1,391","3,798",36.6
Q3,October to December,2014/15,95SS,Lisburn,arc21 (pre April 2015),Finalised,"13,676",3,"2,709","2,626","5,335","5,338",39.0,39.0,570,264,6.1,"7,460",54.5,"3,838","18,693","18,615","12,381",3,"2,197","2,626","4,822","4,825",38.9,39.0,"6,737",54.4,"47,506",261,"123,579",100,"4,816","12,124",39.7
Q3,October to December,2014/15,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,635",0,"1,342","1,367","2,710","2,710",48.1,48.1,"1,912",123,36.1,891,15.8,468,"7,347","6,272","4,903",0,"1,046","1,367","2,413","2,413",49.2,49.2,747,15.2,"15,656",313,"46,280",106,"2,356","4,854",48.5
Q3,October to December,2014/15,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,097",0,561,296,857,857,40.9,40.9,712,60,36.8,467,22.3,292,"2,866","2,866","2,087",0,559,296,855,855,41.0,41.0,464,22.2,"6,969",300,"17,153",122,846,"2,087",40.5
Q3,October to December,2014/15,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,751",6,"2,123","1,059","3,182","3,188",29.6,29.7,575,224,7.4,"6,764",62.9,"4,047","16,012","16,012","9,359",6,"2,115","1,059","3,175","3,180",33.9,34.0,"5,450",58.2,"36,186",259,"102,519",91,"3,179","8,947",35.5
Q3,October to December,2014/15,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,380",1,"2,158","1,824","3,983","3,983",38.4,38.4,304,255,5.4,"5,749",55.4,"3,384","13,544","13,466","9,336",1,"1,704","1,795","3,498","3,499",37.5,37.5,"5,231",56.0,"34,893",268,"85,855",109,"3,492","8,825",39.6
Q3,October to December,2014/15,95XX,North Down,arc21 (pre April 2015),Finalised,"12,427",26,"3,422","1,802","5,224","5,250",42.0,42.2,59,376,3.5,"6,742",54.2,"3,657","12,930","12,930","9,788",26,"2,092","1,752","3,844","3,870",39.3,39.5,"5,505",56.2,"33,478",292,"79,331",123,"3,866","9,295",41.6
Q3,October to December,2014/15,95YY,Omagh,SWaMP2008,Finalised,"5,848",0,"1,582",884,"2,466","2,466",42.2,42.2,0,161,2.7,"3,212",54.9,"1,925","8,642","8,642","5,452",0,"1,404",884,"2,288","2,288",42.0,42.0,"2,995",54.9,"19,499",280,"52,007",105,"2,156","5,248",41.1
Q3,October to December,2014/15,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,548",0,919,182,"1,101","1,101",24.2,24.2,478,129,13.3,"2,719",59.8,"1,773","6,692","6,900","4,242",0,900,182,"1,082","1,082",25.5,25.5,"2,472",58.3,"15,391",276,"40,048",106,"1,055","4,018",26.3
Q3,October to December,2014/15,NI,Northern Ireland,-,Finalised,"223,847",165,"53,438","31,391","84,829","84,994",37.9,38.0,"31,861","4,678",16.3,"101,530",45.4,"59,506","291,428","291,428","198,491",165,"45,305","30,902","76,207","76,372",38.4,38.5,"89,015",44.8,"725,467",274,"1,840,498",108,"74,187","190,564",38.9
Q4,January to March,2014/15,95AA,Antrim,arc21 (pre April 2015),Finalised,"7,912",9,"2,350","1,621","3,971","3,980",50.2,50.3,330,808,14.4,"2,713",34.3,"1,412","8,430","8,352","6,918",9,"1,626","1,621","3,247","3,256",46.9,47.1,"2,482",35.9,"20,178",343,"54,111",128,"2,968","6,468",45.9
Q4,January to March,2014/15,95BB,Ards,arc21 (pre April 2015),Finalised,"9,805",7,"1,591","1,241","2,832","2,838",28.9,28.9,48,415,4.7,"6,504",66.3,"3,776","13,002","14,020","9,108",7,"1,532","1,241","2,773","2,779",30.4,30.5,"5,884",64.6,"32,424",281,"78,924",115,"2,775","8,830",31.4
Q4,January to March,2014/15,95CC,Armagh,SWaMP2008,Finalised,"6,269",19,"1,505",838,"2,344","2,362",37.4,37.7,"2,003",0,32.0,"1,904",30.4,"1,146","9,632","9,632","5,816",19,"1,288",817,"2,105","2,124",36.2,36.5,"1,799",30.9,"21,837",266,"60,820",96,"2,120","5,672",37.4
Q4,January to March,2014/15,95DD,Ballymena,arc21 (pre April 2015),Finalised,"6,991",1,"1,445","1,186","2,631","2,632",37.6,37.7,440,195,9.1,"3,724",53.3,"2,234","10,156","10,104","6,448",1,"1,199","1,186","2,385","2,386",37.0,37.0,"3,459",53.6,"25,568",252,"65,221",99,"2,336","6,282",37.2
Q4,January to March,2014/15,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,337",0,648,140,789,789,23.6,23.6,168,71,7.2,"2,309",69.2,"1,441","5,094","5,094","3,009",0,598,140,738,738,24.5,24.5,"2,047",68.0,"11,719",257,"31,922",94,738,"2,953",25.0
Q4,January to March,2014/15,95FF,Banbridge,SWaMP2008,Finalised,"5,440",0,"1,525","1,570","3,095","3,095",56.9,56.9,"1,922",97,37.1,326,6.0,153,"7,915","7,915","5,058",0,"1,344","1,457","2,801","2,801",55.4,55.4,314,6.2,"18,783",269,"49,160",103,"2,798","4,925",56.8
Q4,January to March,2014/15,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"37,274",16,"10,604","4,003","14,607","14,623",39.2,39.2,"7,509",235,20.8,"14,670",39.4,"9,430","43,218","42,858","29,844",16,"9,675","3,882","13,557","13,573",45.4,45.5,"10,482",35.1,"123,945",241,"283,166",105,"13,128","29,051",45.2
Q4,January to March,2014/15,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"4,497",0,"1,033",457,"1,490","1,490",33.1,33.1,287,159,9.9,"2,562",57.0,"1,578","6,691","6,639","3,918",0,745,457,"1,202","1,202",30.7,30.7,"2,299",58.7,"16,489",238,"39,114",100,"1,201","3,871",31.0
Q4,January to March,2014/15,95II,Castlereagh,arc21 (pre April 2015),Finalised,"6,855",9,"1,383",990,"2,373","2,382",34.6,34.7,19,106,1.8,"4,295",62.6,"2,533","10,900","10,822","6,315",9,"1,167",990,"2,157","2,166",34.2,34.3,"3,975",63.0,"28,409",222,"68,388",92,"2,163","6,013",36.0
Q4,January to March,2014/15,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,842",0,"1,837",594,"2,432","2,432",31.0,31.0,653,316,12.4,"4,440",56.6,"2,466","9,458","9,900","6,614",0,"1,719",594,"2,313","2,313",35.0,35.0,"3,798",57.4,"24,642",268,"59,217",112,"2,017","6,424",31.4
Q4,January to March,2014/15,95KK,Cookstown,SWaMP2008,Finalised,"4,996",0,"1,183",786,"1,969","1,969",39.4,39.4,635,47,13.7,"2,339",46.8,"1,091","5,908","5,908","4,147",0,"1,027",786,"1,814","1,814",43.7,43.7,"1,798",43.4,"13,290",312,"37,871",109,"1,755","4,076",43.0
Q4,January to March,2014/15,95LL,Craigavon,SWaMP2008,Finalised,"10,470",0,"2,832","1,015","3,847","3,847",36.7,36.7,"3,486",8,33.4,"3,083",29.4,"1,919","14,365","14,365","9,416",0,"2,442","1,013","3,455","3,455",36.7,36.7,"2,775",29.5,"37,004",254,"96,808",97,"3,122","9,023",34.6
Q4,January to March,2014/15,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,150",23,"3,784",557,"4,341","4,364",33.0,33.2,"4,996",484,41.7,"3,302",25.1,"2,407","18,423","18,215","12,252",23,"3,324",551,"3,875","3,898",31.6,31.8,"3,142",25.6,"42,185",290,"109,150",112,"3,577","11,605",30.8
Q4,January to March,2014/15,95NN,Down,arc21 (pre April 2015),Finalised,"7,224",0,"1,401",594,"1,995","1,995",27.6,27.6,419,242,9.1,"4,568",63.2,"2,777","11,604","11,414","6,739",0,"1,376",579,"1,955","1,955",29.0,29.0,"4,161",61.7,"26,758",252,"70,467",96,"1,944","6,478",30.0
Q4,January to March,2014/15,95OO,Dungannon,SWaMP2008,Finalised,"7,198",0,"1,683",846,"2,529","2,529",35.1,35.1,44,0,0.6,"4,625",64.3,"2,732","8,536","9,611","6,729",0,"1,674",846,"2,520","2,520",37.4,37.4,"4,170",62.0,"21,171",318,"60,084",112,"2,519","6,554",38.4
Q4,January to March,2014/15,95PP,Fermanagh,SWaMP2008,Finalised,"6,586",17,"2,191",443,"2,634","2,651",40.0,40.3,44,58,1.5,"3,823",58.0,"2,526","10,144","10,144","5,932",17,"1,670",443,"2,113","2,130",35.6,35.9,"3,704",62.4,"24,824",239,"62,985",94,"2,037","5,783",35.2
Q4,January to March,2014/15,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,369",0,"1,273",535,"1,808","1,809",41.4,41.4,160,192,8.0,"2,194",50.2,"1,310","5,173","5,121","3,664",0,828,535,"1,363","1,363",37.2,37.2,"1,977",54.0,"13,542",271,"32,307",113,"1,265","3,330",38.0
Q4,January to March,2014/15,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"3,893",28,"1,263",251,"1,514","1,542",38.9,39.6,834,111,24.3,"1,407",36.1,929,"6,050","5,608","3,582",28,"1,009",251,"1,259","1,287",35.2,35.9,"1,373",38.3,"12,527",286,"34,011",105,"1,248","3,483",35.8
Q4,January to March,2014/15,95SS,Lisburn,arc21 (pre April 2015),Finalised,"13,067",3,"2,611","1,836","4,447","4,450",34.0,34.1,567,381,7.3,"7,609",58.2,"4,249","18,693","18,615","11,879",3,"2,178","1,836","4,014","4,017",33.8,33.8,"6,912",58.2,"47,505",250,"123,579",96,"4,001","11,498",34.8
Q4,January to March,2014/15,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,365",0,"1,370",969,"2,338","2,338",43.6,43.6,"1,745",150,35.3,"1,131",21.1,677,"7,347","6,272","4,616",0,"1,148",969,"2,116","2,116",45.8,45.8,927,20.1,"15,655",295,"46,280",100,"2,034","4,538",44.8
Q4,January to March,2014/15,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"1,930",0,462,164,626,626,32.4,32.4,278,59,17.5,965,50.0,628,"2,866","2,866","1,702",0,431,164,595,595,34.9,34.9,808,47.4,"6,932",246,"17,153",99,551,"1,702",32.4
Q4,January to March,2014/15,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,619",4,"2,148",864,"3,012","3,016",28.4,28.4,880,191,10.1,"6,532",61.5,"3,988","16,012","16,012","9,255",4,"2,135",864,"2,999","3,003",32.4,32.5,"5,314",57.4,"36,332",255,"102,519",90,"3,002","8,879",33.8
Q4,January to March,2014/15,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,163",2,"2,273","1,452","3,725","3,727",36.7,36.7,318,347,6.5,"5,663",55.7,"3,514","13,544","13,466","9,101",2,"1,828","1,452","3,281","3,282",36.0,36.1,"5,098",56.0,"34,956",260,"85,855",106,"3,271","8,602",38.0
Q4,January to March,2014/15,95XX,North Down,arc21 (pre April 2015),Finalised,"11,687",34,"2,994","1,396","4,390","4,424",37.6,37.9,52,725,6.6,"6,487",55.5,"3,682","12,930","12,930","9,176",34,"1,761","1,341","3,103","3,137",33.8,34.2,"5,279",57.5,"33,495",274,"79,331",116,"3,130","8,833",35.4
Q4,January to March,2014/15,95YY,Omagh,SWaMP2008,Finalised,"5,846",5,"1,697",693,"2,390","2,395",40.9,41.0,0,40,0.7,"3,508",60.0,"2,131","8,642","8,642","5,460",5,"1,559",693,"2,252","2,257",41.3,41.3,"3,252",59.6,"19,423",281,"52,007",105,"2,187","5,306",41.2
Q4,January to March,2014/15,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,354",0,"1,048",59,"1,107","1,107",25.4,25.4,416,114,12.2,"2,708",62.2,"1,869","6,692","6,900","4,004",0,"1,017",59,"1,076","1,076",26.9,26.9,"2,425",60.6,"15,304",262,"40,048",100,967,"3,876",24.9
Q4,January to March,2014/15,NI,Northern Ireland,-,Finalised,"217,138",177,"54,135","25,100","79,235","79,412",36.5,36.6,"28,251","5,553",15.6,"103,392",47.6,"62,598","291,428","291,428","190,700",177,"46,300","24,766","71,067","71,244",37.3,37.4,"89,653",47.0,"724,898",263,"1,840,498",104,"68,854","184,055",37.4
Q1,April to June,2015/16,N09000001,Antrim & Newtownabbey,arc21,Provisional,"22,893",0,"5,485","6,236","11,721","11,721",51.2,51.2,704,"1,233",8.5,"9,056",39.6,"4,431","21,148",-,"20,000",0,"3,912","6,211","10,123","10,123",50.6,50.6,"7,888",39.4,"55,302",362,"139,966",143,"9,873","18,789",52.5
Q1,April to June,2015/16,N09000011,Ards & North Down,arc21,Provisional,"26,037",38,"5,279","6,193","11,472","11,510",44.1,44.2,85,"1,250",5.1,"13,192",50.7,"6,332","23,956",-,"22,525",38,"3,554","6,134","9,688","9,727",43.0,43.2,"11,493",51.0,"65,837",342,"157,931",143,"9,720","21,936",44.3
Q1,April to June,2015/16,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Provisional,"27,559",19,"6,878","7,570","14,448","14,467",52.4,52.5,"7,055",136,26.1,"5,802",21.1,"2,854","30,759",-,"25,116",19,"5,595","7,385","12,980","12,999",51.7,51.8,"5,376",21.4,"77,332",325,"205,711",122,"12,347","24,206",51.0
Q1,April to June,2015/16,N09000003,Belfast,arc21,Provisional,"42,839",34,"8,974","6,260","15,234","15,268",35.6,35.6,"7,722",102,18.3,"19,651",45.9,"11,579","50,753",-,"35,645",34,"8,160","6,195","14,355","14,389",40.3,40.4,"15,136",42.5,"145,262",245,"336,830",106,"13,795","34,808",39.6
Q1,April to June,2015/16,N09000004,Causeway Coast & Glens,NWRWMG,Provisional,"20,871",28,"5,592","3,676","9,268","9,295",44.4,44.5,"2,904",728,17.4,"7,868",37.7,"4,627","21,494",-,"17,971",28,"4,071","3,676","7,747","7,775",43.1,43.3,"6,889",38.3,"55,963",321,"142,303",126,"7,572","17,679",42.8
Q1,April to June,2015/16,N09000005,Derry City & Strabane,NWRWMG,Provisional,"18,836",21,"5,259","1,773","7,032","7,052",37.3,37.4,"4,443",972,28.7,"6,361",33.8,"4,357","22,586",-,"17,773",21,"4,370","1,773","6,143","6,164",34.6,34.7,"6,265",35.3,"57,564",309,"149,198",119,"5,874","16,923",34.7
Q1,April to June,2015/16,N09000006,Fermanagh & Omagh,No waste management group,Provisional,"14,049",3,"4,563","2,327","6,889","6,893",49.0,49.1,58,117,1.3,"6,933",49.3,"4,302","17,360",-,"12,789",3,"3,711","2,327","6,038","6,041",47.2,47.2,"6,542",51.2,"44,326",289,"114,992",111,"5,627","12,219",46.0
Q1,April to June,2015/16,N09000007,Lisburn & Castlereagh,arc21,Provisional,"19,423",10,"3,965","5,097","9,063","9,073",46.7,46.7,720,534,6.5,"8,983",46.2,"4,208","20,716",-,"17,598",10,"2,875","5,097","7,972","7,982",45.3,45.4,"8,311",47.2,"55,118",319,"138,627",127,"7,954","16,754",47.5
Q1,April to June,2015/16,N09000008,Mid & East Antrim,arc21,Provisional,"20,059",6,"4,810","5,130","9,940","9,947",49.6,49.6,889,439,6.6,"8,770",43.7,"4,404","20,644",-,"17,405",6,"3,136","5,130","8,266","8,272",47.5,47.5,"7,900",45.4,"55,594",313,"136,642",127,"8,088","16,789",48.2
Q1,April to June,2015/16,N09000009,Mid Ulster,No waste management group,Provisional,"19,963",0,"4,530","5,481","10,011","10,011",50.1,50.1,"1,865",327,11.0,"7,710",38.6,"3,821","21,330",-,"18,276",0,"4,045","5,481","9,525","9,525",52.1,52.1,"6,760",37.0,"49,846",367,"142,895",128,"9,141","17,810",51.3
Q1,April to June,2015/16,N09000010,"Newry, Mourne & Down",arc21,Provisional,"21,479",5,"4,426","3,828","8,254","8,258",38.4,38.4,"4,347",400,22.1,"8,466",39.4,"4,797","26,396",-,"19,935",5,"4,232","3,818","8,050","8,055",40.4,40.4,"7,588",38.1,"64,013",311,"175,403",114,"7,841","18,983",41.3
Q1,April to June,2015/16,NI,Northern Ireland,-,Provisional,"254,007",164,"59,760","53,571","113,331","113,495",44.6,44.7,"30,792","6,237",14.6,"102,792",40.5,"55,711","277,142",-,"225,033",164,"47,660","53,228","100,888","101,052",44.8,44.9,"90,149",40.1,"726,157",310,"1,840,498",122,"97,831","216,897",45.1
Q2,July to September,2015/16,N09000001,Antrim & Newtownabbey,arc21,Provisional,"23,336",8,"5,678","6,474","12,151","12,159",52.1,52.1,699,"1,645",10.0,"8,665",37.1,"4,090","21,148",-,"20,559",8,"3,656","6,474","10,129","10,137",49.3,49.3,"7,995",38.9,"55,415",371,"139,966",147,"9,806","19,480",50.3
Q2,July to September,2015/16,N09000011,Ards & North Down,arc21,Provisional,"27,276",30,"5,182","6,781","11,963","11,993",43.9,44.0,89,"1,450",5.6,"13,744",50.4,"6,450","23,956",-,"23,880",30,"3,480","6,742","10,222","10,252",42.8,42.9,"12,124",50.8,"65,939",362,"157,931",151,"10,246","23,416",43.8
Q2,July to September,2015/16,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Provisional,"26,702",24,"6,756","7,238","13,994","14,017",52.4,52.5,"6,815",261,26.5,"5,512",20.6,"2,845","30,759",-,"24,377",24,"5,513","7,126","12,639","12,662",51.8,51.9,"5,091",20.9,"77,529",314,"205,711",118,"11,949","23,662",50.5
Q2,July to September,2015/16,N09000003,Belfast,arc21,Provisional,"43,477",15,"10,129","6,753","16,882","16,898",38.8,38.9,"9,912",207,23.3,"16,376",37.7,"9,945","50,753",-,"36,824",15,"9,261","6,753","16,014","16,029",43.5,43.5,"12,793",34.7,"145,373",253,"336,830",109,"15,395","35,982",42.8
Q2,July to September,2015/16,N09000004,Causeway Coast & Glens,NWRWMG,Provisional,"20,890",30,"4,447","4,467","8,914","8,944",42.7,42.8,"3,448",598,19.4,"7,878",37.7,"4,316","21,494",-,"18,716",30,"3,468","4,467","7,935","7,966",42.4,42.6,"7,009",37.4,"56,067",334,"142,303",132,"7,680","18,324",41.9
Q2,July to September,2015/16,N09000005,Derry City & Strabane,NWRWMG,Provisional,"17,283",20,"3,931","1,618","5,549","5,568",32.1,32.2,"5,881",437,36.6,"5,368",31.1,"3,651","22,586",-,"16,760",20,"3,598","1,617","5,215","5,235",31.1,31.2,"5,275",31.5,"57,642",291,"149,198",112,"4,836","16,323",29.6
Q2,July to September,2015/16,N09000006,Fermanagh & Omagh,No waste management group,Provisional,"13,126",3,"4,145","2,020","6,165","6,168",47.0,47.0,24,106,1.0,"6,855",52.2,"3,974","17,360",-,"12,227",3,"3,584","2,020","5,604","5,607",45.8,45.9,"6,523",53.3,"44,389",275,"114,992",106,"6,088","12,632",48.2
Q2,July to September,2015/16,N09000007,Lisburn & Castlereagh,arc21,Provisional,"19,589",12,"3,981","5,440","9,422","9,434",48.1,48.2,735,556,6.6,"8,787",44.9,"3,959","20,716",-,"17,661",12,"2,841","5,440","8,282","8,293",46.9,47.0,"8,066",45.7,"55,263",320,"138,627",127,"8,269","17,051",48.5
Q2,July to September,2015/16,N09000008,Mid & East Antrim,arc21,Provisional,"20,685",10,"4,308","5,702","10,009","10,020",48.4,48.4,894,766,8.0,"8,995",43.5,"4,338","20,644",-,"18,260",10,"2,814","5,702","8,516","8,526",46.6,46.7,"8,173",44.8,"55,682",328,"136,642",134,"8,433","17,772",47.5
Q2,July to September,2015/16,N09000009,Mid Ulster,No waste management group,Provisional,"20,747",0,"4,598","6,111","10,709","10,709",51.6,51.6,"1,694",403,10.1,"7,901",38.1,"3,613","21,330",-,"18,918",0,"3,966","6,111","10,077","10,077",53.3,53.3,"6,915",36.6,"49,985",378,"142,895",132,"9,792","18,547",52.8
Q2,July to September,2015/16,N09000010,"Newry, Mourne & Down",arc21,Provisional,"21,481",4,"4,791","4,055","8,847","8,851",41.2,41.2,"4,399",680,23.6,"7,521",35.0,"4,244","26,396",-,"19,723",4,"4,469","4,045","8,514","8,518",43.2,43.2,"6,609",33.5,"64,144",307,"175,403",112,"8,106","19,140",42.3
