Area,Authority,ward,Type,Electoral system,Island,Region,Area type,TA Type,City Size,Progress results issued,Progress results time,Preliminary results announced,Voting papers order,Other elections were:,Poles were:,Number of documents sent,Number of documents returned unopened,Number of documents returned late,Contested wards,"Positions 
(N)","Elected unopposed 
(N)","Candidates 
(N)",Candidates per position,Electors per electable position,Voters per electable contested position,"Candidates Council sitting members 
(N)","Candidates Council sitting members 
(%)","Also candidates for Council
(N)",Sitting Mayor,Mayor/ Council members re-elected (N),"Mayor/ Council members re-elected
(%)",Council members re-elected or Mayor (N),"Council members re-elected or Mayor
(%)","Candidates (community) board members 
(N)","Candidates (community) board members 
(%)","(Community) board members elected 
(N)","(Community) board members elected 
(%)","Residential electors 
(N)","Ratepayer electors 
(N)","Ratepayer electors 
(%)","Total electors 
(N)",Population resident 2013,Electors as % of total population,Residential electors (contested wards only),Ratepayer electors (contested wards only),Total electors (Contested wards only),"Residential voters 
(N)","Residential turnout 
(%)","Ratepayer voters 
(N)","Ratepayer turnout 
(%)","Total voters 
(N)",Overall turnout (%),"Residential special votes cast 
(N)","Residential special votes cast 
(%)","Ratepayer special votes cast 
(N)","Ratepayer special votes cast 
(%)","Total special votes cast 
(N)","Total special votes cast 
(%)","Residential special votes allowed 
(N)","Residential special votes allowed 
(%)","Ratepayer special votes allowed 
(N)","Ratepayer special votes allowed 
(%)","Total special votes allowed 
(N)","Total special votes allowed 
(%)","Informal votes
(N)","Informal votes
(%)","Blank votes 
(N)","Blank votes 
(%)","Blank and informal votes 
(N)","Blank and informal votes 
(%)","Women candidates
(N)","Women candidates
(%)","Women elected
(N)","Women elected
(%)",Unfilled positions
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,HAKATARAMEA-WAIHAORUNGA,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,Contested,1,,2,2,567,357,1,50.00%,,,1,100.00%,1,,,,,,566,1,0.18%,567,837,67.70%,566,1,567,356,62.90%,1,100.00%,357,63.00%,5,1.40%,,,5,1.40%,5,100.00%,0,,5,100.00%,,,,,,,0,,,,
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,LOWER WAIHAO,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,Unopposed,1,1,1,1,592,,0,,,,,,,,,,,,589,3,0.51%,592,"1,044",56.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1,100.00%,
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,PAREORA-OTAIO-MAKIKIHI,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,Contested,2,,4,2,611,275,0,,,,,,,,,,,,"1,221",1,0.08%,"1,222","1,806",67.70%,"1,221",1,"1,222",549,45.00%,1,100.00%,550,45.00%,3,0.50%,2,200.00%,5,0.90%,2,66.70%,1,50.00%,3,60.00%,1,0.20%,2,0.40%,3,0.50%,0,,,,
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,WAIMATE,DC,FPP,s,Canterbury,Rural,District,,Y,2.05 pm,13th October 3.16 pm,Alphabetical,N/A,N/A,"5,505",59,1,Contested,4,,7,1.75,781,473,1,14.30%,,,1,25.00%,1,,,,,,"3,122",2,0.06%,"3,124","3,849",81.20%,"3,122",2,"3,124","1,889",60.50%,2,100.00%,"1,891",60.50%,19,1.00%,1,50.00%,20,1.10%,16,84.20%,1,100.00%,17,85.00%,2,0.10%,28,1.50%,30,1.60%,2,28.60%,2,50.00%,
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Canterbury,Rural,District,,,,,,,,,,,Contested,1,,2,2,"5,505","3,038",2,100.00%,1,Stood down,,,,,,,,,"5,498",7,0.13%,"5,505","7,536",73.00%,"5,498",7,"5,505","3,031",55.10%,7,100.00%,"3,038",55.20%,27,0.90%,3,42.90%,30,1.00%,23,85.20%,3,100.00%,26,86.70%,3,0.10%,105,3.50%,108,3.60%,1,50.00%,0,,
WAIPA DISTRICT,CAMBRIDGE COMMUNITY BOARD,CAMBRIDGE,CB,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Contested,4,,5,1.25,"3,155","1,151",,,,,,,,,4,80.00%,2,50.00%,"12,608",11,0.09%,"12,619","3,633",347.30%,"12,608",11,"12,619","4,595",36.40%,9,81.80%,"4,604",36.50%,34,0.70%,3,33.30%,37,0.80%,31,91.20%,1,33.30%,32,86.50%,5,0.10%,179,3.90%,184,4.00%,1,20.00%,0,,
WAIPA DISTRICT,CAMBRIDGE COMMUNITY BOARD,MAUNGATAUTARI,CB,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Unopposed,1,1,1,1,"2,492",,,,,,,,,,1,100.00%,1,100.00%,"2,491",1,0.04%,"2,492","7,734",32.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1,100.00%,
WAIPA DISTRICT,TE AWAMUTU COMMUNITY BOARD,KAKEPUKU,CB,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Unopposed,1,1,1,1,"2,337",,,,,,,,,,1,100.00%,1,100.00%,"2,332",5,0.21%,"2,337","3,735",62.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WAIPA DISTRICT,TE AWAMUTU COMMUNITY BOARD,TE AWAMUTU,CB,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Contested,4,,6,1.5,"2,476","1,110",,,,,,,,,2,33.30%,2,50.00%,"9,898",7,0.07%,"9,905","46,665",21.20%,"9,898",7,"9,905","4,435",44.80%,6,85.70%,"4,441",44.80%,40,0.90%,3,50.00%,43,1.00%,34,85.00%,3,100.00%,37,86.00%,6,0.10%,163,3.70%,169,3.80%,2,33.30%,2,50.00%,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,CAMBRIDGE,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Contested,4,,8,2,"3,155","1,151",2,25.00%,,,1,25.00%,1,,,,,,"12,608",11,0.09%,"12,619","17,709",71.30%,"12,608",11,"12,619","4,595",36.40%,9,81.80%,"4,604",36.50%,34,0.70%,3,33.30%,37,0.80%,31,91.20%,1,33.30%,32,86.50%,2,0.00%,71,1.50%,73,1.60%,4,50.00%,3,75.00%,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,KAKEPUKU,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Unopposed,1,1,1,1,"2,337",,1,100.00%,,,1,100.00%,1,,,,,,"2,332",5,0.21%,"2,337","3,633",64.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,MAUNGATAUTARI,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Contested,1,,1,1,"2,492",861,1,100.00%,,,1,100.00%,1,,,,,,"2,491",1,0.04%,"2,492","3,735",66.70%,"2,491",1,"2,492",860,34.50%,1,100.00%,861,34.60%,12,1.40%,2,200.00%,14,1.60%,12,100.00%,,,12,85.70%,,,38,4.40%,38,4.40%,0,,,,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,PIRONGIA,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Unopposed,2,2,2,1,"2,731",,1,50.00%,,,1,50.00%,1,,,,,,"5,458",4,0.07%,"5,462","7,734",70.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1,50.00%,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,TE AWAMUTU,DC,FPP,n,Waikato,Provincial,District,,Y,12.36 pm,13th October 3.38 pm,Random,N/A,N/A,"32,815",326,37,Contested,4,,12,3,"2,476","1,110",5,41.70%,,,3,75.00%,3,,,,,,"9,898",7,0.07%,"9,905","13,854",71.50%,"9,898",7,"9,905","4,435",44.80%,6,85.70%,"4,441",44.80%,40,0.90%,3,50.00%,43,1.00%,34,85.00%,3,100.00%,37,86.00%,17,0.40%,54,1.20%,71,1.60%,3,25.00%,1,25.00%,
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Waikato,Provincial,District,,,,,,,,,,,Contested,1,,4,4,"32,815","12,723",1,25.00%,,Stood down,,,,,,,,,"32,787",28,0.09%,"32,815","46,665",70.30%,"32,787",28,"32,815","12,698",38.70%,25,89.30%,"12,723",38.80%,100,0.80%,9,36.00%,109,0.90%,89,89.00%,4,44.40%,93,85.30%,11,0.10%,303,2.40%,314,2.50%,0,,,,
WAIRARAPA DHB,WAIRARAPA DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Wellington,DHB,DHB,,Y,2.30 pm,13th October 6.00 pm ,Random,,,,,,Contested,7,,13,1.86,"4,419","2,088",,,,,,,,,7,53.80%,6,85.70%,"30,935",,,"30,935","40,700",76.00%,"30,935",,"30,935","14,619",47.30%,,,"14,619",47.30%,133,0.90%,,,133,0.90%,133,100.00%,,,133,100.00%,930,6.40%,683,4.70%,"1,613",11.00%,6,46.20%,4,57.10%,
WAIROA DISTRICT,WAIROA DISTRICT COUNCIL,AT LARGE,DC,FPP,n,Hawke's Bay,Rural,District,,N,N/A,3.00 pm,Alphabetical,N/A,N/A,"5,281",61,15,Contested,6,,14,2.33,,541,6,42.90%,,,3,50.00%,3,42.90%,,,,,,,,"5,235","7,890",66.30%,,,"5,235",,,,,"3,246",62.00%,,,,,54,1.70%,,,,,,#VALUE!,15,0.50%,13,0.40%,28,0.90%,5,35.70%,3,50.00%,
WAIROA DISTRICT,WAIROA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Hawke's Bay,Rural,District,,,,,,,,,,,Contested,1,,4,4,,"3,246",1,25.00%,1,Defeated,0,0.00%,0,,,,,,,,,"5,235","7,890",66.30%,,,"5,235",,,,,"3,246",62.00%,,,,,54,1.70%,,,,,,#VALUE!,5,0.20%,42,1.30%,47,1.40%,0,,,,
WAITAKI DISTRICT,AHURIRI COMMUNITY BOARD,AT LARGE,CB,FPP,s,Otago,Provincial,District,,,,,,,,,,,Unopposed,5,3,3,0.6,180,,,,,,,,,,3,100.00%,3,60.00%,875,26,2.89%,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2
WAITAKI DISTRICT,WAIHEMO COMMUNITY BOARD,AT LARGE,CB,FPP,s,Otago,Provincial,District,,,,,,,,,,,Contested,5,,9,1.8,341,187,,,,,,,,,3,33.30%,2,40.00%,"1,684",19,1.12%,"1,703","20,826",8.20%,"1,684",19,"1,703",918,54.50%,18,94.70%,936,55.00%,,,3,16.70%,,,,,3,100.00%,,,2,0.20%,22,2.40%,24,2.60%,5,55.60%,2,40.00%,
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,AHURIRI,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,Not contested,1,,0,0,0,,,,,,,,,,,,,,,,,,"1,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,CORRIEDALE,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,Contested,2,,7,3.5,"1,530",868,0,,,,,,,,,,,,"3,046",13,0.42%,"3,059","4,530",67.50%,"3,046",13,"3,059","1,725",56.60%,10,76.90%,"1,735",56.70%,17,1.00%,3,30.00%,20,1.20%,17,100.00%,2,66.70%,19,95.00%,3,0.20%,32,1.80%,35,2.00%,2,28.60%,1,50.00%,
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,OAMARU,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,Contested,6,,12,2,"1,652",978,5,41.70%,,,4,66.70%,4,,,,,,"9,905",9,0.09%,"9,914","12,867",77.00%,"9,905",9,"9,914","5,861",59.20%,8,88.90%,"5,869",59.20%,72,1.20%,4,50.00%,76,1.30%,59,81.90%,3,75.00%,62,81.60%,11,0.20%,91,1.60%,102,1.70%,4,33.30%,2,33.30%,
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,WAIHEMO,DC,FPP,s,Otago,Provincial,District,,Y,3:00 p.m.,13th October 3.30 pm,Alphabetical,N/A,N/A,"15,577",,,Contested,1,,3,3,"1,703",936,1,33.30%,,,1,100.00%,1,,,,,,"1,684",19,1.12%,"1,703","2,211",77.00%,"1,684",19,"1,703",918,54.50%,18,94.70%,936,55.00%,,,3,16.70%,,,,,3,100.00%,,,,,20,2.10%,20,2.10%,2,66.70%,1,100.00%,
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 1,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,Unopposed,3,2,2,0.67,"2,821",,,,,,,,,,1,50.00%,1,33.30%,"8,464",,,"8,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1,33.30%,1
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 2,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,Contested,1,,3,3,"3,400","2,129",,,,,,,,,,,,,"3,400",,,"3,400",,,"3,400",,"3,400","2,129",62.60%,,,"2,129",62.60%,22,1.00%,,,22,1.00%,21,95.50%,,,21,95.50%,14,0.70%,185,8.70%,199,9.30%,1,33.30%,1,100.00%,
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 3,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,Unopposed,1,1,1,1,"1,623",,,,,,,,,,1,100.00%,1,100.00%,"1,623",,,"1,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Otago,Provincial,District,,,,,,,,,,,Contested,1,,7,7,"15,574","8,926",2,28.60%,4,Stood down,,,,,,,,,"15,510",64,0.41%,"15,574","20,826",74.80%,"15,510",64,"15,574","8,869",57.20%,57,89.10%,"8,926",57.30%,89,1.00%,14,24.60%,103,1.20%,75,84.30%,13,92.90%,88,85.40%,29,0.30%,72,0.80%,101,1.10%,2,28.60%,0,,
WAITEMATA DHB,WAITEMATA DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Auckland,DHB,DHB,,N,N/A,13th October 2.30 am,Alphabetical,N/A,N/A,,,,Contested,7,,35,5,"53,530","19,221",,,,,,,,,7,20.00%,7,100.00%,"374,713",,,"374,713","562,200",66.70%,"374,713",,"374,713","134,545",35.90%,,,"134,545",35.90%,"1,222",0.90%,,,1222,0.90%,976,79.90%,,,976,79.90%,"11,511",8.60%,"11,444",8.50%,"22,955",17.10%,10,28.60%,3,42.90%,
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,TE KUITI URBAN,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,Contested,3,,5,1.67,871,393,2,40.00%,,,2,66.70%,2,,,,,,"2,611",3,0.11%,"2,614","4,200",62.20%,"2,611",3,"2,614","1,177",45.10%,3,100.00%,"1,180",45.10%,11,0.90%,1,33.30%,12,1.00%,8,72.70%,,,8,66.70%,2,0.20%,8,0.70%,10,0.80%,1,20.00%,1,33.30%,
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,WAITOMO RURAL,DC,FPP,n,Waikato,Rural,District,,Y,12.36 pm,15th October 8.52 pm,Alphabetical,N/A,N/A,"5,682",67,5,Contested,3,,4,1.33,"1,023",432,3,75.00%,,,2,66.70%,2,,,,,,"3,051",17,0.55%,"3,068","4,710",65.10%,"3,051",17,"3,068","1,280",42.00%,15,88.20%,"1,295",42.20%,7,0.50%,1,6.70%,8,0.60%,7,100.00%,,,7,87.50%,,,,,,,1,25.00%,1,33.30%,
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Waikato,Rural,District,,,,,,,,,,,Contested,1,,2,2,"5,682","2,475",0,,1,Re-elected,1,100.00%,1,,,,,,"5,662",20,0.35%,"5,682","8,910",63.80%,"5,662",20,"5,682","2,457",43.40%,18,90.00%,"2,475",43.60%,18,0.70%,2,11.10%,20,0.80%,15,83.30%,,,15,75.00%,1,0.00%,65,2.60%,66,2.70%,0,,,,
WANGANUI DISTRICT,RURAL COMMUNITY BOARD,KAI IWI,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,Unopposed,3,3,3,1,629,,,,,,,,,,2,66.70%,2,66.70%,"1,888",,,"1,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.30%,1,33.30%,
WANGANUI DISTRICT,RURAL COMMUNITY BOARD,KAITOKE,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,Unopposed,2,2,2,1,577,,,,,,,,,,1,50.00%,1,50.00%,"1,153",,,"1,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WANGANUI DISTRICT,RURAL COMMUNITY BOARD,WHANGANUI,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,Unopposed,2,2,2,1,396,,,,,,,,,,2,100.00%,2,100.00%,791,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WANGANUI DISTRICT,WANGANUI DISTRICT COUNCIL,AT LARGE,DC,FPP,n,Manawatu-Wanganui,Provincial,District,,N,N/A,2.45 pm,Alphabetical,N/A,,"31,061",,51,Contested,12,,36,3,66,"1,513",10,27.80%,,,8,66.70%,8,61.50%,,,,,791,,,791,,,791,0,791,"18,112",2289.80%,46,,"18,158",2295.60%,316,1.70%,13,28.30%,329,1.80%,306,96.80%,10,76.90%,316,96.00%,146,0.80%,124,0.70%,270,1.50%,8,22.20%,4,33.30%,
WANGANUI DISTRICT,WANGANUI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,Contested,1,,3,3,"31,061","18,158",3,100.00%,2,Re-elected,1,100.00%,1,,,,,,"30,987",74,0.24%,"31,061","42,150",73.70%,"30,987",74,"31,061","18,112",58.50%,46,62.20%,"18,158",58.50%,316,1.70%,13,28.30%,329,1.80%,306,96.80%,10,76.90%,316,96.00%,43,0.20%,325,1.80%,368,2.00%,1,33.30%,1,100.00%,
WELLINGTON CITY,MAKARA-OHARIU COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Metro,City,l,,,,,,,,,,Unopposed,6,6,6,1,103,,,,,,,,,,5,83.30%,5,83.30%,618,1,0.16%,619,880,70.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50.00%,3,50.00%,
WELLINGTON CITY,TAWA COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,6,,7,1.17,"1,683",693,,,,,,,,,4,57.10%,4,66.70%,"10,086",11,0.11%,"10,097","15,200",66.40%,"10,086",11,"10,097","4,146",41.10%,11,100.00%,"4,157",41.20%,27,0.70%,,,27,0.60%,26,96.30%,,,26,96.30%,7,0.20%,188,4.50%,195,4.70%,2,28.60%,1,16.70%,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,EASTERN,CC,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,3,,10,3.33,"8,948","3,851",3,30.00%,,,2,66.70%,2,,,,,,"26,819",26,0.10%,"26,845","36,660",73.20%,"26,819",26,"26,845","11,530",43.00%,23,88.50%,"11,553",43.00%,261,2.30%,3,13.00%,264,2.30%,238,91.20%,2,66.70%,240,90.90%,78,0.70%,340,2.90%,418,3.60%,2,20.00%,1,33.30%,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,LAMBTON,CC,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,3,,11,3.67,"9,439","3,539",1,9.10%,,,1,33.30%,1,,,,,,"28,190",127,0.45%,"28,317","43,197",65.60%,"28,190",127,"28,317","10,514",37.30%,104,81.90%,"10,618",37.50%,430,4.10%,18,17.30%,448,4.20%,376,87.40%,14,77.80%,390,87.10%,44,0.40%,418,3.90%,462,4.40%,3,27.30%,2,66.70%,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,NORTHERN,CC,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,3,,6,2,"10,391","3,999",2,33.30%,,,2,66.70%,2,,1,16.70%,1,33.30%,"31,147",27,0.09%,"31,174","43,962",70.90%,"31,147",27,"31,174","11,969",38.40%,27,100.00%,"11,996",38.50%,115,1.00%,3,11.10%,118,1.00%,101,87.80%,2,66.70%,103,87.30%,30,0.30%,452,3.80%,482,4.00%,1,16.70%,1,33.30%,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,ONSLOW-WESTERN,CC,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,3,,12,4,"10,442","4,944",2,16.70%,,,2,66.70%,2,,,,,,"31,299",26,0.08%,"31,325","41,187",76.10%,"31,299",26,"31,325","14,813",47.30%,20,76.90%,"14,833",47.40%,233,1.60%,3,15.00%,236,1.60%,218,93.60%,2,66.70%,220,93.20%,48,0.30%,613,4.10%,661,4.50%,4,33.30%,1,33.30%,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,SOUTHERN,CC,STV,n,Wellington,Metro,City,l,N,N/A,7.00 pm,Random,N/A,N/A,"136,392","2,179",202,Contested,2,,10,5,"9,365","3,921",1,10.00%,,,1,50.00%,1,,,,,,"18,714",15,0.08%,"18,729","25,950",72.20%,"18,714",15,"18,729","7,830",41.80%,12,80.00%,"7,842",41.90%,189,2.40%,1,0,190,2.40%,167,88.40%,,0.00%,167,87.90%,26,0.30%,226,2.90%,252,3.20%,1,10.00%,0,,
WELLINGTON CITY,WELLINGTON CITY COUNCIL,AT LARGE,MAYOR,STV,n,Wellington,Metro,City,l,,,,,,,,,,Contested,1,,6,6,"136,390","56,842",1,16.70%,3,Re-elected,1,100.00%,1,,,,,,"136,169",221,0.16%,"136,390","190,956",71.40%,"136,169",221,"136,390","56,656",41.60%,186,84.20%,"56,842",41.70%,"1,227",2.20%,30,16.10%,1257,2.20%,"1,098",89.50%,20,66.70%,1118,88.90%,71,0.10%,517,0.90%,588,1.00%,2,33.30%,1,100.00%,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,KAPITI COAST,RC,FPP,n,Wellington,Regional,Regional,,,,,,,,,,,Contested,1,,2,2,"37,533","19,078",1,50.00%,,,1,100.00%,,,,,,,"37,489",44,0.12%,"37,533","50,000",75.10%,"37,489",44,"37,533","19,038",50.80%,40,90.90%,"19,078",50.80%,213,1.10%,14,35.00%,227,1.20%,173,81.20%,14,100.00%,187,82.40%,81,0.40%,"1,767",9.30%,"1,848",9.70%,0,,,,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,LOWER HUTT,RC,FPP,n,Wellington,Regional,Regional,,,,,,,,,,,Contested,3,,5,1.67,"23,362","8,551",2,40.00%,,,2,66.70%,,,,,,,"70,077",10,0.01%,"70,087","102,900",68.10%,"70,077",10,"70,087","25,646",36.60%,7,70.00%,"25,653",36.60%,320,1.20%,,,320,1.20%,180,56.30%,,,180,56.30%,"1,831",7.10%,"1,061",4.10%,"2,892",11.30%,2,40.00%,2,66.70%,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,PORIRUA-TAWA,RC,FPP,n,Wellington,Regional,Regional,,,,,,,,,,,Unopposed,2,2,2,1,"23,072",,2,100.00%,,,2,100.00%,,,,,,,"46,130",13,0.03%,"46,143","68,500",67.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100.00%,2,100.00%,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,UPPER HUTT,RC,FPP,n,Wellington,Regional,Regional,,,,,,,,,,,Unopposed,1,1,1,1,"28,945",,1,100.00%,,,1,100.00%,,,,,,,"28,942",3,0.01%,"28,945","41,700",69.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,WAIRARAPA,RC,FPP,n,Wellington,Regional,Regional,,,,,,,,,,,Contested,1,,3,3,"30,954","14,636",2,66.70%,,,2,200.00%,,,,,,,"30,938",16,0.05%,"30,954","40,700",76.10%,"30,938",16,"30,954","14,621",47.30%,15,93.80%,"14,636",47.30%,165,1.10%,13,86.70%,178,1.20%,129,78.20%,7,53.80%,136,76.40%,25,0.20%,693,4.70%,718,4.90%,0,,,,
WELLINGTON REGION,WELLINGTON REGIONAL COUNCIL,WELLINGTON,RC,FPP,n,Wellington,Regional,Regional,,N,N/A,5.30 pm (Lower Hutt Constitency); 6.30 pm (Wellington Costituency); 8.15 pm (Wairarapa Constituency); 9.15 (Kapiti Coast Constituency),Random,N/A,N/A,,,,Contested,5,,8,1.6,"25,233","10,515",4,50.00%,,,3,60.00%,,,,,,,"126,083",81,0.06%,"126,164","188,800",66.80%,"126,083",81,"126,164","52,510",41.60%,67,82.70%,"52,577",41.70%,"1,100",2.10%,31,46.30%,1131,2.20%,"1,070",97.30%,22,71.00%,1092,96.60%,242,0.50%,"2,943",5.60%,"3,185",6.10%,4,50.00%,3,60.00%,
WEST COAST DHB,WEST COAST DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,s,West Coast,DHB,DHB,,N,N/A,Saturday 8.24 am,Random,,,,,,Contested,7,,11,1.57,"3,320","1,719",,,,,,,,,7,63.60%,5,71.40%,"23,242",,,"23,242","32,700",71.10%,"23,242",,"23,242","12,031",51.80%,,,"12,031",51.80%,65,0.50%,,,65,0.50%,62,95.40%,,,62,95.40%,536,4.50%,612,5.10%,"1,148",9.50%,5,45.50%,4,57.10%,
WEST COAST REGION,WEST COAST REGIONAL COUNCIL,BULLER,RC,FPP,s,West Coast,Regional,Regional,,,,,,,,,,,Contested,2,,4,2,"3,763","2,105",2,50.00%,,,1,50.00%,,,,,,,"7,498",27,0.36%,"7,525","10,050",74.90%,"7,498",27,"7,525","4,177",55.70%,32,118.50%,"4,209",55.90%,35,0.80%,5,15.60%,40,1.00%,33,94.30%,5,100.00%,38,95.00%,4,0.10%,271,6.40%,275,6.50%,1,25.00%,0,,
WEST COAST REGION,WEST COAST REGIONAL COUNCIL,GREY,RC,FPP,s,West Coast,Regional,Regional,,,,,,,,,,,Contested,3,,6,2,"3,293","1,446",2,33.30%,,,2,66.70%,,,,,,,"9,860",19,0.19%,"9,879","13,650",72.40%,"9,860",19,"9,879","4,318",43.80%,19,100.00%,"4,337",43.90%,18,0.40%,10,52.60%,28,0.60%,17,94.40%,10,100.00%,27,96.40%,22,0.50%,172,4.00%,194,4.50%,0,,,,
WEST COAST REGION,WEST COAST REGIONAL COUNCIL,WESTLAND,RC,FPP,s,West Coast,Regional,Regional,,,,,,,,,,,Contested,2,,5,2.5,"2,950","1,861",1,20.00%,,,,,,,,,,,"5,856",43,0.73%,"5,899","8,950",65.90%,"5,856",43,"5,899","3,714",63.40%,8,18.60%,"3,722",63.10%,58,1.60%,8,100.00%,66,1.80%,47,81.00%,8,100.00%,55,83.30%,9,0.20%,141,3.80%,150,4.00%,0,,,,
WESTERN BAY OF PLENTY DISTRICT,KATIKATI COMMUNITY BOARD,AT LARGE,CB,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,Contested,4,,6,1.5,"1,637",681,,,,,,,,,2,33.30%,2,50.00%,"6,535",11,0.17%,"6,546","9,000",72.70%,"6,535",11,"6,546","2,715",41.50%,7,63.60%,"2,722",41.60%,13,0.50%,,,13,0.50%,11,84.60%,,,11,84.60%,2,0.10%,64,2.40%,66,2.40%,2,33.30%,2,50.00%,
WESTERN BAY OF PLENTY DISTRICT,MAKETU COMMUNITY BOARD,AT LARGE,CB,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,Unopposed,4,4,5,1.25,178,,,,,,,,,,3,60.00%,2,50.00%,694,16,2.25%,710,"1,360",52.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60.00%,2,50.00%,
