HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
PV08B,130,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,558",.,.,.,.,"1,558"
PV08B,140,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0","1,842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,842"
PV08B,160,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,772","1,772"
PV08B,420,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",.,"1,219",.,.,.,.,.,.,.,.,.,"2,939",.,"4,001",.,"1,082","2,310"
PV31A,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+","4,033",.,.,.,.,.,.,"1,666",.,.,.,"5,115",.,.,.,"4,804","4,442"
PV31B,100,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,"1,356",.,"1,145",.,.,.,.,.,.,"1,439",.,.,"1,726",.,.,"1,519"
PV31B,110,"Paediatric Major Injury without Intracranial Injury, with CC Score 0","3,477",.,.,.,.,.,.,"4,642",.,.,.,"5,474",.,.,.,"2,887","4,394"
PV31B,171,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,443",.,.,.,.,"7,443"
PV32A,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"3,787",.,.,.,.,"3,787"
PV32A,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,"1,219",.,.,"3,470","2,934",.,.,.,.,.,.,.,.,.,.,"2,541"
PV32B,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,573,.,395,.,.,.,.,.,388,.,647,.,.,501
PV32B,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,657,.,.,.,.,657
PV32B,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,"1,912",.,.,.,.,.,.,.,.,.,.,.,"1,912"
PV32B,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,053",907
PV32B,160,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,357","1,357"
PV32B,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PV32B,300,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,327
PV32B,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,867,734,.,.,.,.,.,752,.,.,.,541,764
PV32C,100,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",457,452,.,573,916,752,.,.,.,.,.,388,.,"1,973",.,455,941
PV32C,101,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,675,.,420,.,.,.,.,.,.,.,.,.,.,.,547
PV32C,110,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",966,.,.,.,.,.,.,608,.,.,.,874,.,.,.,400,823
PV32C,120,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",540,"1,259",.,.,"1,337",.,.,.,.,.,.,"1,240",.,.,.,"1,252","1,125"
PV32C,130,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,865,.,.,.,.,865
PV32C,140,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,599,599
PV32C,160,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,181","1,181"
PV32C,171,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,406",.,.,.,.,"1,406"
PV32C,180,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,457,.,.,.,.,.,.,.,.,.,306,.,.,.,.,381
PV32C,300,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
PV32C,350,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PV32C,420,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,609,.,.,867,734,.,.,.,.,.,752,.,.,.,541,711
PV32C,502,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,"1,362","1,605",.,.,.,.,.,.,.,.,.,.,"1,484"
PW16A,110,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"15,202",.,.,.,.,"15,202"
PW16A,150,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"24,098",.,.,.,.,"24,098"
PW16A,350,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,"8,723",.,.,.,.,"8,723"
PW16A,420,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,"9,780",.,.,.,.,.,"5,127",.,.,.,"15,153","9,125"
PW16B,150,Paediatric Major Infections with CC Score 5-6,.,.,.,.,.,.,.,.,.,.,.,"21,576",.,.,.,.,"21,576"
PW16B,420,Paediatric Major Infections with CC Score 5-6,"3,049",.,.,.,.,"3,668",.,.,.,.,.,"6,965",.,.,.,.,"5,375"
PW16C,100,Paediatric Major Infections with CC Score 2-4,.,"2,109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,109"
PW16C,110,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,"12,249",.,.,.,"6,243",.,.,.,"6,753","7,999"
PW16C,130,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"6,391",.,.,.,.,"6,391"
PW16C,350,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"10,858",.,.,.,.,"10,858"
PW16C,370,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"15,287",.,.,.,.,"15,287"
PW16C,420,Paediatric Major Infections with CC Score 2-4,"5,336","3,656",.,"1,801","8,097","3,301",.,.,.,.,.,"6,239",.,"7,335",.,"5,716","5,452"
PW16C,421,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"23,557",.,.,.,.,"23,557"
PW16C,823,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"8,275",.,.,.,.,"8,275"
PW16D,100,Paediatric Major Infections with CC Score 1,.,904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,904
PW16D,110,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,"6,427",.,.,.,"5,772",.,.,.,.,"6,318"
PW16D,300,Paediatric Major Infections with CC Score 1,"1,753",.,.,"1,361",.,.,.,.,.,.,.,"1,047",.,.,.,"5,135","2,324"
PW16D,320,Paediatric Major Infections with CC Score 1,.,.,.,"2,735",.,.,.,.,.,.,.,.,.,.,.,.,"2,735"
PW16D,350,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"4,656",.,.,.,.,"4,656"
PW16D,410,Paediatric Major Infections with CC Score 1,.,"5,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,628"
PW16D,420,Paediatric Major Infections with CC Score 1,"5,197","1,462",.,"1,681","8,241",.,.,.,.,.,.,"3,118",.,"5,001",.,"2,829","3,700"
PW16D,421,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,"11,316",.,.,.,.,"11,316"
PW16E,100,Paediatric Major Infections with CC Score 0,"3,198",904,.,"1,718",876,.,.,.,.,.,.,.,.,"1,294",.,.,"1,598"
PW16E,110,Paediatric Major Infections with CC Score 0,"2,597",.,.,.,.,.,.,"5,400",.,.,.,"6,281",.,.,.,.,"5,600"
PW16E,300,Paediatric Major Infections with CC Score 0,.,"1,898",.,"1,814","2,124",.,.,.,"1,970",.,.,716,.,"1,506",.,"2,241","1,889"
PW16E,301,Paediatric Major Infections with CC Score 0,.,"2,639",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,639"
PW16E,330,Paediatric Major Infections with CC Score 0,983,.,.,.,"1,367",.,.,.,.,.,.,.,.,.,.,.,"1,175"
PW16E,350,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"4,622",.,.,.,.,"4,622"
PW16E,400,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,972",.,.,.,.,"3,972"
PW16E,420,Paediatric Major Infections with CC Score 0,"3,557","3,102",.,"4,201","3,643","2,934",.,.,.,.,.,"4,805",.,"2,715",.,"3,112","3,469"
PW17A,110,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"7,588",.,.,.,.,"7,588"
PW17A,350,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"2,378",.,.,.,.,"2,378"
PW17A,420,Paediatric Intermediate Infections with CC Score 6+,.,.,.,"1,440","4,627","5,868",.,.,.,.,.,"4,194",.,.,.,.,"4,305"
PW17A,502,Paediatric Intermediate Infections with CC Score 6+,"3,663",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,663"
PW17B,100,Paediatric Intermediate Infections with CC Score 3-5,"2,284",.,.,.,876,.,.,.,.,.,.,.,.,"1,294",.,.,"1,485"
PW17B,101,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,155","1,155"
PW17B,110,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,"6,559",.,.,.,.,.,.,.,.,"6,559"
PW17B,171,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"6,558",.,.,.,.,"6,558"
PW17B,300,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,"2,122","2,038",.,.,.,.,"2,080"
PW17B,320,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"6,010",.,.,.,.,"6,010"
PW17B,350,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"2,179",.,.,.,.,"2,179"
PW17B,361,Paediatric Intermediate Infections with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"6,006",.,.,.,.,"6,006"
PW17B,420,Paediatric Intermediate Infections with CC Score 3-5,"2,763","2,708",.,"3,961","4,077","3,056",.,.,.,.,.,"3,682",.,"4,334",.,"1,623","3,320"
PW17C,100,Paediatric Intermediate Infections with CC Score 1-2,"1,827","1,808",.,.,"1,693","1,449",.,.,.,.,.,"1,771",.,"2,912",.,"2,022","1,835"
PW17C,101,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,"1,259",.,.,.,.,.,.,.,.,.,.,.,"1,259"
PW17C,110,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,909",.,.,.,801,"1,355"
PW17C,120,Paediatric Intermediate Infections with CC Score 1-2,"1,619","1,574",.,.,"1,306",.,.,.,.,.,.,"3,267",.,.,.,.,"2,125"
PW17C,150,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"6,640",.,.,.,.,"6,640"
PW17C,160,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,860","1,860"
PW17C,171,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,812",.,.,.,.,"3,812"
PW17C,180,Paediatric Intermediate Infections with CC Score 1-2,.,913,.,.,"3,577",.,.,.,.,.,.,.,.,.,.,.,"2,245"
PW17C,300,Paediatric Intermediate Infections with CC Score 1-2,"1,315",949,.,"3,175","1,961","1,406",.,.,"1,127",.,"1,701","1,572",.,.,.,"1,100","1,513"
PW17C,320,Paediatric Intermediate Infections with CC Score 1-2,.,845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,845
PW17C,350,Paediatric Intermediate Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,365",.,.,.,.,"3,365"
PW17C,420,Paediatric Intermediate Infections with CC Score 1-2,"2,363","2,033",.,"2,251","2,556","2,805",.,.,.,.,.,"2,403",.,"3,601",.,"2,009","2,377"
PW17C,502,Paediatric Intermediate Infections with CC Score 1-2,"2,485","6,199",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,632","3,439"
PW17D,100,Paediatric Intermediate Infections with CC Score 0,"1,142",904,.,"2,271","1,111","1,186",.,.,.,.,"1,026",879,.,"2,469",.,"1,136","1,490"
PW17D,101,Paediatric Intermediate Infections with CC Score 0,.,.,"1,104",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,104"
PW17D,110,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,511",.,.,.,.,"2,511"
PW17D,120,Paediatric Intermediate Infections with CC Score 0,"1,709","1,242",.,.,"1,424",.,.,.,.,.,.,"3,195",.,.,.,.,"1,746"
PW17D,160,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,519","2,519"
PW17D,171,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,311",.,.,.,.,"3,311"
PW17D,180,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,423,747,.,.,.,.,666
PW17D,300,Paediatric Intermediate Infections with CC Score 0,.,813,"1,551",907,654,703,"1,583",.,.,.,734,882,.,.,.,734,875
PW17D,301,Paediatric Intermediate Infections with CC Score 0,.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
PW17D,330,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,683,.,.,.,.,.,.,.,.,.,.,.,683
PW17D,350,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"3,178",.,.,.,.,"3,178"
PW17D,420,Paediatric Intermediate Infections with CC Score 0,"2,339","2,000",.,"2,017","2,398","2,601",.,.,.,.,.,"2,263",.,"3,108",.,"1,722","2,272"
PW17D,502,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,"2,189",.,.,.,.,.,.,.,.,.,.,"1,632","1,911"
PW18A,420,Paediatric Minor Infections with CC Score 2+,.,"2,437",.,.,"3,036",.,.,.,.,.,.,"8,693",.,.,.,"3,247","4,090"
PW18B,120,Paediatric Minor Infections with CC Score 1,540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540
PW18B,420,Paediatric Minor Infections with CC Score 1,.,.,.,.,867,.,.,.,.,.,.,"1,341",.,.,.,541,"1,023"
PW18C,120,Paediatric Minor Infections with CC Score 0,.,.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,378
PW18C,300,Paediatric Minor Infections with CC Score 0,.,.,.,.,327,.,.,.,.,.,.,386,.,.,.,.,356
PW18C,350,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,792,.,.,.,.,792
PW18C,420,Paediatric Minor Infections with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,752,.,.,.,541,677
PW19A,171,Paediatric Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"1,609",.,.,.,.,"1,609"
PW19A,300,Paediatric Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,716,.,.,.,734,722
PW19A,350,Paediatric Viral Infections with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,640",.,.,.,.,"2,640"
PW19A,420,Paediatric Viral Infections with CC Score 3+,"2,069","1,523",.,.,"2,602","2,119",.,.,.,.,.,"2,164",.,"4,001",.,"2,165","2,204"
PW19B,100,Paediatric Viral Infections with CC Score 1-2,.,452,.,.,.,395,.,.,.,.,.,.,.,.,.,.,424
PW19B,171,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PW19B,300,Paediatric Viral Infections with CC Score 1-2,.,407,.,.,327,301,.,.,376,.,387,386,.,.,.,707,434
PW19B,303,Paediatric Viral Infections with CC Score 1-2,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,712
PW19B,350,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,820,.,.,.,.,820
PW19B,420,Paediatric Viral Infections with CC Score 1-2,762,609,.,720,867,734,.,.,.,.,.,756,.,"1,000",.,562,728
PW19C,100,Paediatric Viral Infections with CC Score 0,.,.,.,.,438,.,.,.,.,.,.,388,.,.,.,.,405
PW19C,120,Paediatric Viral Infections with CC Score 0,540,450,.,.,.,.,.,.,.,.,.,.,.,.,.,.,495
PW19C,300,Paediatric Viral Infections with CC Score 0,438,407,.,.,.,301,.,.,376,.,.,386,.,502,.,367,392
PW19C,350,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,790,.,.,.,.,790
PW19C,420,Paediatric Viral Infections with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,768,.,"1,000",.,567,722
PW20A,350,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,906",.,.,.,.,"2,906"
PW20A,420,Paediatric Fever Unspecified with CC Score 3+,"2,592","1,828",.,.,"3,036","2,201",.,.,.,.,.,"3,054",.,.,.,"2,165","2,725"
PW20A,823,Paediatric Fever Unspecified with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,063",.,.,.,.,"2,063"
PW20B,110,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"4,383",.,.,.,.,"4,383"
PW20B,120,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,648","2,648"
PW20B,300,Paediatric Fever Unspecified with CC Score 1-2,877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877
PW20B,350,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,377",.,.,.,.,"2,377"
PW20B,420,Paediatric Fever Unspecified with CC Score 1-2,"1,994",.,.,.,"2,974","1,467",.,.,.,.,.,"1,954",.,.,.,"1,082","2,083"
PW20C,350,Paediatric Fever Unspecified with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,378",.,.,.,.,"2,378"
PW20C,420,Paediatric Fever Unspecified with CC Score 0,"1,525","2,640",.,"2,161","2,602",.,.,.,.,.,.,"2,079",.,.,.,"1,798","2,066"
PW20C,501,Paediatric Fever Unspecified with CC Score 0,.,.,.,.,"3,756",.,.,.,.,.,.,.,.,.,.,.,"3,756"
PX22A,300,Paediatric Chest Pain with CC Score 1+,438,407,404,454,.,.,.,.,.,.,.,.,.,.,.,.,426
PX22A,320,Paediatric Chest Pain with CC Score 1+,.,.,568,547,.,.,701,.,.,.,.,821,.,.,.,.,691
PX22A,420,Paediatric Chest Pain with CC Score 1+,.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PX22A,501,Paediatric Chest Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,730,730
PX22B,180,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
PX22B,420,Paediatric Chest Pain with CC Score 0,762,.,.,.,.,734,.,.,.,.,.,.,.,.,.,.,743
PX29A,100,Paediatric Abdominal Pain with CC Score 3+,"1,142",.,.,.,"1,752","1,186",.,.,.,.,.,"1,304",.,.,.,909,"1,284"
PX29A,171,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"5,529",.,.,.,.,"5,529"
PX29A,300,Paediatric Abdominal Pain with CC Score 3+,"1,972",.,.,.,.,"1,205",.,.,.,.,.,.,.,.,.,.,"1,717"
PX29A,350,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"6,499",.,.,.,.,"6,499"
PX29A,420,Paediatric Abdominal Pain with CC Score 3+,"1,525",.,.,.,.,.,.,.,.,.,.,"3,669",.,.,.,.,"3,133"
PX29A,502,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,053",.,"1,935","2,994"
PX29B,100,Paediatric Abdominal Pain with CC Score 1-2,"1,322","1,227",928,"1,431","1,130","1,268",.,.,.,.,982,"1,010",.,"1,780",.,"1,364","1,257"
PX29B,101,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,540","1,540"
PX29B,110,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,909",.,.,.,.,"1,909"
PX29B,171,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"2,246",.,.,.,.,"2,246"
PX29B,180,Paediatric Abdominal Pain with CC Score 1-2,.,913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,913
PX29B,300,Paediatric Abdominal Pain with CC Score 1-2,"1,753",.,.,.,.,.,"2,110",.,.,.,.,.,.,.,.,.,"1,932"
PX29B,350,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,585",.,.,.,.,"1,585"
PX29B,361,Paediatric Abdominal Pain with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"1,736",.,.,.,.,"1,736"
PX29B,420,Paediatric Abdominal Pain with CC Score 1-2,"1,829","1,219",.,.,.,"2,934",.,.,.,.,.,"2,210",.,.,.,"1,082","1,976"
PX29B,502,Paediatric Abdominal Pain with CC Score 1-2,.,"3,099",.,.,"2,189",.,.,.,.,.,.,.,.,.,.,"1,088","2,126"
PX29C,100,Paediatric Abdominal Pain with CC Score 0,457,492,"3,099",573,491,395,.,.,.,.,525,388,.,647,.,455,510
PX29C,101,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,385
PX29C,171,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PX29C,180,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
PX29C,300,Paediatric Abdominal Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,387,386,.,502,.,367,411
PX29C,420,Paediatric Abdominal Pain with CC Score 0,762,609,.,.,867,734,.,.,.,.,.,.,.,"1,000",.,541,822
PX29C,501,Paediatric Abdominal Pain with CC Score 0,.,955,.,"1,128",.,.,.,.,.,.,.,.,.,.,.,730,985
PX29C,502,Paediatric Abdominal Pain with CC Score 0,589,.,569,.,.,.,.,.,.,.,.,.,.,676,.,544,585
PX30A,300,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734,734
PX30A,320,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"7,433",.,.,.,.,"7,433"
PX30A,350,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"5,551",.,.,.,.,"5,551"
PX30A,370,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"9,308",.,.,.,.,"9,308"
PX30A,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,"2,668","4,875",.,.,"3,759","7,335",.,.,.,.,.,"5,856",.,.,.,"6,314","5,085"
PX30B,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,"2,287","2,437",.,"2,881","2,024",.,.,.,.,.,.,.,.,"2,000",.,.,"2,246"
PX30C,420,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,609,.,720,867,734,.,.,.,.,.,.,.,.,.,541,647
PX50A,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",438,407,.,454,327,.,.,.,376,.,.,386,.,502,.,367,426
PX50A,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,541,647
PX50B,180,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,457,.,.,.,.,.,.,.,.,.,306,.,.,.,.,325
PX50B,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",438,433,.,454,327,.,528,.,376,.,387,386,.,502,.,367,406
PX50B,320,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,547,.,.,.,.,.,.,.,.,.,.,.,.,547
PX50B,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",762,609,.,.,867,.,.,.,.,.,.,752,.,"1,000",.,541,750
PX50B,430,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,.,388
PX50C,180,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",.,457,.,.,.,.,.,.,.,.,.,306,.,.,.,.,396
PX50C,300,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",438,407,.,454,327,301,.,.,.,.,387,386,.,.,.,.,385
PX50C,420,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",762,609,.,720,.,734,.,.,.,.,.,752,.,"1,000",.,541,691
PX51Z,420,Paediatric Child Safeguarding (Welfare and Protection),.,.,.,.,"2,602","2,567",.,.,.,.,.,.,.,.,.,.,"2,588"
PX54Z,420,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,623","1,623"
PX55Z,420,Paediatric Respite Care,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,082","2,624"
PX56A,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,"1,084",.,.,.,.,.,.,.,.,.,.,.,"1,506",.,734,"1,099"
PX56A,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"1,900",.,.,.,.,"1,900"
PX56A,400,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"2,423",.,.,.,.,"2,423"
PX56A,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+","2,191",.,.,"1,440","3,036","2,201",.,.,.,.,.,"2,018",.,.,.,"1,623","2,102"
PX56A,421,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"2,519",.,.,.,.,"2,519"
PX56B,300,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,301
PX56B,350,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,790,.,.,.,.,790
PX56B,420,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",762,609,.,720,.,.,.,.,.,.,.,777,.,"1,000",.,.,745
PX57A,420,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+","3,049",.,.,.,.,.,.,.,.,.,.,"3,206",.,.,.,.,"3,154"
PX57B,100,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452
